payment_id,loan_id,schedule_id,payment_date,payment_amount_zar,payment_method,payment_status,bank_reference,naedo_run_id
327,484,2208,2026-03-06,1420.77,debit order,REVERSED,BANKREF-09207082,NAEDO-915111
328,5,6656,2025-08-02,3259.52,Debit Order,PENDING,,NAEDO-690597
329,886,4119,2026-04-07,896.9,Card,success,BANKREF-98567520,
330,904,,2025-07-17,3760.11,debit order,SUCCESS,BANKREF-38244219,NAEDO-364264
331,219,4286,2026-07-10,3677.18,Manual EFT,REVERSED,BANKREF-53795628,
332,114,108,2025-07-15,3757.01,Cash Deposit,PENDING,BANKREF-57935210,
333,483,6491,2026-05-08,4381.18,Cash Deposit,FAILED,,NAEDO-957282
334,183,2540,2026-05-01,3962.06,debit order,REVERSED,BANKREF-59798285,
335,157,3574,2026-12-24,1130.09,Manual EFT,PENDING,,NAEDO-756409
336,1048,4466,2026-08-13,1201.24,Debit Order,SUCCESS,BANKREF-36717567,
337,32,5735,2025-08-03,4650.74,Cash Deposit,PENDING,BANKREF-79816019,
338,1501,1907,2025-04-25,323.11,debit order,SUCCESS,BANKREF-16267395,
339,530,408,2025-12-29,-2601.47,debit order,success,BANKREF-62604403,
340,1537,1107,2025-08-22,2720.95,debit order,REVERSED,BANKREF-68722834,NAEDO-917808
341,258,8238,2026-05-17,1884.84,Manual EFT,REVERSED,,NAEDO-146057
342,1599,4102,20260417,884.66,Manual EFT,PENDING,BANKREF-05383532,
343,289,1352,2026-06-20,4010.44,Debit Order,REVERSED,BANKREF-08493152,NAEDO-584775
344,1415,4273,2025-02-25,2948.34,debit order,REVERSED,BANKREF-04912244,NAEDO-106606
345,449,1923,2026-06-29,683.23,Debit Order,REVERSED,BANKREF-05109377,NAEDO-102982
346,1399,4178,2025-08-19,457.9,Debit Order,PENDING,BANKREF-08824874,NAEDO-997785
347,1715,6527,2025-12-07,1677.91,Manual EFT,SUCCESS,BANKREF-19276701,
348,248,3699,2026-04-17,2696.8,debit order,success,BANKREF-10012514,
349,668,7048,2026-03-30,-4269.68,Manual EFT,SUCCESS,BANKREF-13432781,NAEDO-596303
350,667,6044,2026-02-15,1262.27,Manual EFT,SUCCESS,BANKREF-83514711,
351,1217,3696,2026-05-22,3129.12,Cash Deposit,SUCCESS,BANKREF-13476599,NAEDO-444701
352,1080,330,2026-06-15,1169.89,Card,SUCCESS,BANKREF-21002014,
353,1323,2075,2025-02-26,963.86,debit order,SUCCESS,BANKREF-02565324,
354,423,7577,2025-04-29,1702.5,Card,REVERSED,BANKREF-61379979,
355,1126,3702,04-17-2026,3593.48,Manual EFT,PENDING,BANKREF-60175679,
356,1649,4986,2026-02-16,2150.21,debit order,REVERSED,BANKREF-26707928,
357,999,7877,2026-03-15,-4059.03,debit order,failed,BANKREF-77706521,
358,364,91,2025-03-12,2453.1,Cash Deposit,PENDING,BANKREF-05918586,
359,196,2683,2025-04-25,2752.37,debit order,success,BANKREF-82643892,NAEDO-457511
360,670,2112,2025-09-14,669.41,Cash Deposit,REVERSED,,
361,834,2788,2025-04-18,1814.62,debit order,failed,BANKREF-27084996,NAEDO-504078
362,1525,933,2026-03-17,2253.34,Cash Deposit,PENDING,BANKREF-17070761,
363,1417,3676,2025-12-20,935.57,Cash Deposit,REVERSED,,NAEDO-306556
364,363,7560,2026-05-02,2305.76,Cash Deposit,PENDING,BANKREF-91498168,
365,1604,7275,2026-01-16,3797.21,Card,PENDING,,
366,813,6693,2026-05-07,1841.22,Card,failed,BANKREF-48502841,
367,139,204,2026-06-24,2126.45,debit order,PENDING,BANKREF-65410783,
368,113,3602,2025-10-28,3248.12,Manual EFT,SUCCESS,BANKREF-32376330,
369,1037,4116,2025-09-16,2695.78,debit order,failed,BANKREF-94570579,NAEDO-253569
370,158,1473,2026-01-20,570.52,Debit Order,success,BANKREF-27984958,
371,1079,286,2026-11-03,2279.19,Debit Order,success,,NAEDO-733970
372,468,1012,2026-03-10,3065.81,Card,success,BANKREF-36448592,
373,1609,8653,20251108,4640.63,Debit Order,PENDING,BANKREF-70309275,NAEDO-575236
374,542,1809,2026-06-18,1878.57,Cash Deposit,REVERSED,BANKREF-95937353,
375,1414,4549,2025-12-31,2040.31,Card,FAILED,BANKREF-37789890,
376,1291,6833,2026-01-14,347.08,Manual EFT,success,BANKREF-76013086,NAEDO-399924
377,561,3501,2026-03-18,3967.9,Manual EFT,FAILED,BANKREF-51760101,NAEDO-887260
378,640,3298,2026-03-19,1921.44,Manual EFT,SUCCESS,BANKREF-10492567,
379,1001,7117,2025-08-11,1719.45,debit order,failed,,
380,1218,4878,2025-12-19,3347.47,debit order,PENDING,BANKREF-63024473,
381,1612,,2025-05-04,2817.41,debit order,REVERSED,BANKREF-37477362,NAEDO-182497
382,944,8650,2026-04-01,2797.04,Cash Deposit,REVERSED,BANKREF-35768722,
383,1418,7473,2025-06-01,2919.28,Cash Deposit,REVERSED,BANKREF-79454829,NAEDO-668026
384,250,8769,2026-04-06,860.04,debit order,failed,BANKREF-82295492,NAEDO-185148
385,1761,6139,2025-02-16,379.89,Manual EFT,failed,BANKREF-18319967,NAEDO-718183
386,674,289,2026-05-11,1513.2,Debit Order,FAILED,BANKREF-37151293,
387,1355,157,2025-02-24,3612.14,Card,FAILED,BANKREF-62404769,
388,962,5416,2025-04-30,4585.88,Debit Order,failed,,
389,1128,1421,2025-10-31,1972.49,Debit Order,success,BANKREF-14273013,
390,498,2671,2025-10-11,3523.11,Card,REVERSED,BANKREF-99194848,NAEDO-270617
391,1512,7033,2025-09-17,4577.96,Manual EFT,REVERSED,BANKREF-50118952,NAEDO-317483
392,959,6459,2025-03-27,3941.53,Card,failed,BANKREF-07826083,
393,669,7268,2025-09-29,2672.88,Card,failed,BANKREF-85212640,
394,1329,5178,2026-02-24,682.89,Debit Order,PENDING,BANKREF-67325146,NAEDO-761138
395,413,3147,2026-02-02,4211.98,Manual EFT,FAILED,BANKREF-97390913,
396,1569,472,2025-06-16,4640.92,Card,FAILED,BANKREF-32034171,NAEDO-947234
397,1097,8295,2025-03-21,3827.92,Cash Deposit,failed,BANKREF-08888235,
398,12,3215,2026-09-20,1248.21,Card,REVERSED,BANKREF-23059196,
399,1182,8380,04 Nov 2025,1876.93,Debit Order,success,BANKREF-69054140,NAEDO-321711
400,1281,6240,2026-02-24,779.94,Cash Deposit,SUCCESS,BANKREF-90034369,
401,1181,5062,2025-06-23,4831.93,Card,success,BANKREF-35642593,
402,696,3077,2026-01-25,796.81,debit order,SUCCESS,,NAEDO-386886
403,1571,3129,2026-05-20,810.52,Debit Order,SUCCESS,BANKREF-54778743,NAEDO-937212
404,480,1542,26 May 2025,3377.78,Manual EFT,SUCCESS,BANKREF-15447777,NAEDO-827159
405,1204,,2025-08-07,1843.86,Manual EFT,SUCCESS,BANKREF-42647526,
406,514,7575,2025-12-28,2179.47,Debit Order,REVERSED,BANKREF-56846262,NAEDO-287885
407,763,6295,2025-03-17,-1746.25,Debit Order,FAILED,BANKREF-46547939,NAEDO-237589
408,1026,6307,2026-03-01,3873.03,Debit Order,FAILED,BANKREF-36910770,
409,1338,4182,2025-06-04,2783.39,debit order,failed,BANKREF-16745337,
410,106,6186,2026-04-06,3710.86,Manual EFT,PENDING,BANKREF-23433169,
411,71,,2026-03-20,2998.33,Debit Order,SUCCESS,,
412,1392,481,2026-05-22,3902.47,Cash Deposit,FAILED,BANKREF-25853190,NAEDO-692346
413,894,,02 Jun 2026,1937.99,debit order,REVERSED,BANKREF-70242433,NAEDO-455264
414,504,3425,2025-10-29,3276.78,Debit Order,REVERSED,BANKREF-68070457,
415,1770,4311,2025-03-24,424.49,debit order,PENDING,BANKREF-65908458,NAEDO-320742
416,85,6923,2025-03-28,2914.25,debit order,FAILED,,
417,1354,,2026-01-02,2193.45,Debit Order,success,BANKREF-49682248,
418,1165,8417,05-16-2025,4198.02,Cash Deposit,SUCCESS,BANKREF-74803122,
419,742,1654,2025-03-08,1439.52,Manual EFT,SUCCESS,BANKREF-01999223,NAEDO-499713
420,277,1503,2025-08-31,707.57,debit order,SUCCESS,BANKREF-93809898,
421,1518,5654,2026-02-06,3478.98,debit order,success,BANKREF-42542737,
422,430,,2025-04-28,2659.61,Manual EFT,success,BANKREF-00648396,NAEDO-284609
423,1112,5785,2025-08-07,2148.23,Manual EFT,PENDING,BANKREF-45270042,
424,1343,1130,2026-02-04,4232.5,Cash Deposit,SUCCESS,BANKREF-57117839,
425,1134,6943,10 Sep 2025,4870.52,Debit Order,REVERSED,BANKREF-92770189,
426,1554,6204,2025-04-30,1170.75,Card,FAILED,BANKREF-08876487,NAEDO-683127
427,1026,4702,2025-11-09,2518.05,Debit Order,SUCCESS,BANKREF-34599791,
428,1719,3517,2025-07-01,2116.19,Debit Order,PENDING,BANKREF-72737831,NAEDO-510696
429,1357,1786,2026-06-03,3585.73,Card,success,BANKREF-80523687,NAEDO-912558
430,868,6984,2026-06-12,1516.14,Cash Deposit,REVERSED,BANKREF-53115590,
431,980,601,2025-09-29,4459.18,Debit Order,SUCCESS,BANKREF-65495108,
432,656,7400,2026-06-24,4237.5,Debit Order,SUCCESS,BANKREF-34631019,NAEDO-958079
433,1341,3213,2025-12-29,3077.54,debit order,FAILED,BANKREF-32621277,
434,986,49,2026-04-11,902.87,Cash Deposit,FAILED,,NAEDO-853204
435,1150,5473,07/05/2025,2349.58,Debit Order,PENDING,BANKREF-67590509,NAEDO-905686
436,23,5201,2025-12-31,265.78,Debit Order,success,BANKREF-69092354,
437,1741,8388,20250225,1360.07,Debit Order,FAILED,BANKREF-04482958,
438,1001,,2025-07-15,3586.4,Card,FAILED,BANKREF-30863982,
439,1073,8675,2026-04-01,1379.63,Cash Deposit,SUCCESS,BANKREF-43674609,
440,536,6693,2025-03-25,3792.97,debit order,failed,BANKREF-50978947,
441,1462,4977,2025-06-11,2257.23,Cash Deposit,failed,BANKREF-65348384,NAEDO-753904
442,758,5472,19 May 2025,332.21,debit order,PENDING,BANKREF-18466197,NAEDO-481637
443,1643,2717,2026-03-01,4907.18,Card,success,BANKREF-29306907,
444,1172,537,2025-11-28,2517.53,debit order,failed,BANKREF-93375165,NAEDO-232274
445,899,,2025-12-26,718.66,debit order,SUCCESS,BANKREF-04269817,NAEDO-112607
446,892,193,2025-09-26,1638.11,debit order,FAILED,BANKREF-63986315,
447,1677,7143,2026-06-02,2556.66,Manual EFT,failed,BANKREF-03888305,NAEDO-772150
448,421,4005,2025-10-23,4300.25,Debit Order,failed,BANKREF-04729474,
449,802,4887,2026-02-07,4200.88,Debit Order,PENDING,BANKREF-56257349,NAEDO-878679
450,535,3112,2025-09-08,3600.3,debit order,SUCCESS,BANKREF-52878670,
451,1065,4620,2025-08-07,469.09,Debit Order,FAILED,BANKREF-35692790,NAEDO-221886
452,972,7092,2025-11-29,1436.52,Manual EFT,success,BANKREF-93633224,
453,1169,6886,2026-07-06,3758.19,Card,REVERSED,BANKREF-04544771,NAEDO-622472
454,1603,3344,2026-09-05,3364.52,Card,success,BANKREF-80553058,
455,1591,6997,2026-07-21,713.45,Debit Order,failed,BANKREF-12728073,
456,1172,3125,2025-09-23,247.45,debit order,FAILED,BANKREF-72222734,
457,1136,3591,2025-03-01,1325.77,Manual EFT,SUCCESS,BANKREF-20641657,NAEDO-395765
458,1045,5330,2026-04-09,3206.18,Manual EFT,SUCCESS,BANKREF-06140282,NAEDO-553586
459,1414,8923,2026-06-09,-561.0,Manual EFT,FAILED,BANKREF-59379077,
460,1296,,2025-02-02,2252.55,Cash Deposit,PENDING,BANKREF-75819539,NAEDO-732148
461,1243,,2026-06-11,3872.43,Cash Deposit,SUCCESS,BANKREF-90748823,
462,1601,4011,2025-06-21,3789.91,Card,PENDING,BANKREF-00026575,NAEDO-898107
463,749,4900,2026-06-11,1620.05,Cash Deposit,REVERSED,BANKREF-04439068,
464,1427,6258,2026-07-13,2116.41,Card,PENDING,BANKREF-14795831,NAEDO-366945
465,862,,2025-03-31,895.54,Cash Deposit,REVERSED,BANKREF-56537817,
466,850,6040,05-07-2025,714.12,Debit Order,PENDING,,
467,1086,,2026-07-02,2101.08,debit order,SUCCESS,BANKREF-28121484,NAEDO-456764
468,546,1051,2025-07-11,3287.04,Card,REVERSED,BANKREF-86774473,
469,507,8888,2025-08-26,2580.5,debit order,failed,BANKREF-66073935,NAEDO-623229
470,1600,368,2025-06-30,1725.44,Card,failed,BANKREF-18608768,
471,1780,2622,2025-03-25,3412.87,Card,SUCCESS,BANKREF-57868492,NAEDO-716760
472,629,2657,29 Jun 2026,3387.31,Debit Order,success,BANKREF-91190283,
473,835,644,2025-08-05,3924.39,Manual EFT,FAILED,BANKREF-17411877,
474,280,7978,2026-01-04,1430.51,Card,REVERSED,BANKREF-34667323,
475,91,503,2025-06-05,853.41,Cash Deposit,success,BANKREF-48046434,
476,1346,7309,20251209,1236.81,Manual EFT,failed,BANKREF-36794021,
477,900,,2025-09-02,1067.47,Card,success,BANKREF-62981366,NAEDO-980037
478,1654,520,2026-04-04,2991.35,Card,FAILED,BANKREF-19334790,
479,1238,4688,2026-06-29,2732.52,Manual EFT,SUCCESS,BANKREF-65137830,
480,1672,,2025-05-13,1748.42,Manual EFT,failed,BANKREF-83457591,NAEDO-626940
481,328,3400,2026-02-09,3618.31,Debit Order,FAILED,,NAEDO-849002
482,66,4580,2026-08-15,2916.09,Debit Order,REVERSED,BANKREF-31002708,NAEDO-435517
483,471,,2026-01-04,1793.45,Debit Order,REVERSED,BANKREF-31357055,NAEDO-268542
484,296,7074,2025-04-19,1480.76,debit order,SUCCESS,BANKREF-18738774,NAEDO-256981
485,774,924,2025-02-24,4647.22,Cash Deposit,SUCCESS,BANKREF-55045738,
486,746,17,2026-06-06,4708.68,Debit Order,PENDING,BANKREF-86795198,
487,1058,8960,2025-09-27,2874.1,Cash Deposit,success,BANKREF-41414343,NAEDO-874730
488,1319,5195,2026-06-08,2309.62,Debit Order,SUCCESS,BANKREF-50628562,
489,95,8871,2025-02-28,3161.29,Manual EFT,success,BANKREF-16613341,
490,366,792,2025-04-16,2717.93,Cash Deposit,FAILED,BANKREF-74299690,NAEDO-169561
491,918,7658,2025-02-08,2198.71,Card,PENDING,BANKREF-59085793,
492,228,7331,2025-06-25,696.63,debit order,SUCCESS,BANKREF-16025416,NAEDO-931957
493,1215,8673,2026-01-12,2886.77,Manual EFT,SUCCESS,BANKREF-07133398,
494,97,451,2026-03-01,3084.04,debit order,PENDING,BANKREF-03950366,NAEDO-680432
495,1668,6089,2025-04-07,4041.88,Cash Deposit,SUCCESS,BANKREF-34604910,NAEDO-614075
496,1731,692,2025-04-10,-1481.26,debit order,success,BANKREF-69803337,NAEDO-387633
497,627,1421,2026-05-08,3497.2,Manual EFT,FAILED,BANKREF-65404297,
498,552,8932,2026-03-17,3958.04,Debit Order,PENDING,BANKREF-39940365,NAEDO-620365
499,1173,5110,2026-04-01,3247.23,Debit Order,REVERSED,BANKREF-47598991,
500,1446,7559,2025-05-08,1401.84,Manual EFT,success,BANKREF-67869075,
501,1642,1817,2026-06-11,214.15,Cash Deposit,success,BANKREF-96609521,
502,276,7624,2026-04-21,1301.01,Card,REVERSED,BANKREF-28988437,
503,728,3500,2026-02-05,3799.1,Manual EFT,failed,BANKREF-67228872,NAEDO-847305
504,52,6982,2025-02-26,457.62,Manual EFT,SUCCESS,BANKREF-92238093,
505,1103,4932,2026-09-23,1425.65,Card,PENDING,BANKREF-01359074,NAEDO-725472
506,272,6616,2025-12-13,431.68,Card,FAILED,,NAEDO-663431
507,576,76,12-27-2026,4896.42,Manual EFT,REVERSED,BANKREF-70266898,
508,1231,6023,06/09/2025,4213.17,Cash Deposit,success,,NAEDO-906268
509,484,6470,06-21-2026,4614.09,debit order,FAILED,BANKREF-41105061,
510,206,4244,2026-02-23,1475.41,debit order,REVERSED,BANKREF-09670280,
511,734,209,2026-04-19,3935.77,debit order,failed,BANKREF-69788824,
512,72,2774,2026-05-26,-2400.35,Debit Order,SUCCESS,BANKREF-99822531,
513,1470,5902,2025-07-15,4529.21,debit order,SUCCESS,BANKREF-49903216,
514,1384,5420,2026-02-11,3912.06,Manual EFT,SUCCESS,BANKREF-48710814,
515,558,7826,2025-05-18,2165.22,Card,SUCCESS,BANKREF-00335793,NAEDO-544255
516,926,7261,2025-02-19,3213.68,Manual EFT,SUCCESS,BANKREF-93015913,NAEDO-604302
517,70,862,2026-04-14,4483.51,Card,FAILED,BANKREF-09400776,
518,201,3298,2025-06-29,320.0,Manual EFT,FAILED,BANKREF-52324170,
519,1489,3388,2025-10-27,3300.3,Card,REVERSED,BANKREF-46791863,
520,1056,5706,2025-12-21,405.06,debit order,failed,BANKREF-02320614,NAEDO-845159
521,1321,,2025-11-23,4173.55,Debit Order,PENDING,BANKREF-91114619,NAEDO-313831
522,969,2764,2025-05-22,905.59,Debit Order,success,BANKREF-22740805,NAEDO-520383
523,348,7911,2025-03-23,851.94,Manual EFT,REVERSED,BANKREF-33070868,NAEDO-501532
524,511,7107,2026-01-19,897.8,Manual EFT,REVERSED,BANKREF-29884678,NAEDO-668485
525,1222,3442,2026-03-05,2270.41,Card,FAILED,BANKREF-77592022,NAEDO-611455
526,1020,5486,2026-07-09,941.59,Card,FAILED,BANKREF-97918309,NAEDO-234568
527,854,875,23 May 2025,972.31,Debit Order,REVERSED,BANKREF-18884054,NAEDO-161447
528,1617,1768,2025-08-26,-4322.12,Cash Deposit,success,BANKREF-35532181,NAEDO-499263
529,244,7815,2025-03-06,950.3,Debit Order,failed,BANKREF-43543018,
530,1649,1230,2026-01-26,2262.89,Cash Deposit,failed,BANKREF-84829695,
531,1241,7925,2025-07-01,4467.12,Card,SUCCESS,BANKREF-49182169,
532,998,7945,2025-06-08,1357.89,Card,FAILED,BANKREF-25592143,
533,1789,4920,2025-08-23,3367.8,Debit Order,REVERSED,BANKREF-29990710,
534,1592,4797,2026-11-30,3020.61,debit order,FAILED,BANKREF-05395779,
535,1280,5028,2025-06-02,2801.5,Manual EFT,success,BANKREF-03830495,
536,307,4280,2026-02-24,1085.62,Manual EFT,success,BANKREF-52831369,
537,1171,3198,2025-12-04,1381.86,debit order,FAILED,BANKREF-12304456,NAEDO-268427
538,971,4625,2025-05-16,4009.32,Debit Order,PENDING,BANKREF-77157244,NAEDO-237744
539,597,1152,2025-06-20,4053.62,Cash Deposit,failed,BANKREF-29873890,
540,1769,4204,2025-04-23,3996.71,Cash Deposit,success,BANKREF-52751110,
541,1213,156,2026-01-23,825.03,debit order,PENDING,BANKREF-11595335,
542,564,5859,2025-08-21,660.64,Card,failed,BANKREF-93341788,
543,803,7124,2025-03-01,2653.25,Debit Order,SUCCESS,,
544,162,4841,2026-02-01,2878.42,Cash Deposit,FAILED,BANKREF-48896194,NAEDO-492222
545,1548,4921,2025-09-14,2548.93,Cash Deposit,failed,BANKREF-24120464,
546,45,5525,2026-06-29,779.39,Cash Deposit,failed,BANKREF-56640282,NAEDO-844457
547,823,,2025-07-16,2555.07,Debit Order,failed,BANKREF-74334701,NAEDO-406698
548,1542,4312,07-26-2026,3524.1,Cash Deposit,SUCCESS,BANKREF-13107803,
549,1322,526,2025-06-09,4351.31,Card,REVERSED,BANKREF-03439071,
550,1496,4695,2025-11-10,4765.84,Debit Order,PENDING,BANKREF-16970505,
551,65,1153,2026-02-15,2170.58,Cash Deposit,SUCCESS,BANKREF-52954265,
552,1285,7604,2025-09-25,1963.08,Debit Order,SUCCESS,BANKREF-55140501,NAEDO-589776
553,840,8812,2025-04-16,4788.52,debit order,failed,BANKREF-97878155,
554,264,4108,2026-09-07,2869.27,debit order,PENDING,BANKREF-87763952,
555,660,2971,2026-01-26,874.82,Manual EFT,SUCCESS,BANKREF-29639034,
556,930,3616,2025-11-26,4492.71,Debit Order,FAILED,BANKREF-21085886,NAEDO-624034
557,1681,5730,2026-04-13,2331.77,Manual EFT,FAILED,,
558,956,4171,2026-05-12,3490.83,debit order,failed,,
559,947,5348,05/04/2025,3801.28,Debit Order,PENDING,BANKREF-55954285,NAEDO-806892
560,1363,2570,2025-08-29,3833.0,Debit Order,SUCCESS,,
561,812,7949,2025-10-22,-3610.63,debit order,FAILED,BANKREF-13332008,
562,1393,2505,2025-02-22,4226.22,Card,failed,BANKREF-26637726,
563,1728,4398,2025-06-14,295.43,debit order,REVERSED,,
564,57,7979,2025-12-06,4195.67,Debit Order,REVERSED,BANKREF-19714095,
565,662,3931,2025-11-07,4525.3,Cash Deposit,SUCCESS,BANKREF-93966766,NAEDO-206344
566,1543,929,09-25-2025,2051.07,Cash Deposit,PENDING,BANKREF-85813948,NAEDO-579267
567,1419,1003,2025-04-25,4033.94,Cash Deposit,PENDING,BANKREF-21232893,NAEDO-751368
568,1533,5775,2026-05-12,209.24,Manual EFT,PENDING,BANKREF-42929788,NAEDO-270475
569,1476,1969,2026-01-01,4188.7,Cash Deposit,SUCCESS,BANKREF-94865035,NAEDO-288920
570,628,7490,2025-08-07,2874.2,Manual EFT,failed,BANKREF-81268118,
571,852,6499,2025-06-07,2467.06,debit order,success,,NAEDO-234979
572,1647,654,2025-08-09,953.42,debit order,SUCCESS,BANKREF-88045834,NAEDO-179372
573,1487,8001,2026-01-15,1261.02,Card,REVERSED,BANKREF-20798080,NAEDO-174654
574,829,6394,2026-04-21,548.71,Debit Order,success,BANKREF-52448087,
575,20,3055,2025-03-06,865.76,Cash Deposit,failed,BANKREF-12882942,
576,119,4025,2026-03-27,1154.19,Card,REVERSED,BANKREF-65747932,
577,443,3254,2026-04-24,344.74,Manual EFT,FAILED,BANKREF-36901944,
578,1582,1164,2025-09-03,4600.89,Debit Order,FAILED,BANKREF-45429740,
579,227,8045,2025-03-10,1999.91,debit order,REVERSED,BANKREF-11664470,NAEDO-259135
580,189,3163,06 Oct 2025,397.03,Cash Deposit,PENDING,BANKREF-99382383,NAEDO-101272
581,283,2412,2025-05-19,3090.15,Manual EFT,REVERSED,,NAEDO-474849
582,862,3648,2026-04-16,3763.09,debit order,failed,BANKREF-19492089,NAEDO-503554
583,237,,20250717,1276.2,Cash Deposit,SUCCESS,,
584,476,2008,2025-08-04,309.87,Debit Order,FAILED,BANKREF-65423945,NAEDO-485612
585,588,2678,2026-10-12,2695.5,Card,FAILED,BANKREF-27358042,
586,119,6763,2026-01-12,4081.9,Cash Deposit,failed,BANKREF-71244070,
587,1371,8060,2026-05-17,298.88,Card,failed,,NAEDO-470642
588,1084,5075,2026-03-23,3340.55,Card,success,BANKREF-50752183,
589,926,2438,2025-09-22,3078.99,Debit Order,FAILED,BANKREF-18620750,
590,1006,383,2025-09-02,2494.38,Cash Deposit,failed,BANKREF-78032924,
591,340,7849,2025-05-10,205.42,Cash Deposit,success,BANKREF-48906097,NAEDO-557462
592,13,7247,2025-06-16,3873.14,Debit Order,success,BANKREF-68302541,
593,273,4358,2026-03-04,934.87,Cash Deposit,success,BANKREF-73097163,NAEDO-989597
594,448,928,2026-06-03,756.78,Debit Order,failed,BANKREF-87448887,
595,1593,2734,2025-03-17,2128.28,Cash Deposit,FAILED,BANKREF-53431100,
596,615,,2025-03-07,-1905.5,Manual EFT,PENDING,BANKREF-03310089,
597,1588,7684,2025-08-05,2170.59,Manual EFT,FAILED,,
598,1381,5535,2025-12-14,2698.49,Card,REVERSED,BANKREF-40605595,
599,1072,1911,2026-01-16,3898.05,Card,failed,BANKREF-73889950,
600,237,298,2026-04-26,3405.68,Manual EFT,FAILED,BANKREF-31037112,NAEDO-180256
601,1065,5045,2025-04-07,980.95,Card,REVERSED,BANKREF-74946945,
602,529,2179,2025-06-21,1902.49,debit order,FAILED,BANKREF-13131601,NAEDO-183957
603,500,6369,2025-06-30,4970.44,debit order,PENDING,BANKREF-92665950,
604,300,3354,2025-12-17,3940.98,Cash Deposit,PENDING,BANKREF-55984512,NAEDO-315639
605,1732,8126,2026-04-07,4063.78,Cash Deposit,SUCCESS,BANKREF-46987476,NAEDO-894961
606,1055,2439,2025-04-15,4816.76,Manual EFT,SUCCESS,BANKREF-42908510,
607,1518,2148,2025-05-17,4618.65,Cash Deposit,REVERSED,,NAEDO-485307
608,1588,3762,2026-06-24,2032.01,Debit Order,PENDING,,NAEDO-271325
609,679,1996,20251120,4242.05,Card,success,BANKREF-00800471,
610,1627,8829,2026-02-03,3464.71,Cash Deposit,PENDING,BANKREF-06356477,NAEDO-762023
611,226,5039,2026-07-13,3086.05,Debit Order,failed,BANKREF-60056610,
612,69,3827,2026-05-04,2676.66,Card,success,BANKREF-02167477,
613,1131,5250,2025-10-09,2575.93,Cash Deposit,success,BANKREF-61292459,
614,1362,8610,20250720,1790.48,Manual EFT,success,BANKREF-82725929,
615,538,8632,2025-07-27,2044.53,Manual EFT,REVERSED,BANKREF-24212157,
616,129,984,2025-05-24,3312.18,Cash Deposit,failed,BANKREF-37234413,NAEDO-801825
617,1343,978,11/04/2026,3952.55,Card,SUCCESS,BANKREF-89091662,
618,351,6549,2025-10-30,4478.8,Manual EFT,FAILED,BANKREF-52937530,
619,801,578,2025-03-23,785.64,Cash Deposit,success,BANKREF-51263343,
620,871,5008,2025-11-07,539.74,debit order,success,BANKREF-61452606,
621,254,5449,2026-05-24,2162.47,Debit Order,REVERSED,BANKREF-97699964,
622,1785,7438,2025-05-13,3984.23,debit order,REVERSED,BANKREF-83358338,
623,1753,8658,2026-06-18,3287.29,Manual EFT,REVERSED,BANKREF-91277697,NAEDO-801044
624,643,1649,2025-08-07,723.81,Cash Deposit,REVERSED,BANKREF-21618342,
625,1209,306,2025-05-24,801.31,debit order,REVERSED,BANKREF-34885832,
626,149,2103,2025-03-28,2219.73,Manual EFT,success,BANKREF-26487913,
627,1137,8047,2026-05-19,572.93,Manual EFT,FAILED,BANKREF-10480468,NAEDO-596150
628,915,5087,2026-06-02,3227.24,Debit Order,REVERSED,BANKREF-99433607,
629,1201,5569,2025-05-18,4385.53,debit order,PENDING,BANKREF-16596838,
630,1740,,28 Dec 2025,314.33,Manual EFT,failed,BANKREF-27098173,
