credit_check_id,application_id,bureau_name,credit_score,risk_band,enquiry_result,checked_at,adverse_listings_count,total_open_accounts,total_judgements
1371,2186,Demo Credit Bureau,388,VERY_HIGH,FAIL,2025-02-26 15:02:19,3,11,3
1372,33,,512,VERY_HIGH,PASS,2025-06-15 09:23:30,,3,3
1373,308,Compuscan,357,VERY_HIGH,pass,2026-01-13 15:04:14,3,1,0
1374,308,Experian,558,HIGH,pass,2025-09-12 07:49:16,1,2,3
1375,1730,Compuscan,337,VERY_HIGH,pass,2025-04-07 14:42:10,3,15,0
1376,3029,,,HIGH,FAIL,2025-12-02 07:13:17,0,12,
1377,1024,TransUnion,377,VERY_HIGH,Fail,2026-05-06 08:09:22,5,1,1
1378,1869,,494,HIGH,Fail,2025-08-18 16:50:29,5,,
1379,584,Experian,441,HIGH,PASS,2026-01-15 21:23:45,4,1,2
1380,2391,Demo Credit Bureau,375,VERY_HIGH,REFER,2025-07-12 22:47:57,1,6,1
1381,2860,Demo Credit Bureau,805,Low,ERROR,2025-06-15 12:16:52,5,10,3
1382,2848,TransUnion,433,VERY_HIGH,Fail,2025-10-12 20:48:38,1,,2
1383,27,Compuscan,,low,PASS,2026-03-15 10:00:48,2,,0
1384,104,Compuscan,359,HIGH,ERROR,2025-11-11 21:11:43,,7,0
1385,686,Experian,527,HIGH,FAIL,2025-03-08 13:23:25,,0,0
1386,2064,Demo Credit Bureau,449,VERY_HIGH,Fail,2025-01-11 16:19:01,2,3,2
1387,310,Experian,629,MEDIUM,PASS,2025-12-12 16:38:33,,3,3
1388,97,TransUnion,658,Low,FAIL,2025-08-31 15:03:22,5,3,0
1389,2827,,691,low,ERROR,2025-08-25 20:16:36,0,0,3
1390,3054,TransUnion,485,HIGH,REFER,2025-04-06 08:14:38,,,
1391,1867,Demo Credit Bureau,781,Low,Fail,2026-01-24 11:35:32,0,6,0
1392,2106,TransUnion,431,HIGH,ERROR,2025-01-24 21:48:08,5,,1
1393,2428,Demo Credit Bureau,712,Low,FAIL,2025-03-07 19:54:16,5,4,0
1394,99,,625,MEDIUM,PASS,2025-06-10 07:04:47,,10,2
1395,719,Experian,312,VERY_HIGH,REFER,2025-01-13 14:12:11,3,,2
1396,734,,724,Low,PASS,2025-09-03 17:45:11,1,6,
1397,1339,,555,HIGH,pass,2026-03-14 19:49:25,,4,2
1398,1958,,849,LOW,PASS,2026-06-11 15:01:10,5,6,2
1399,2588,TransUnion,402,VERY_HIGH,REFER,2025-01-07 13:38:01,1,7,3
1400,3062,Compuscan,631,MEDIUM,FAIL,2026-04-08 14:30:18,1,12,1
1401,2730,,520,HIGH,pass,2025-04-25 15:17:30,3,1,3
1402,1540,Compuscan,785,low,ERROR,2025-01-04 22:02:18,1,0,1
1403,2663,,826,LOW,FAIL,2026-01-08 08:28:27,,3,3
1404,2693,Compuscan,420,HIGH,ERROR,2025-10-22 11:08:05,1,5,1
1405,859,Compuscan,310,VERY_HIGH,REFER,2025-01-05 14:59:45,3,8,
1406,425,,424,VERY_HIGH,REFER,2026-06-07 08:46:02,1,,2
1407,2689,Compuscan,611,MEDIUM,REFER,2025-06-04 17:31:38,1,1,1
1408,1783,Compuscan,666,Low,Fail,2026-04-24 18:23:45,0,13,0
1409,653,Demo Credit Bureau,823,LOW,PASS,2025-03-09 19:47:47,5,13,3
1410,2187,TransUnion,463,VERY_HIGH,PASS,2026-04-09 18:49:33,,6,3
1411,1679,Demo Credit Bureau,688,LOW,FAIL,2026-05-15 11:52:13,3,4,3
1412,1354,Compuscan,449,VERY_HIGH,Fail,2025-01-17 18:36:29,2,13,1
1413,532,TransUnion,527,VERY_HIGH,ERROR,2025-05-14 08:01:22,2,9,3
1414,1289,Experian,621,MEDIUM,Fail,2025-06-12 21:05:55,5,,3
1415,382,Compuscan,432,HIGH,FAIL,2026-01-29 20:59:01,,13,1
1416,2792,TransUnion,549,VERY_HIGH,ERROR,2025-04-18 08:19:04,2,13,
1417,1293,Experian,,HIGH,pass,2025-05-21 11:04:55,4,3,1
1418,223,,503,HIGH,REFER,2026-01-22 11:49:14,4,13,
1419,2453,Compuscan,767,LOW,ERROR,2026-05-09 10:25:13,5,6,1
1420,2502,Experian,465,VERY_HIGH,REFER,2025-04-29 21:33:39,1,11,2
1421,1524,TransUnion,842,Low,ERROR,2026-04-03 16:56:50,5,0,3
1422,3129,Compuscan,726,low,PASS,2026-06-16 12:52:16,0,10,0
1423,857,Demo Credit Bureau,644,MEDIUM,FAIL,2025-04-15 17:01:55,1,5,3
1424,3152,Compuscan,483,VERY_HIGH,FAIL,2025-05-05 16:51:41,0,,0
1425,553,TransUnion,770,low,ERROR,2025-05-02 11:37:07,5,,
1426,1366,,634,MEDIUM,pass,2026-01-16 09:31:36,1,11,3
1427,408,Compuscan,439,HIGH,PASS,2025-08-17 11:22:09,4,6,2
1428,1253,Compuscan,728,LOW,REFER,2025-03-23 10:03:54,4,10,1
1429,157,TransUnion,833,low,PASS,2026-02-20 15:57:43,4,,2
1430,334,Experian,514,HIGH,pass,2026-02-11 15:53:14,1,0,
1431,3,Demo Credit Bureau,762,LOW,REFER,2026-01-28 15:46:40,4,4,0
1432,254,Experian,611,MEDIUM,PASS,2025-01-05 21:07:17,,,2
1433,1848,Experian,435,VERY_HIGH,FAIL,2025-02-14 18:36:12,5,3,1
1434,2818,Compuscan,354,VERY_HIGH,PASS,2026-02-01 13:01:56,5,0,0
1435,3085,Experian,,low,ERROR,2025-11-10 08:03:08,2,,1
1436,1784,Demo Credit Bureau,568,HIGH,REFER,2026-01-12 18:10:40,2,11,
1437,270,Demo Credit Bureau,381,HIGH,REFER,2025-07-27 19:47:17,0,1,2
1438,374,TransUnion,531,HIGH,PASS,2026-02-01 09:05:27,5,14,1
1439,2171,TransUnion,322,VERY_HIGH,FAIL,2025-01-11 19:12:36,5,9,
1440,2785,TransUnion,574,HIGH,REFER,2025-05-25 16:10:56,2,15,3
1441,1914,TransUnion,346,VERY_HIGH,pass,2025-05-17 16:48:43,1,5,2
1442,2109,Experian,569,HIGH,ERROR,2025-10-06 20:28:27,4,1,
1443,629,Compuscan,693,low,FAIL,2025-12-02 12:05:14,4,1,0
1444,969,Demo Credit Bureau,412,HIGH,REFER,2025-08-30 19:04:04,0,14,3
1445,2625,Compuscan,630,MEDIUM,FAIL,2025-08-17 20:31:30,4,15,3
1446,734,Compuscan,775,low,PASS,2026-04-10 22:22:47,3,15,3
1447,746,TransUnion,304,HIGH,FAIL,2026-05-08 18:29:39,5,,3
1448,265,Demo Credit Bureau,702,Low,FAIL,2025-10-04 20:56:00,1,,0
1449,2051,,578,HIGH,Fail,2025-10-22 10:31:14,0,2,1
1450,3137,Demo Credit Bureau,644,MEDIUM,pass,2025-04-18 17:57:51,,13,
1451,1652,TransUnion,570,HIGH,ERROR,2025-02-12 22:10:48,,10,3
1452,222,Compuscan,454,VERY_HIGH,Fail,2025-06-29 14:58:03,0,,
1453,1069,Compuscan,,,FAIL,2025-03-05 08:13:23,3,0,0
1454,853,TransUnion,683,low,REFER,2025-05-01 11:08:20,0,7,1
1455,2374,Experian,336,HIGH,Fail,2026-02-20 12:24:13,4,,0
1456,1354,Compuscan,,HIGH,FAIL,2026-04-11 20:14:03,,9,3
1457,462,TransUnion,533,HIGH,FAIL,2026-05-31 17:50:29,3,,3
1458,1510,Compuscan,,HIGH,PASS,2025-05-15 07:03:17,0,6,0
1459,1449,Demo Credit Bureau,,low,FAIL,2026-01-23 10:26:48,,,1
1460,2057,Demo Credit Bureau,303,VERY_HIGH,ERROR,2025-11-05 08:24:04,5,12,3
1461,1501,Experian,433,HIGH,FAIL,2025-04-11 20:53:18,0,14,3
1462,140,TransUnion,775,low,PASS,2025-10-16 07:48:45,4,15,0
1463,2183,,685,low,ERROR,2026-03-22 18:04:30,,2,0
1464,599,Compuscan,,HIGH,PASS,2025-10-27 11:49:57,1,,3
1465,2065,Compuscan,666,Low,FAIL,2026-03-19 22:16:11,1,9,1
1466,2036,,530,HIGH,REFER,2025-01-09 20:50:29,4,8,3
1467,1388,Compuscan,,VERY_HIGH,FAIL,2025-05-01 16:20:44,3,9,0
1468,1114,Experian,,low,Fail,2025-03-18 20:48:31,1,5,0
1469,1793,Demo Credit Bureau,411,HIGH,Fail,2025-04-24 21:43:29,2,5,0
1470,2447,,834,low,Fail,2025-08-28 22:01:50,1,10,
1471,1860,Compuscan,758,Low,FAIL,2026-02-08 15:42:14,2,12,0
1472,47,,317,HIGH,ERROR,2025-12-17 09:59:49,1,8,
1473,3133,Demo Credit Bureau,676,low,PASS,2025-01-04 15:00:08,2,12,2
1474,1031,TransUnion,755,LOW,PASS,2026-02-01 12:28:50,4,11,2
1475,2329,Demo Credit Bureau,444,HIGH,ERROR,2025-06-24 08:32:28,0,13,3
1476,1510,,640,MEDIUM,REFER,2025-01-06 14:15:40,,3,2
1477,2576,Experian,516,HIGH,PASS,2025-08-02 13:58:52,1,3,2
1478,932,Experian,482,HIGH,PASS,2025-04-14 13:55:03,2,8,3
1479,283,Compuscan,405,VERY_HIGH,PASS,2025-09-06 08:23:14,4,11,2
1480,2834,Compuscan,657,Low,Fail,2025-08-08 20:15:43,,,2
1481,706,Demo Credit Bureau,721,LOW,REFER,2025-02-18 07:22:57,1,3,3
1482,836,Demo Credit Bureau,,Low,Fail,2025-10-24 21:30:49,4,1,0
1483,168,,627,MEDIUM,REFER,2025-02-06 13:10:34,3,12,3
1484,2468,Experian,700,Low,FAIL,2025-01-23 20:34:32,3,10,0
1485,2757,Experian,726,Low,pass,2026-05-04 10:26:38,1,12,1
1486,3032,,764,LOW,PASS,2025-09-07 08:56:45,1,4,0
1487,951,,827,Low,Fail,2025-05-08 10:33:48,,4,0
1488,1401,Demo Credit Bureau,469,HIGH,Fail,2026-06-02 20:38:16,3,13,3
1489,1577,,398,HIGH,ERROR,2025-11-01 09:21:10,2,0,0
1490,2433,Experian,663,low,ERROR,2025-05-15 14:34:36,0,11,2
1491,1942,,743,Low,pass,2025-05-13 11:26:50,5,15,1
1492,2874,TransUnion,425,HIGH,ERROR,2026-05-28 15:23:29,1,9,2
1493,323,TransUnion,519,HIGH,Fail,2025-03-28 13:46:09,1,11,0
1494,969,Experian,503,HIGH,PASS,2025-11-26 15:34:36,2,13,1
1495,780,Experian,681,Low,pass,2026-02-25 14:56:45,5,12,3
1496,1901,TransUnion,366,HIGH,Fail,2025-03-04 19:39:36,0,10,2
1497,1574,Demo Credit Bureau,397,VERY_HIGH,REFER,2026-04-17 20:26:08,4,6,3
1498,3137,TransUnion,657,low,PASS,2026-02-12 19:48:56,,6,0
1499,505,,590,MEDIUM,REFER,2025-12-06 14:20:45,2,4,2
1500,1061,TransUnion,805,low,ERROR,2025-03-09 12:33:06,2,2,3
1501,1147,Experian,509,VERY_HIGH,REFER,2025-07-07 13:34:33,1,4,0
1502,33,,628,MEDIUM,ERROR,2026-06-05 19:31:12,3,,3
1503,677,Demo Credit Bureau,413,HIGH,FAIL,2025-12-06 07:32:50,3,9,1
1504,2403,Experian,764,LOW,Fail,2025-05-04 19:47:00,2,10,2
1505,801,Experian,590,MEDIUM,PASS,2025-05-16 16:37:34,5,,
1506,840,Experian,429,VERY_HIGH,FAIL,2025-09-23 14:26:30,2,9,1
1507,759,Compuscan,,,ERROR,2026-05-20 18:42:04,2,13,2
1508,2179,Compuscan,630,MEDIUM,PASS,2026-04-29 14:12:11,1,2,0
1509,3167,TransUnion,573,HIGH,PASS,2025-11-19 15:07:24,5,2,1
1510,678,Compuscan,753,low,PASS,2025-02-19 20:01:49,,14,1
1511,156,Demo Credit Bureau,479,VERY_HIGH,Fail,2026-01-26 20:00:57,4,,3
1512,2552,,595,MEDIUM,Fail,2025-10-04 13:19:44,2,13,3
1513,1806,Experian,434,VERY_HIGH,FAIL,2026-03-14 13:34:58,4,2,1
1514,1185,,331,HIGH,REFER,2025-03-01 17:46:47,4,14,1
1515,1976,Experian,316,VERY_HIGH,FAIL,2025-01-11 16:15:55,4,15,3
1516,2770,Experian,704,LOW,REFER,2025-04-20 19:35:01,1,4,0
1517,1580,Experian,830,LOW,PASS,2025-08-25 14:52:21,4,5,1
1518,229,TransUnion,457,VERY_HIGH,FAIL,2025-11-27 18:44:31,3,0,0
1519,356,,495,VERY_HIGH,FAIL,2025-09-10 13:59:01,,6,0
1520,1923,Demo Credit Bureau,,Low,ERROR,2025-01-02 12:57:19,5,10,0
1521,1961,Experian,526,HIGH,pass,2025-05-22 22:28:39,2,3,2
1522,1360,Experian,640,MEDIUM,PASS,2025-05-06 14:17:46,3,,2
1523,2114,Compuscan,744,LOW,Fail,2026-02-22 16:44:07,,7,2
1524,1183,Compuscan,834,Low,FAIL,2026-03-10 10:53:35,4,6,1
1525,1329,Compuscan,678,LOW,Fail,2025-10-16 12:46:56,0,13,2
1526,1839,Experian,353,VERY_HIGH,PASS,2025-11-03 10:53:24,4,1,2
1527,1784,TransUnion,682,low,PASS,2025-06-01 14:17:13,0,13,2
1528,2330,Demo Credit Bureau,364,HIGH,ERROR,2025-11-06 10:10:13,2,2,3
1529,1208,,575,VERY_HIGH,Fail,2025-11-10 22:50:27,,4,3
1530,2831,,788,LOW,pass,2025-04-07 09:29:33,4,3,
1531,2253,,463,VERY_HIGH,PASS,2025-11-24 10:50:56,0,2,3
1532,2748,,594,MEDIUM,REFER,2026-02-26 08:39:40,0,15,2
1533,2214,,,,pass,2026-04-26 07:36:00,1,11,1
1534,1397,TransUnion,,,Fail,2025-10-02 09:50:53,4,10,1
1535,1461,Compuscan,300,HIGH,ERROR,2025-06-07 22:07:07,,7,1
1536,2447,,475,VERY_HIGH,PASS,2025-02-07 09:07:37,0,2,2
1537,1510,,836,Low,FAIL,2025-10-06 15:35:17,2,1,2
1538,1571,,513,HIGH,Fail,2025-01-23 16:34:01,3,0,0
1539,2341,Compuscan,719,LOW,ERROR,2025-09-21 10:32:41,2,,1
1540,589,TransUnion,569,VERY_HIGH,REFER,2026-02-23 09:53:13,0,4,
1541,2545,,510,VERY_HIGH,FAIL,2026-01-29 21:55:22,0,0,2
1542,118,Demo Credit Bureau,584,MEDIUM,ERROR,2025-08-28 16:16:42,1,8,3
1543,1637,Compuscan,304,VERY_HIGH,PASS,2025-08-08 22:48:15,0,13,0
1544,1396,Experian,797,Low,pass,2026-01-16 19:46:33,2,4,1
1545,975,Experian,733,Low,FAIL,2025-03-20 20:29:03,5,9,2
1546,235,TransUnion,566,VERY_HIGH,pass,2026-04-18 19:31:37,3,10,
1547,2252,Demo Credit Bureau,702,Low,ERROR,2026-03-06 14:07:08,4,5,0
1548,1343,Demo Credit Bureau,517,HIGH,FAIL,2025-07-30 20:38:21,2,4,0
1549,1251,TransUnion,431,HIGH,ERROR,2026-03-04 22:03:36,2,0,0
1550,416,Compuscan,715,Low,REFER,2026-02-17 07:12:07,2,5,3
1551,3117,Compuscan,804,LOW,PASS,2025-01-17 16:51:06,5,0,0
1552,2295,Compuscan,464,VERY_HIGH,Fail,2025-03-12 10:40:28,5,4,
1553,1195,,,,PASS,2026-03-02 09:42:10,5,13,3
1554,1382,TransUnion,705,Low,PASS,2026-01-13 13:47:08,2,10,3
1555,804,Compuscan,690,low,REFER,2026-02-05 20:18:56,4,1,0
1556,143,TransUnion,475,VERY_HIGH,PASS,2026-04-26 18:42:22,5,,1
1557,958,Compuscan,786,LOW,FAIL,2025-09-22 14:55:53,5,7,2
1558,2723,Demo Credit Bureau,810,low,pass,2026-06-08 07:59:50,5,5,1
1559,2698,,307,VERY_HIGH,PASS,2025-04-08 21:37:31,1,3,1
1560,1398,TransUnion,481,HIGH,Fail,2025-03-29 20:27:36,3,0,1
1561,900,,824,low,REFER,2026-04-22 18:55:15,,0,3
1562,371,Compuscan,416,VERY_HIGH,ERROR,2025-08-15 19:32:32,5,4,1
1563,2364,,552,VERY_HIGH,ERROR,2025-12-28 18:10:05,4,2,2
1564,1436,,716,LOW,pass,2026-06-15 10:02:14,3,10,1
1565,700,TransUnion,531,HIGH,pass,2025-04-10 11:16:07,2,2,1
1566,2885,TransUnion,829,LOW,FAIL,2025-12-13 10:16:44,2,14,2
1567,45,,488,VERY_HIGH,PASS,2025-03-13 21:10:01,5,3,0
1568,1919,Experian,709,low,PASS,2025-10-20 15:18:01,0,5,1
1569,225,Compuscan,464,VERY_HIGH,PASS,2026-02-10 13:39:56,4,3,
1570,1353,Compuscan,771,LOW,PASS,2025-01-19 17:44:50,0,4,1
1571,439,Experian,562,VERY_HIGH,FAIL,2025-08-19 20:48:24,0,,0
1572,1693,,787,Low,pass,2025-11-04 11:51:05,5,15,3
1573,2597,,304,VERY_HIGH,Fail,2025-10-31 08:39:00,2,13,0
1574,1565,Experian,322,HIGH,ERROR,2025-02-20 13:14:48,,14,1
1575,1331,,363,HIGH,ERROR,2025-08-04 12:14:34,,9,1
1576,369,Compuscan,369,VERY_HIGH,ERROR,2026-06-02 10:05:50,5,8,
1577,2263,TransUnion,371,HIGH,PASS,2025-06-18 22:13:08,1,4,0
1578,1790,TransUnion,554,HIGH,REFER,2026-04-05 16:28:24,3,2,
1579,3119,Compuscan,722,LOW,pass,2025-03-11 18:01:45,,15,0
1580,2562,TransUnion,782,low,Fail,2026-01-24 12:36:39,1,12,0
1581,2064,Experian,726,LOW,ERROR,2025-01-16 16:48:08,3,4,0
1582,842,,774,LOW,PASS,2025-03-11 16:33:57,5,12,
1583,1903,Experian,393,HIGH,ERROR,2025-11-11 10:53:11,4,,2
1584,972,Experian,472,HIGH,Fail,2025-10-28 07:01:43,3,6,
1585,1423,TransUnion,597,MEDIUM,pass,2026-05-18 18:38:43,1,,
1586,2701,,810,LOW,PASS,2025-09-09 16:51:54,1,13,
1587,2639,TransUnion,429,HIGH,REFER,2025-11-08 09:30:51,1,15,3
1588,321,TransUnion,507,HIGH,FAIL,2025-02-08 15:56:48,1,13,3
1589,1219,TransUnion,470,HIGH,FAIL,2025-07-14 11:42:39,4,5,
1590,855,Experian,307,VERY_HIGH,PASS,2026-01-22 14:28:00,2,0,0
1591,679,Demo Credit Bureau,829,Low,ERROR,2025-02-11 14:02:14,1,9,2
1592,2442,Compuscan,379,VERY_HIGH,REFER,2025-10-20 19:46:29,1,14,0
1593,2663,Demo Credit Bureau,559,HIGH,REFER,2025-09-21 19:05:26,0,7,0
1594,231,,646,MEDIUM,Fail,2025-02-01 07:02:36,4,,2
1595,1109,Demo Credit Bureau,402,VERY_HIGH,FAIL,2025-10-04 12:03:25,2,0,3
1596,755,Experian,668,low,ERROR,2025-05-26 16:47:06,3,12,3
1597,2247,,606,MEDIUM,pass,2025-11-27 22:29:07,4,12,1
1598,2607,Experian,409,VERY_HIGH,REFER,2025-03-29 13:46:44,2,2,1
1599,2866,Demo Credit Bureau,709,Low,ERROR,2025-09-09 09:51:19,2,15,3
1600,1816,Compuscan,679,low,pass,2025-02-27 22:02:02,5,,3
1601,36,Compuscan,671,low,ERROR,2025-09-18 19:44:01,3,7,3
1602,200,,393,HIGH,PASS,2025-01-07 16:53:54,0,1,
1603,2940,Experian,539,VERY_HIGH,FAIL,2026-06-10 18:40:31,5,14,0
1604,975,Compuscan,566,HIGH,ERROR,2025-06-05 08:33:44,4,15,0
1605,2508,Demo Credit Bureau,415,HIGH,Fail,2025-12-23 11:59:50,0,6,
1606,592,Demo Credit Bureau,,LOW,pass,2025-01-02 09:38:56,1,,2
1607,3156,,829,LOW,FAIL,2025-01-24 18:43:15,5,12,2
1608,1794,Compuscan,383,VERY_HIGH,ERROR,2025-05-27 15:55:22,0,,2
1609,2969,Demo Credit Bureau,526,VERY_HIGH,PASS,2026-01-05 22:02:51,3,,1
1610,1631,Compuscan,456,VERY_HIGH,PASS,2025-06-19 10:14:47,3,1,
1611,1211,Experian,685,low,REFER,2025-01-06 19:11:43,2,2,2
1612,762,Compuscan,744,Low,pass,2025-01-07 07:27:58,,9,2
1613,1418,Compuscan,799,LOW,PASS,2025-07-17 14:06:06,1,5,3
1614,2600,Demo Credit Bureau,676,low,PASS,2025-09-03 12:48:56,,3,0
1615,3100,,827,Low,Fail,2025-08-07 15:20:59,4,14,0
1616,2655,TransUnion,633,MEDIUM,REFER,2026-05-08 20:06:38,,11,2
1617,555,,593,MEDIUM,REFER,2025-06-14 21:01:19,0,14,0
1618,322,,,low,REFER,2026-01-06 09:16:38,2,12,3
1619,3077,Experian,695,Low,REFER,2026-04-23 20:03:40,0,8,2
1620,733,Experian,,VERY_HIGH,Fail,2026-01-25 19:37:24,0,6,3
1621,2947,,662,Low,PASS,2025-09-18 20:39:47,3,11,0
1622,1395,Compuscan,578,HIGH,ERROR,2025-04-17 22:20:14,5,8,
1623,1815,TransUnion,481,VERY_HIGH,REFER,2025-05-10 10:30:45,0,8,3
1624,3099,TransUnion,443,HIGH,pass,2026-05-22 13:09:02,,5,2
1625,724,,,,ERROR,2026-04-03 08:22:29,1,4,3
1626,406,Experian,320,VERY_HIGH,REFER,2025-05-14 14:25:02,0,13,3
1627,1352,TransUnion,487,HIGH,Fail,2026-04-11 21:11:18,3,6,0
1628,2023,Demo Credit Bureau,772,low,PASS,2025-06-13 10:53:54,2,6,0
1629,1358,Experian,373,HIGH,FAIL,2025-07-30 15:40:23,0,15,
1630,2568,,496,HIGH,REFER,2025-06-26 16:21:26,0,15,2
1631,3176,TransUnion,375,VERY_HIGH,pass,2025-07-26 09:59:57,4,13,3
1632,481,,531,VERY_HIGH,ERROR,2025-12-28 11:52:56,4,9,0
1633,3139,Demo Credit Bureau,720,LOW,pass,2026-06-15 16:09:36,5,12,0
1634,3144,Demo Credit Bureau,,,REFER,2025-02-09 10:50:35,1,,3
1635,2240,Demo Credit Bureau,830,LOW,Fail,2025-02-21 14:42:50,,15,3
1636,3059,Experian,326,VERY_HIGH,ERROR,2026-01-19 18:52:37,3,3,1
1637,377,TransUnion,489,VERY_HIGH,PASS,2025-12-21 12:58:59,2,11,1
1638,1452,,335,HIGH,FAIL,2025-06-22 13:57:25,0,13,
1639,616,Compuscan,555,VERY_HIGH,REFER,2025-11-23 14:49:49,5,6,3
1640,1308,,451,VERY_HIGH,ERROR,2025-02-08 08:37:11,1,11,3
1641,2585,TransUnion,715,LOW,REFER,2025-04-15 22:38:28,5,,0
1642,3009,,,MEDIUM,Fail,2025-12-01 18:58:50,3,5,0
1643,1471,,,MEDIUM,Fail,2025-09-04 14:45:17,3,14,3
1644,2147,Demo Credit Bureau,427,HIGH,Fail,2026-02-02 20:55:35,5,14,3
1645,1936,,,,Fail,2025-05-19 14:04:18,4,13,0
1646,854,Experian,610,MEDIUM,REFER,2026-01-14 16:36:24,2,7,
1647,1501,,451,VERY_HIGH,pass,2025-09-09 21:18:37,5,13,3
1648,12,Experian,619,MEDIUM,ERROR,2025-11-11 21:17:31,3,13,1
1649,2745,TransUnion,388,HIGH,REFER,2025-11-12 13:55:49,,,2
1650,1756,,461,HIGH,PASS,2025-09-10 19:02:16,1,0,0
1651,1449,Compuscan,830,Low,PASS,2025-07-21 09:38:43,0,9,3
1652,2942,,800,LOW,pass,2026-01-02 21:14:24,5,9,1
1653,3075,Demo Credit Bureau,432,VERY_HIGH,REFER,2026-03-15 20:51:31,1,,2
1654,1325,TransUnion,364,HIGH,REFER,2025-03-13 17:53:12,2,12,0
1655,2224,,552,VERY_HIGH,REFER,2025-03-10 15:27:51,,3,3
1656,3150,Experian,451,HIGH,PASS,2026-01-16 10:27:53,5,3,3
1657,1906,TransUnion,690,Low,REFER,2026-03-09 13:59:41,3,10,3
1658,2025,,741,LOW,PASS,2025-07-08 13:52:22,0,2,3
1659,2754,,642,MEDIUM,REFER,2025-11-24 10:19:15,,6,0
1660,2292,Demo Credit Bureau,343,VERY_HIGH,pass,2026-03-15 19:35:02,0,,1
1661,2373,TransUnion,423,HIGH,PASS,2026-01-30 17:45:16,,6,1
1662,456,Compuscan,548,HIGH,ERROR,2025-06-14 16:19:11,2,13,2
1663,2370,,736,Low,pass,2025-04-09 14:54:32,,2,1
1664,1661,Demo Credit Bureau,447,VERY_HIGH,FAIL,2026-03-14 09:51:11,1,11,3
1665,2376,Experian,400,HIGH,ERROR,2025-03-01 14:38:58,3,12,0
1666,180,Demo Credit Bureau,783,low,FAIL,2026-06-16 14:45:34,5,14,1
1667,1875,TransUnion,540,HIGH,REFER,2026-02-02 14:48:20,,4,
1668,765,Compuscan,,Low,PASS,2025-09-08 11:16:05,,5,1
1669,1934,,654,low,FAIL,2025-11-09 18:33:41,2,4,0
1670,359,TransUnion,679,LOW,pass,2026-01-12 22:05:20,3,2,0
1671,3173,TransUnion,611,MEDIUM,PASS,2026-03-09 12:10:11,3,1,0
1672,970,Experian,804,LOW,REFER,2025-02-07 17:38:49,,13,2
1673,2009,Demo Credit Bureau,604,MEDIUM,Fail,2026-05-23 13:43:31,0,10,3
1674,826,,,,FAIL,2025-02-15 21:39:13,2,10,
1675,2901,TransUnion,699,low,FAIL,2025-01-25 16:55:56,4,,2
1676,410,,757,low,Fail,2026-05-18 17:55:35,4,8,3
1677,2048,Experian,526,VERY_HIGH,REFER,2026-04-26 09:06:25,0,8,3
1678,2073,Experian,435,HIGH,ERROR,2025-09-12 19:59:45,1,0,2
1679,1432,Compuscan,538,VERY_HIGH,pass,2025-05-05 14:42:46,4,,3
1680,177,,767,low,ERROR,2026-05-01 13:04:13,,15,
1681,3038,Experian,585,MEDIUM,ERROR,2025-02-16 14:18:40,1,6,1
1682,2532,TransUnion,323,VERY_HIGH,FAIL,2025-09-19 21:27:51,0,12,
1683,1743,Experian,577,HIGH,Fail,2026-03-09 10:48:21,0,1,0
1684,2732,,726,LOW,REFER,2025-10-29 19:55:27,4,14,2
1685,2975,,,HIGH,ERROR,2025-11-10 13:08:19,5,0,1
1686,699,Compuscan,700,low,REFER,2025-07-12 08:57:48,4,10,2
1687,648,,470,VERY_HIGH,FAIL,2025-11-30 20:50:26,0,5,2
1688,2090,Compuscan,845,LOW,pass,2026-06-08 14:10:38,1,8,0
1689,3127,TransUnion,760,low,pass,2025-01-08 08:59:59,3,10,3
1690,802,Compuscan,394,VERY_HIGH,PASS,2026-05-01 14:24:11,3,,1
1691,510,Experian,382,VERY_HIGH,pass,2025-12-17 07:08:43,0,1,2
1692,1987,,783,low,FAIL,2025-06-11 22:45:33,5,4,
1693,3144,Experian,344,HIGH,REFER,2025-06-05 14:32:19,4,1,1
1694,2886,Compuscan,848,low,FAIL,2025-10-21 14:23:10,1,4,
1695,1373,Experian,328,VERY_HIGH,REFER,2026-06-04 16:33:39,4,12,2
1696,482,Experian,422,HIGH,REFER,2026-04-21 18:58:42,3,1,2
1697,649,Demo Credit Bureau,693,LOW,REFER,2025-07-17 22:08:18,3,,0
1698,2960,Experian,565,VERY_HIGH,FAIL,2025-12-15 22:06:10,4,9,3
1699,3153,Compuscan,775,low,pass,2025-01-23 16:11:27,0,4,
1700,144,,448,VERY_HIGH,PASS,2026-03-12 21:05:04,0,,2
1701,3099,Demo Credit Bureau,585,MEDIUM,Fail,2025-11-05 12:12:56,1,8,2
1702,573,,356,HIGH,ERROR,2025-01-03 17:53:37,0,5,2
1703,2030,Compuscan,747,Low,FAIL,2025-10-14 18:39:05,1,3,1
1704,119,TransUnion,462,HIGH,Fail,2026-03-31 09:48:58,,9,2
1705,902,,626,MEDIUM,pass,2025-12-21 22:04:42,4,8,
1706,2858,Experian,701,Low,FAIL,2025-08-24 10:55:37,1,,3
1707,16,,374,VERY_HIGH,Fail,2026-01-16 22:09:42,,13,2
1708,257,Compuscan,435,VERY_HIGH,Fail,2025-10-22 18:46:59,4,0,2
1709,1255,TransUnion,634,MEDIUM,Fail,2026-04-19 20:38:10,,,
1710,2462,TransUnion,511,VERY_HIGH,PASS,2025-04-11 18:35:14,5,14,
