fee_charge_id,loan_id,fee_type,fee_amount_zar,fee_date,waived_flag
2173,1341,SERVICE FEE,453.13,2025-07-06,0
2174,1693,Collection Fee,170.92,2025-12-12,0
2175,1528,Dishonour Fee,442.67,2026-03-31,0
2176,1550,Collection Fee,-171.29,2025-04-06,0
2177,1657,Collection Fee,325.61,12/04/2025,0
2178,67,Collection Fee,66.97,2025-05-16,1
2179,630,Collection Fee,296.31,2025-12-05,0
2180,1345,SERVICE FEE,61.9,2025-10-03,0
2181,86,Late Payment Fee,36.7,2026-02-18,1
2182,981,Collection Fee,357.77,20250912,1
2183,807,initiation fee,395.08,2025-12-04,1
2184,700,Collection Fee,424.92,2025-12-23,1
2185,631,SERVICE FEE,408.27,2026-01-01,0
2186,1349,Late Payment Fee,241.91,20250926,0
2187,288,Late Payment Fee,125.14,2026-03-04,1
2188,816,Late Payment Fee,491.75,2025-10-21,0
2189,201,Collection Fee,382.76,2025-02-25,0
2190,474,Initiation Fee,249.1,2026-06-09,0
2191,914,Service Fee,-329.33,2026-03-20,0
2192,1424,Collection Fee,37.41,2025-02-20,1
2193,665,Service Fee,124.03,2025-07-08,0
2194,745,Dishonour Fee,112.97,2025-09-11,0
2195,1651,SERVICE FEE,240.8,2025-02-09,0
2196,608,Late Payment Fee,439.14,03-04-2026,0
2197,110,Collection Fee,290.37,2025-05-19,1
2198,604,initiation fee,305.19,2026-04-03,0
2199,704,Late Payment Fee,306.25,2025-02-18,0
2200,1146,Initiation Fee,264.5,2025-07-08,0
2201,268,initiation fee,262.62,2025-03-09,1
2202,102,Collection Fee,192.71,2026-04-06,0
2203,304,Initiation Fee,153.99,2026-02-01,0
2204,1686,Collection Fee,448.39,2025-10-22,0
2205,941,initiation fee,53.51,2025-03-19,0
2206,1780,Dishonour Fee,199.5,08 Sep 2025,1
2207,494,SERVICE FEE,385.16,20250103,1
2208,97,Service Fee,127.36,2026-03-22,0
2209,220,Initiation Fee,118.9,2026-04-17,1
2210,589,Initiation Fee,393.75,2026-02-25,0
2211,619,Collection Fee,83.79,03-31-2026,1
2212,1592,SERVICE FEE,396.06,2025-09-04,0
2213,1043,SERVICE FEE,54.99,2025-07-31,0
2214,1065,Dishonour Fee,305.21,2026-05-09,0
2215,378,Late Payment Fee,391.81,2025-02-06,1
2216,1713,Dishonour Fee,112.64,2025-09-27,0
2217,853,SERVICE FEE,67.23,2026-01-28,0
2218,247,Initiation Fee,181.16,2025-08-02,1
2219,1679,Service Fee,154.93,2026-03-02,0
2220,201,Late Payment Fee,380.96,2026-05-27,0
2221,190,initiation fee,168.91,2026-03-07,0
2222,352,Dishonour Fee,163.9,02-20-2026,0
2223,1554,Dishonour Fee,232.7,2026-06-04,1
2224,1426,Service Fee,354.36,2025-07-01,0
2225,569,Late Payment Fee,387.85,2025-12-11,0
2226,98,Collection Fee,295.75,2025-04-06,0
2227,1283,Late Payment Fee,279.3,2025-09-22,1
2228,1022,initiation fee,306.78,2025-02-20,0
2229,652,Collection Fee,459.43,2025-10-15,0
2230,1232,Late Payment Fee,64.6,2025-06-30,0
2231,197,SERVICE FEE,386.26,2026-06-16,0
2232,412,Late Payment Fee,244.96,2025-05-16,0
2233,935,Collection Fee,395.1,2025-02-02,0
2234,1540,initiation fee,413.59,2025-07-05,1
2235,820,Late Payment Fee,30.03,2026-04-18,0
2236,361,Initiation Fee,99.37,04-05-2026,0
2237,1224,Late Payment Fee,237.2,2026-05-19,0
2238,1347,initiation fee,470.27,2026-01-25,1
2239,1159,Collection Fee,247.53,2025-11-22,0
2240,807,Collection Fee,161.78,2025-03-26,0
2241,1018,Service Fee,173.45,2026-02-02,0
2242,379,SERVICE FEE,453.1,2025-11-11,0
2243,1120,Service Fee,70.86,2025-12-28,0
2244,592,Service Fee,401.72,03-30-2025,0
2245,1253,Collection Fee,223.03,2025-11-16,0
2246,1078,initiation fee,287.36,2026-01-21,0
2247,1672,Collection Fee,85.47,2025-04-09,0
2248,1283,Dishonour Fee,130.12,2026-02-03,1
2249,1140,Collection Fee,81.05,2026-03-17,0
2250,855,Dishonour Fee,-166.6,2025-03-23,0
2251,1772,initiation fee,139.23,2025-12-23,0
2252,60,Service Fee,386.68,2025-04-11,0
2253,1344,Service Fee,53.93,2025-11-19,0
2254,1389,Initiation Fee,189.49,2026-06-14,0
2255,697,Dishonour Fee,336.63,2025-11-20,0
2256,1448,SERVICE FEE,339.92,2025-05-31,0
2257,1358,SERVICE FEE,300.7,2025-10-09,0
2258,1619,Initiation Fee,327.79,2025-09-05,1
2259,964,Service Fee,444.28,2026-05-30,1
2260,724,Dishonour Fee,218.86,2025-04-29,1
2261,387,initiation fee,215.23,2025-02-09,0
2262,177,SERVICE FEE,265.85,2025-09-04,0
2263,337,Initiation Fee,126.03,2025-06-03,0
2264,380,Dishonour Fee,111.05,2025-07-16,0
2265,255,Dishonour Fee,199.4,2025-04-04,0
2266,1704,Dishonour Fee,342.17,2025-12-10,0
2267,253,Initiation Fee,294.33,2025-10-18,0
2268,1411,Late Payment Fee,67.69,2025-06-08,0
2269,1144,Initiation Fee,331.05,2025-12-17,1
2270,1399,Dishonour Fee,64.67,2025-04-17,0
2271,876,initiation fee,169.46,2025-03-15,0
2272,391,Late Payment Fee,387.09,2025-12-13,0
2273,1383,Dishonour Fee,171.38,2025-11-05,0
2274,172,initiation fee,175.8,2025-08-11,0
2275,363,Service Fee,35.27,2025-11-30,0
2276,897,Dishonour Fee,418.28,2026-02-23,0
2277,455,initiation fee,294.75,2026-03-25,1
2278,915,Initiation Fee,196.44,2025-06-18,0
2279,949,Collection Fee,444.6,22 Mar 2025,0
2280,754,initiation fee,57.06,2025-02-26,0
2281,192,SERVICE FEE,464.09,08/01/2025,0
2282,746,Late Payment Fee,222.51,2025-03-05,0
2283,35,initiation fee,150.65,2025-06-11,0
2284,1543,Dishonour Fee,475.4,2025-04-28,0
2285,918,Collection Fee,,10/02/2026,0
2286,763,initiation fee,99.04,2025-08-17,1
2287,870,initiation fee,448.11,10-13-2025,1
2288,1111,SERVICE FEE,277.31,10 Apr 2025,0
2289,1032,Initiation Fee,124.46,2025-02-20,0
2290,977,Dishonour Fee,477.0,2026-03-21,0
2291,1283,Service Fee,434.81,2025-07-19,0
2292,816,Dishonour Fee,74.86,2026-01-14,0
2293,349,Late Payment Fee,499.79,2025-03-04,0
2294,78,initiation fee,,2025-05-21,0
2295,1710,Service Fee,137.34,2026-04-23,0
2296,1202,SERVICE FEE,245.4,2025-06-04,0
2297,1552,Collection Fee,-225.27,2025-10-11,0
2298,84,SERVICE FEE,37.61,2025-10-27,0
2299,1755,Service Fee,433.29,2025-12-04,0
2300,1094,Collection Fee,156.09,2025-12-06,1
2301,329,Collection Fee,258.87,2025-12-27,0
2302,1667,Service Fee,391.58,2025-10-27,1
2303,1059,initiation fee,192.25,2025-12-11,1
2304,1507,initiation fee,214.97,2025-03-03,0
2305,1416,SERVICE FEE,218.2,2025-06-06,0
2306,4,Service Fee,209.64,2026-02-26,0
2307,1183,Late Payment Fee,407.93,2026-06-04,1
2308,315,Dishonour Fee,275.28,2025-07-19,1
2309,347,Dishonour Fee,286.3,20250217,0
2310,1550,SERVICE FEE,251.04,2025-03-13,0
2311,102,Late Payment Fee,333.59,2026-04-18,1
2312,1386,Dishonour Fee,258.84,2025-10-16,1
2313,1689,Collection Fee,30.96,2025-01-07,0
2314,585,Late Payment Fee,214.31,2025-02-11,0
2315,587,Initiation Fee,428.33,2026-04-07,0
2316,649,Initiation Fee,227.18,2026-01-12,0
2317,482,Collection Fee,454.77,2026-05-04,1
2318,62,Late Payment Fee,147.97,2025-11-19,0
2319,1798,initiation fee,479.52,2025-06-16,1
2320,1768,SERVICE FEE,423.77,2025-06-29,0
2321,1346,initiation fee,119.47,2026-02-20,1
2322,621,SERVICE FEE,156.16,2025-08-08,0
2323,889,initiation fee,144.04,2025-11-30,1
2324,1568,Service Fee,324.53,2025-11-27,0
2325,260,Service Fee,498.73,2025-09-15,0
2326,1174,Initiation Fee,126.74,2025-07-24,0
2327,866,Late Payment Fee,77.39,06 Feb 2025,0
2328,1187,Dishonour Fee,279.99,2026-06-08,0
2329,814,Dishonour Fee,93.2,2025-03-12,0
2330,375,SERVICE FEE,210.93,2025-12-05,0
2331,980,Service Fee,112.66,2025-09-09,0
2332,101,initiation fee,29.11,2026-03-11,0
2333,1322,SERVICE FEE,326.47,2025-02-10,1
2334,1104,SERVICE FEE,489.93,2025-09-21,0
2335,856,Late Payment Fee,247.83,2025-02-20,0
2336,996,initiation fee,27.8,2025-08-08,0
2337,1258,Service Fee,134.42,2025-09-16,0
2338,968,initiation fee,,2026-03-22,0
2339,1576,Collection Fee,157.12,2026-02-15,0
2340,582,Service Fee,246.85,2025-06-17,0
2341,1501,Collection Fee,344.05,2025-08-19,0
2342,12,Late Payment Fee,387.36,2025-03-28,1
2343,477,Dishonour Fee,333.12,2025-09-07,0
2344,1105,initiation fee,254.92,2026-05-13,0
2345,286,Initiation Fee,402.35,2025-05-30,0
2346,147,Late Payment Fee,266.09,01 Feb 2026,0
2347,685,Late Payment Fee,229.3,2025-12-19,0
2348,914,Dishonour Fee,280.02,20250920,0
2349,1516,SERVICE FEE,305.49,06/04/2026,1
2350,1757,SERVICE FEE,205.42,2025-09-24,0
2351,1373,Service Fee,257.07,2026-01-01,0
2352,488,Collection Fee,129.13,2025-03-19,0
2353,1745,Service Fee,471.18,2025-08-02,0
2354,507,Dishonour Fee,270.82,2025-05-24,0
2355,1313,initiation fee,385.55,2025-06-23,0
2356,927,Late Payment Fee,471.46,03-07-2025,0
2357,604,Dishonour Fee,422.2,2025-11-19,0
2358,77,Initiation Fee,126.85,2025-02-05,0
2359,1125,SERVICE FEE,223.77,2025-11-10,0
2360,290,Dishonour Fee,199.88,2026-05-04,1
2361,50,initiation fee,219.59,2025-03-01,1
2362,991,Dishonour Fee,416.44,2025-09-15,0
2363,725,initiation fee,472.56,2026-05-22,0
2364,829,initiation fee,274.97,2025-12-17,0
2365,22,SERVICE FEE,46.76,2025-06-22,1
2366,428,SERVICE FEE,50.97,2025-08-05,0
2367,719,Service Fee,51.83,06/12/2025,0
2368,1188,initiation fee,127.02,2026-05-12,0
2369,1000,Late Payment Fee,317.95,2025-03-13,1
2370,1088,initiation fee,373.98,2025-03-11,0
2371,1682,Collection Fee,121.99,2025-02-27,0
2372,923,Collection Fee,293.78,2025-05-29,0
2373,1752,initiation fee,357.5,2025-01-20,0
2374,159,Service Fee,79.9,2026-03-30,1
2375,1792,Collection Fee,495.61,05/09/2025,1
2376,80,Initiation Fee,356.72,2025-11-21,1
2377,1262,Late Payment Fee,128.0,2025-10-05,0
2378,1494,Collection Fee,263.58,2026-06-01,1
2379,568,SERVICE FEE,272.26,2025-05-19,0
2380,1479,Service Fee,-402.23,2025-03-28,0
2381,1163,SERVICE FEE,186.69,2025-10-27,0
2382,721,Service Fee,153.0,2025-12-08,1
2383,518,Collection Fee,491.23,04-27-2026,1
2384,1606,Dishonour Fee,188.08,2026-03-17,1
2385,1587,Collection Fee,138.07,2026-01-23,0
2386,546,SERVICE FEE,364.43,2025-06-26,1
2387,777,Late Payment Fee,218.97,2026-02-01,1
2388,1183,Service Fee,456.67,2026-01-10,0
2389,1702,SERVICE FEE,208.86,2025-09-03,0
2390,96,Service Fee,149.99,2025-09-11,0
2391,1298,Collection Fee,274.88,2025-04-09,0
2392,1153,initiation fee,87.53,2025-12-01,0
2393,58,SERVICE FEE,106.15,2025-06-28,1
2394,1261,Collection Fee,492.34,29 Dec 2025,0
2395,1799,Service Fee,347.3,2025-05-19,0
2396,218,initiation fee,439.19,2025-10-21,0
2397,485,Initiation Fee,,2026-02-25,0
2398,882,Dishonour Fee,264.58,2025-07-22,1
2399,733,initiation fee,182.37,2025-04-25,0
2400,329,Dishonour Fee,146.07,09-01-2025,1
2401,354,Collection Fee,368.75,20250623,0
2402,1087,initiation fee,376.49,2026-01-26,0
2403,1701,SERVICE FEE,331.95,2025-05-28,0
2404,1745,Service Fee,190.7,2025-07-30,0
2405,1048,Service Fee,354.24,2025-01-15,0
2406,1655,initiation fee,292.55,2025-10-08,0
2407,1137,Initiation Fee,-377.14,2025-07-20,0
2408,320,Collection Fee,138.37,2026-02-11,0
2409,1744,Initiation Fee,346.24,2026-06-13,0
2410,1150,Dishonour Fee,118.93,2025-08-16,0
2411,1147,Service Fee,222.4,2026-01-17,0
2412,1215,SERVICE FEE,282.05,2025-03-17,0
2413,1488,Dishonour Fee,108.4,2025-04-22,0
2414,33,Service Fee,392.17,2025-10-06,0
2415,1400,Service Fee,390.11,2026-03-04,0
2416,1191,Initiation Fee,209.36,2025-06-06,0
2417,880,Collection Fee,327.34,2025-10-26,0
2418,709,initiation fee,286.3,2026-06-03,1
2419,1611,Collection Fee,473.78,2026-01-25,0
2420,33,Dishonour Fee,42.62,2025-08-03,0
2421,242,Late Payment Fee,199.65,14/12/2025,0
2422,212,Initiation Fee,103.09,2025-08-24,0
2423,1763,Late Payment Fee,96.77,2025-08-02,0
2424,360,Dishonour Fee,62.57,2026-04-21,0
2425,1149,Collection Fee,99.01,2025-10-20,0
2426,372,initiation fee,437.45,2025-04-10,0
2427,449,initiation fee,238.21,2026-05-26,1
2428,341,Service Fee,203.16,2026-03-03,1
2429,40,SERVICE FEE,81.34,2025-03-29,0
2430,608,Service Fee,452.42,2026-03-31,1
2431,835,Initiation Fee,156.05,2025-05-16,1
2432,1507,Dishonour Fee,98.59,2026-01-08,1
2433,1745,Dishonour Fee,111.62,2025-12-07,1
2434,144,initiation fee,465.39,2025-06-25,1
2435,1361,Collection Fee,49.92,2026-04-21,0
2436,239,SERVICE FEE,153.58,2025-09-09,0
2437,521,Service Fee,331.36,2025-12-22,0
2438,1233,Dishonour Fee,451.11,2025-01-23,0
2439,605,SERVICE FEE,147.28,2026-03-27,0
2440,1344,Dishonour Fee,280.88,2025-11-09,0
2441,16,initiation fee,-73.87,2025-01-22,0
2442,1795,Late Payment Fee,416.81,2025-07-31,1
2443,1098,Initiation Fee,351.31,2026-03-10,1
2444,447,Service Fee,60.2,2025-12-24,1
2445,536,initiation fee,279.1,2026-05-10,0
2446,198,Dishonour Fee,368.64,2025-12-31,0
2447,9,initiation fee,164.89,2025-03-14,1
2448,1360,Late Payment Fee,341.07,2025-03-10,1
2449,428,initiation fee,340.01,2026-04-30,0
2450,1535,Dishonour Fee,371.9,2025-09-15,0
2451,1415,Late Payment Fee,271.42,2026-05-26,0
2452,1632,Late Payment Fee,235.87,2025-08-10,0
2453,953,initiation fee,124.24,2025-08-25,0
2454,1371,Initiation Fee,57.81,2025-03-28,1
2455,523,Collection Fee,231.55,2025-11-23,0
2456,878,Service Fee,370.07,09-22-2025,0
2457,758,Initiation Fee,77.33,19/07/2025,0
2458,339,SERVICE FEE,278.99,2025-08-24,0
2459,134,Service Fee,421.69,2025-07-17,0
2460,1665,Initiation Fee,352.55,2025-11-01,0
2461,1404,Late Payment Fee,187.61,2025-02-04,0
2462,805,Late Payment Fee,429.44,2025-11-20,0
2463,201,Collection Fee,331.89,2025-11-30,0
2464,244,Initiation Fee,220.88,2025-07-09,0
2465,974,Dishonour Fee,418.59,2025-03-29,0
2466,1451,SERVICE FEE,393.98,2026-02-10,0
2467,179,Collection Fee,287.12,2025-06-25,0
2468,1772,Late Payment Fee,41.32,2025-07-22,0
2469,983,Dishonour Fee,64.97,2025-06-06,0
2470,1701,Dishonour Fee,186.17,2026-05-18,0
2471,523,initiation fee,53.12,02-08-2026,0
2472,1076,initiation fee,483.0,03 Mar 2026,0
2473,1454,SERVICE FEE,162.39,2025-06-25,0
2474,154,Service Fee,,2025-06-28,1
2475,1470,Dishonour Fee,273.34,2025-01-05,0
2476,443,Late Payment Fee,193.71,20260416,0
2477,1708,SERVICE FEE,105.3,2025-06-23,1
2478,1141,Service Fee,108.0,2025-03-20,0
2479,238,Dishonour Fee,141.11,2025-03-05,0
2480,40,Initiation Fee,111.07,27 Nov 2025,0
2481,461,SERVICE FEE,471.56,2026-04-04,0
2482,1799,SERVICE FEE,405.32,2025-08-16,1
2483,431,Dishonour Fee,331.58,2026-04-18,0
2484,1659,Initiation Fee,273.83,2026-04-16,0
2485,909,Initiation Fee,323.26,2025-04-09,0
2486,1210,Initiation Fee,116.09,2025-08-25,0
2487,1032,Collection Fee,66.83,20260519,1
2488,141,initiation fee,363.6,2025-08-05,1
2489,1139,Late Payment Fee,116.39,2025-12-13,0
2490,1334,Late Payment Fee,294.58,2025-05-05,0
2491,846,Service Fee,421.43,2025-01-14,0
2492,869,Dishonour Fee,474.21,2026-01-28,0
2493,236,Collection Fee,107.75,2026-03-01,0
2494,443,SERVICE FEE,116.85,2025-01-12,0
2495,503,Service Fee,354.79,2025-05-23,1
2496,897,Initiation Fee,165.26,2025-01-27,0
2497,723,initiation fee,240.72,2026-04-27,1
2498,1126,Collection Fee,74.78,2025-01-06,0
2499,992,Dishonour Fee,37.9,2025-01-18,0
2500,436,Collection Fee,44.85,2025-09-05,0
2501,1231,initiation fee,26.52,2025-01-19,0
2502,810,Dishonour Fee,366.54,2026-05-27,1
2503,815,Collection Fee,191.73,2026-02-12,0
2504,905,Late Payment Fee,380.74,2025-10-25,0
2505,1387,initiation fee,208.18,2025-02-08,1
2506,1137,SERVICE FEE,422.35,2025-11-27,0
2507,1421,initiation fee,362.6,2025-01-10,1
2508,271,SERVICE FEE,89.51,04/02/2025,0
2509,220,Service Fee,248.31,2025-08-26,0
2510,687,Collection Fee,451.35,2026-04-16,0
2511,552,SERVICE FEE,330.59,31/05/2026,0
2512,651,SERVICE FEE,223.57,2026-02-18,0
2513,1322,Initiation Fee,,2025-11-18,0
2514,940,initiation fee,266.43,2026-03-09,0
2515,1002,Collection Fee,103.93,2025-02-04,0
2516,1287,initiation fee,227.55,2025-06-26,1
2517,1534,Dishonour Fee,327.13,2026-04-14,0
2518,1564,Late Payment Fee,70.67,2025-02-16,1
2519,1786,SERVICE FEE,146.06,2025-01-08,1
2520,1003,Late Payment Fee,498.45,2026-04-26,0
2521,1225,Late Payment Fee,455.6,2025-03-08,1
2522,467,Initiation Fee,354.13,2025-06-30,0
2523,726,Dishonour Fee,334.64,2025-11-26,1
2524,2,initiation fee,491.19,2025-11-30,0
2525,435,Initiation Fee,173.42,2025-10-25,0
2526,1022,SERVICE FEE,67.97,2026-01-18,0
2527,1067,Late Payment Fee,291.45,2026-03-31,0
2528,905,Late Payment Fee,416.24,2026-06-02,0
2529,1344,Dishonour Fee,303.09,07/11/2025,0
2530,1318,SERVICE FEE,332.03,2025-11-02,0
2531,293,Dishonour Fee,92.2,2025-12-31,0
2532,1565,Collection Fee,477.69,2026-03-31,1
2533,767,Service Fee,297.67,2025-02-04,0
2534,808,Dishonour Fee,57.38,2025-04-30,0
2535,140,Service Fee,86.1,2026-01-17,1
2536,408,Collection Fee,407.81,2026-01-25,1
2537,963,Late Payment Fee,234.38,2025-04-09,0
2538,263,Collection Fee,191.56,2026-04-17,0
2539,938,Service Fee,72.39,2025-11-22,1
2540,1422,initiation fee,493.77,2025-07-19,0
2541,1056,SERVICE FEE,129.92,2025-12-18,0
2542,1800,initiation fee,312.82,2025-10-07,0
2543,327,Initiation Fee,421.3,2025-12-16,0
2544,653,SERVICE FEE,125.18,2025-12-18,0
2545,222,initiation fee,305.73,2026-05-19,0
2546,1105,Service Fee,50.75,2025-03-14,0
2547,126,Service Fee,337.65,2026-04-13,1
2548,964,Dishonour Fee,261.84,2026-06-15,0
2549,658,Late Payment Fee,153.81,2025-10-12,0
2550,679,Late Payment Fee,265.0,2025-12-01,0
2551,168,Dishonour Fee,428.09,2025-04-05,0
2552,977,Initiation Fee,321.38,2025-01-07,1
2553,424,Late Payment Fee,180.98,2025-06-17,0
2554,1645,Collection Fee,79.49,2025-12-24,0
2555,1475,Initiation Fee,30.57,2025-10-26,1
2556,517,Dishonour Fee,426.69,2026-03-01,0
2557,942,Dishonour Fee,419.19,2025-05-14,0
2558,34,SERVICE FEE,415.95,03/05/2025,0
2559,838,Service Fee,286.02,2025-01-23,0
2560,1594,Collection Fee,396.99,2025-04-04,0
2561,635,Dishonour Fee,51.88,2025-04-19,0
2562,530,Service Fee,483.76,2025-12-01,0
2563,184,initiation fee,239.52,02-03-2025,0
2564,1206,Service Fee,195.13,2026-05-04,1
2565,1114,Dishonour Fee,30.43,2026-03-26,0
2566,64,initiation fee,385.78,2026-05-05,0
2567,693,Late Payment Fee,262.71,20250131,1
2568,207,Initiation Fee,-370.62,2025-08-16,0
2569,1622,Late Payment Fee,-357.1,2025-02-07,0
2570,1750,Initiation Fee,163.79,2025-05-31,0
2571,852,Dishonour Fee,306.7,2025-01-13,0
2572,327,Dishonour Fee,396.57,2025-02-14,0
2573,1136,Service Fee,169.83,2025-12-15,1
2574,1773,SERVICE FEE,48.25,2025-09-14,0
2575,1176,initiation fee,219.16,2026-06-08,0
2576,873,SERVICE FEE,458.72,2025-12-25,0
2577,1584,initiation fee,321.54,2025-09-27,0
2578,1324,SERVICE FEE,406.56,2025-01-30,0
2579,409,Late Payment Fee,47.38,2025-10-31,1
2580,850,Late Payment Fee,197.57,2025-09-04,0
2581,1729,Dishonour Fee,454.43,14/01/2026,0
2582,550,Dishonour Fee,149.32,2025-02-22,0
2583,1459,Late Payment Fee,258.24,2026-05-30,0
2584,566,Dishonour Fee,44.45,2025-08-17,1
2585,542,Dishonour Fee,118.74,2026-05-31,1
2586,620,Initiation Fee,55.22,2026-05-02,1
2587,1285,Service Fee,475.66,2025-12-20,0
2588,1153,Late Payment Fee,123.22,2025-10-23,0
2589,403,SERVICE FEE,182.5,2025-06-12,1
2590,1177,Dishonour Fee,459.82,2025-01-12,0
2591,861,SERVICE FEE,223.21,20 Jun 2025,0
2592,1740,Collection Fee,437.9,2025-09-15,0
2593,1649,Late Payment Fee,443.39,2025-02-02,0
2594,698,Late Payment Fee,463.52,2026-02-12,1
2595,1038,Dishonour Fee,-342.75,2025-06-02,0
2596,1159,Collection Fee,246.51,2025-11-13,0
2597,513,SERVICE FEE,422.63,2026-03-06,0
2598,478,SERVICE FEE,276.56,2025-07-13,0
2599,494,Initiation Fee,382.46,2026-02-26,0
2600,1612,SERVICE FEE,310.97,2025-09-06,0
2601,1080,initiation fee,479.72,2025-10-01,1
2602,1095,Service Fee,308.68,2025-12-23,0
2603,1625,Late Payment Fee,402.7,2025-11-15,0
2604,1175,Collection Fee,47.62,2025-08-29,1
2605,680,initiation fee,284.62,2026-06-15,0
2606,455,SERVICE FEE,370.29,02-06-2025,0
2607,896,Late Payment Fee,100.47,2025-06-08,1
2608,474,Dishonour Fee,287.41,2025-07-10,1
2609,1292,Late Payment Fee,221.11,2026-05-22,0
2610,371,Initiation Fee,142.72,20250720,0
2611,1732,Service Fee,290.71,2025-07-13,0
2612,468,initiation fee,342.84,20260324,0
2613,1190,initiation fee,107.46,09-12-2025,0
2614,1751,SERVICE FEE,306.09,2025-06-22,0
2615,1666,Initiation Fee,225.59,2025-06-02,1
2616,1764,Dishonour Fee,420.0,2026-04-30,0
2617,1198,Late Payment Fee,453.7,2025-01-18,0
2618,957,SERVICE FEE,33.41,2025-05-16,0
2619,266,Late Payment Fee,-347.39,2025-12-09,1
2620,205,SERVICE FEE,125.13,2025-08-07,0
2621,561,Initiation Fee,274.74,2026-03-24,0
2622,467,Dishonour Fee,359.14,2026-01-23,0
2623,177,Service Fee,127.16,2025-11-20,0
2624,1149,Late Payment Fee,260.5,2025-01-30,0
2625,118,Initiation Fee,432.48,08 Apr 2025,1
2626,9,Late Payment Fee,466.89,2026-05-20,1
2627,293,initiation fee,465.46,2025-11-20,0
2628,1262,Late Payment Fee,339.04,2025-02-27,0
2629,271,Collection Fee,98.83,2025-02-06,0
2630,1729,initiation fee,345.02,2025-08-20,0
2631,189,initiation fee,-92.93,2025-02-21,0
2632,1557,SERVICE FEE,192.87,2026-01-29,0
2633,1510,Initiation Fee,-309.57,2025-07-14,0
2634,80,SERVICE FEE,401.03,2025-09-19,1
2635,508,Service Fee,146.29,03/02/2025,0
2636,1390,Service Fee,439.04,2026-05-26,0
2637,1704,Dishonour Fee,209.94,05-26-2025,0
2638,1428,Late Payment Fee,428.36,2025-08-10,0
2639,774,Collection Fee,286.49,2025-04-03,0
2640,576,initiation fee,492.6,19 Nov 2025,1
2641,1626,initiation fee,73.68,2026-05-11,1
2642,1560,SERVICE FEE,262.26,10/12/2025,0
2643,1388,Service Fee,109.17,2025-10-23,0
2644,347,Collection Fee,457.72,2025-01-08,0
2645,1565,Service Fee,42.6,2025-09-12,0
2646,1663,initiation fee,458.44,2025-02-26,0
2647,833,Dishonour Fee,-468.42,2025-05-29,0
2648,1483,SERVICE FEE,459.72,2025-08-18,0
2649,772,Initiation Fee,82.96,2025-01-02,0
2650,878,Service Fee,415.16,2025-07-30,0
2651,1173,Initiation Fee,331.2,2025-10-12,0
2652,965,Collection Fee,343.36,2025-01-01,0
2653,827,SERVICE FEE,306.07,2025-04-10,0
2654,1204,SERVICE FEE,41.37,2026-01-09,0
2655,1689,Collection Fee,396.67,2026-04-15,1
2656,222,Initiation Fee,166.5,2025-10-30,0
2657,1043,Collection Fee,255.42,20250822,0
2658,1584,Dishonour Fee,375.22,2026-04-23,0
2659,823,SERVICE FEE,463.24,20250327,0
2660,535,Initiation Fee,371.02,03-17-2026,0
2661,234,Dishonour Fee,207.23,2025-05-15,0
2662,1362,initiation fee,53.02,2025-06-29,0
2663,363,Service Fee,84.39,2025-07-08,0
2664,633,Service Fee,147.59,01 Apr 2026,1
2665,1518,Late Payment Fee,145.89,2025-06-27,0
2666,1744,Initiation Fee,329.72,2025-09-02,1
2667,95,Late Payment Fee,166.27,2025-10-08,0
2668,1361,initiation fee,154.03,2025-09-21,1
2669,269,Collection Fee,210.42,20250813,0
2670,1012,Collection Fee,139.82,2026-06-11,0
2671,1110,Dishonour Fee,,2025-06-09,0
2672,591,initiation fee,325.91,2025-11-05,1
2673,1476,Collection Fee,457.8,2026-05-26,1
2674,877,Service Fee,396.11,2026-05-19,1
2675,446,Service Fee,405.15,2025-02-08,1
2676,878,Collection Fee,297.13,2025-03-15,0
2677,1632,Late Payment Fee,285.19,2026-03-10,0
2678,713,initiation fee,350.58,2026-05-27,0
2679,1297,Dishonour Fee,216.65,2025-04-17,0
2680,1187,Late Payment Fee,183.16,2026-06-04,0
2681,502,Late Payment Fee,341.82,2026-01-07,0
2682,1549,Late Payment Fee,150.11,05-07-2026,0
2683,1613,Dishonour Fee,478.45,2025-10-24,0
2684,1383,Dishonour Fee,317.82,2025-06-30,0
2685,1247,Dishonour Fee,69.92,2025-04-02,0
2686,15,initiation fee,412.47,2025-05-23,1
2687,1036,Service Fee,100.9,2025-06-26,1
2688,553,Collection Fee,25.28,2025-01-29,0
2689,676,Collection Fee,454.37,2026-05-07,0
2690,1629,Collection Fee,112.01,2025-08-19,0
2691,692,Dishonour Fee,125.17,19/07/2025,0
2692,124,SERVICE FEE,-486.91,12/03/2026,1
2693,327,Dishonour Fee,403.16,18/05/2026,0
2694,160,initiation fee,279.46,2025-07-08,0
2695,240,SERVICE FEE,-242.87,2025-11-20,0
2696,324,Service Fee,235.92,2025-04-27,0
2697,446,initiation fee,273.51,2025-07-07,0
2698,1799,Late Payment Fee,59.07,2025-11-23,1
2699,1252,Late Payment Fee,113.8,2025-12-06,0
2700,147,Initiation Fee,393.29,2025-05-25,1
2701,1361,Dishonour Fee,121.65,2025-05-29,0
2702,152,Dishonour Fee,99.7,2026-03-20,0
2703,1296,Initiation Fee,244.74,01 Jan 2025,0
2704,1619,Collection Fee,93.14,2025-01-04,1
2705,1217,Dishonour Fee,287.23,2025-03-10,0
2706,1036,Late Payment Fee,195.07,10-13-2025,0
