loan_id,application_id,customer_id,contract_number,principal_amount_zar,term_months,disbursed_amount_zar,total_repayable_zar,disbursement_date,loan_status,nca_compliant_flag,interest_rate_pct
1034,3017,198,FAST-20250322-01034,1921.22,4,1918.74,2452.48,2025-03-22,ACTIVE,1,
1035,1017,746,FAST-20250110-01035,,4,4819.62,6158.8,2025-01-10,Active,1,4.2915
1036,1820,1636,FAST-20251212-01036,1429.68,6,1408.18,1728.86,2025-12-12,SETTLED,1,
1037,1647,346,FAST-20260522-01037,14783.64,2,14704.87,18587.21,2026-05-22,CANCELLED,1,4.1712
1038,78,607,FAST-20260124-01038,4777.41,4,4589.44,6009.92,2026-01-24,active,0,3.4718
1039,2257,922,FAST-20250526-01039,4760.65,6,4669.88,5908.08,2025-05-26,active,1,4.1454
1040,1617,1197,FAST-20250827-01040,483.81,2,461.19,577.02,2025-08-27,ARREARS,1,3.0708
1041,1646,738,FAST-20251020-01041,7899.76,2,7887.69,9410.59,2025-10-20,ACTIVE,1,3.5056
1042,640,1826,FAST-20250910-01042,3261.22,5,3248.6,3858.68,2025-09-10,settled,0,4.8008
1043,291,1303,FAST-20250706-01043,-11707.32,5,11234.55,13935.46,2025-07-06,active,0,3.4514
1044,1681,296,FAST-20251207-01044,9759.31,5,9272.41,12069.59,12-07-2025,settled,1,4.7098
1045,735,346,FAST-20251016-01045,11695.01,2,11261.98,14566.85,2025-10-16,WRITTEN_OFF,1,3.0342
1046,2484,825,FAST-20260328-01046,964.81,2,936.39,1204.56,28 Mar 2026,Active,0,3.8378
1047,2071,158,FAST-20260614-01047,,4,4859.6,6239.35,2026-06-14,active,1,4.2653
1048,1221,113,FAST-20250110-01048,11746.2,1,11176.23,14753.25,2025-01-10,CANCELLED,1,3.0074
1049,921,112,FAST-20260303-01049,992.88,6,949.24,1175.94,2026-03-03,active,1,4.9773
1050,1296,1763,FAST-20251003-01050,7902.8,2,7608.45,9788.23,2025-10-03,active,1,4.5142
1051,2776,1342,FAST-20250603-01051,1907.24,2,1813.34,2258.85,2025-06-03,Active,1,3.2578
1052,2553,215,FAST-20250221-01052,1985.22,2,1949.62,2425.34,2025-02-21,settled,1,4.3265
1053,439,536,FAST-20260609-01053,4999.0,3,4838.17,6144.93,2026-06-09,settled,0,4.2122
1054,1516,1788,FAST-20250612-01054,964.23,2,956.83,1212.54,2025-06-12,Active,0,3.8759
1055,1941,1054,FAST-20251231-01055,1955.92,4,1916.47,2472.39,2025-12-31,ACTIVE,0,4.123
1056,2662,785,FAST-20260402-01056,7998.73,6,7723.14,9926.42,2026-04-02,ARREARS,1,4.7943
1057,2220,1307,FAST-20260328-01057,988.23,4,959.34,1180.58,28 Mar 2026,ACTIVE,1,3.8958
1058,18,444,FAST-20250511-01058,484.81,1,473.43,608.77,2025-05-11,CANCELLED,0,4.1135
1059,1888,241,FAST-20260208-01059,1450.64,6,1402.41,1746.8,2026-02-08,ACTIVE,1,3.2907
1060,798,558,FAST-20260209-01060,987.09,4,956.35,1248.21,2026-02-09,settled,1,3.3024
1061,1792,103,FAST-20250503-01061,478.81,6,462.81,599.75,2025-05-03,SETTLED,1,
1062,3098,1059,FAST-20250101-01062,1480.97,5,1466.99,1882.42,2025-01-01,SETTLED,0,3.8212
1063,1549,775,FAST-20260320-01063,3290.54,1,3221.53,4164.5,20/03/2026,ACTIVE,1,4.2824
1064,194,315,FAST-20250723-01064,999.76,6,961.8,1200.45,2025-07-23,settled,1,3.5934
1065,3175,1721,FAST-20260219-01065,1453.5,3,1394.41,1795.21,2026-02-19,active,1,3.6568
1066,599,1484,FAST-20260302-01066,11533.03,6,11419.6,13728.62,2026-03-02,CANCELLED,1,3.6217
1067,893,322,FAST-20250429-01067,485.27,5,484.18,581.91,2025-04-29,CANCELLED,1,3.7213
1068,52,390,FAST-20260220-01068,489.93,5,480.06,627.03,02-20-2026,settled,0,3.0036
1069,311,1650,FAST-20251216-01069,3262.59,2,3137.57,3867.3,2025-12-16,settled,1,3.9553
1070,1210,1093,FAST-20260524-01070,14882.12,5,14815.69,18176.41,2026-05-24,SETTLED,1,3.5759
1071,177,1336,FAST-20260413-01071,7602.57,1,7282.4,9060.55,2026-04-13,ARREARS,1,3.5685
1072,1110,722,FAST-20250413-01072,7998.45,6,7785.5,9522.66,2025-04-13,CANCELLED,1,3.5706
1073,3106,166,FAST-20250924-01073,11568.42,1,11006.0,14098.4,2025-09-24,WRITTEN_OFF,0,3.2241
1074,2407,1830,FAST-20260524-01074,11515.39,3,11323.71,14244.74,20260524,ACTIVE,0,3.2673
1075,2361,1836,FAST-20260501-01075,488.96,1,469.45,584.05,20260501,ARREARS,1,3.7758
1076,1928,1934,FAST-20250630-01076,486.75,1,484.32,577.85,2025-06-30,active,1,3.1653
1077,1253,1983,FAST-20250917-01077,4757.68,6,4611.45,5820.75,17 Sep 2025,Active,1,4.9826
1078,727,1054,FAST-20250821-01078,7980.94,4,7896.15,9485.34,2025-08-21,active,1,4.9762
1079,284,1890,FAST-20260208-01079,4811.87,2,4599.31,6083.39,2026-02-08,SETTLED,0,3.1301
1080,2275,1116,FAST-20250526-01080,1477.89,5,1453.86,1817.51,2025-05-26,ACTIVE,1,3.1872
1081,3103,1889,FAST-20250820-01081,959.24,1,914.5,1152.09,2025-08-20,Active,1,4.8393
1082,1094,1130,FAST-20251215-01082,958.86,1,958.21,1182.54,2025-12-15,CANCELLED,1,
1083,2592,180,FAST-20250426-01083,1495.96,1,1429.23,1781.54,2025-04-26,CANCELLED,1,
1084,229,1749,FAST-20250612-01084,11506.07,2,11057.63,14256.68,2025-06-12,ACTIVE,0,3.1587
1085,1746,1966,FAST-20250617-01085,491.63,2,479.71,623.5,2025-06-17,settled,0,3.4243
1086,1033,1872,FAST-20250725-01086,979.63,4,954.97,1201.08,2025-07-25,ACTIVE,0,4.8723
1087,2647,1052,FAST-20250205-01087,4969.25,4,4965.68,6341.62,2025-02-05,ACTIVE,1,4.8016
1088,2183,1864,FAST-20251211-01088,14277.55,4,14159.6,17412.85,11/12/2025,active,0,3.0718
1089,272,815,FAST-20260405-01089,14391.73,4,14050.52,18108.72,04-05-2026,ACTIVE,1,3.5022
1090,2580,1776,FAST-20250605-01090,11587.32,4,11037.31,14130.53,2025-06-05,ACTIVE,0,3.8124
1091,641,322,FAST-20251208-01091,977.05,6,967.5,1216.22,2025-12-08,active,1,4.9076
1092,1596,1211,FAST-20260504-01092,3224.66,4,3220.49,3865.39,2026-05-04,ARREARS,0,3.8584
1093,660,1541,FAST-20250809-01093,9773.11,3,9469.66,12329.87,2025-08-09,ACTIVE,0,4.0707
1094,627,977,FAST-20250412-01094,14449.67,2,14379.77,17707.85,12/04/2025,CANCELLED,1,3.4288
1095,2841,66,FAST-20260605-01095,984.64,4,951.66,1196.11,2026-06-05,Active,1,3.2695
1096,174,1518,FAST-20250308-01096,1485.2,4,1428.64,1880.3,03-08-2025,WRITTEN_OFF,0,4.5624
1097,2209,1649,FAST-20260118-01097,1967.56,1,1897.97,2417.44,2026-01-18,WRITTEN_OFF,0,4.7675
1098,931,719,FAST-20251020-01098,,1,10908.72,14475.1,2025-10-20,settled,1,3.8823
1099,1875,93,FAST-20250110-01099,14709.73,2,14591.0,18113.48,2025-01-10,CANCELLED,1,4.23
1100,2174,1977,FAST-20250429-01100,11594.71,2,,13689.11,2025-04-29,WRITTEN_OFF,1,3.9912
1101,1827,817,FAST-20250911-01101,9505.83,1,9068.42,11763.34,2025-09-11,Active,1,3.784
1102,2182,443,FAST-20250816-01102,14950.83,4,14926.91,18663.52,2025-08-16,active,1,3.2955
1103,2216,428,FAST-20250331-01103,497.18,2,473.8,601.76,03-31-2025,WRITTEN_OFF,1,4.1276
1104,1341,640,FAST-20250501-01104,992.86,1,970.47,1229.67,2025-05-01,WRITTEN_OFF,1,3.816
1105,2697,1587,FAST-20260615-01105,985.49,3,949.06,1208.4,2026-06-15,settled,1,4.63
1106,216,1343,FAST-20260506-01106,11880.65,5,11342.37,15094.94,2026-05-06,settled,1,3.9542
1107,2834,782,FAST-20260108-01107,476.21,5,464.43,590.6,08 Jan 2026,SETTLED,1,
1108,1209,1717,FAST-20250106-01108,11981.29,1,11407.47,14209.64,2025-01-06,Active,1,4.8349
1109,985,505,FAST-20250502-01109,488.23,2,478.47,602.97,2025-05-02,ARREARS,0,3.5325
1110,2628,19,FAST-20250813-01110,9718.61,6,9559.57,11603.65,20250813,CANCELLED,1,4.7196
1111,1715,727,FAST-20250109-01111,1494.49,6,1448.31,1866.4,2025-01-09,SETTLED,0,3.4962
1112,489,1000,FAST-20260505-01112,968.39,3,956.52,1156.5,2026-05-05,active,1,4.5125
1113,2400,255,FAST-20250717-01113,1456.85,6,,1782.26,2025-07-17,settled,1,3.2515
1114,1743,198,FAST-20260302-01114,9582.36,4,9206.54,11341.29,2026-03-02,active,0,4.4689
1115,1215,614,FAST-20250825-01115,9501.98,3,9410.91,11741.03,2025-08-25,ACTIVE,1,4.8849
1116,2893,1447,FAST-20250621-01116,-3230.09,1,3206.84,3892.18,2025-06-21,ARREARS,1,3.5477
1117,1007,1036,FAST-20250124-01117,3155.14,5,3084.36,3944.21,2025-01-24,settled,1,3.4931
1118,1904,1064,FAST-20250526-01118,9859.57,2,9438.4,12313.36,2025-05-26,settled,1,4.8103
1119,1218,586,FAST-20250719-01119,961.11,4,920.79,1220.54,2025-07-19,ARREARS,1,3.8576
1120,2746,432,FAST-20251020-01120,1470.55,4,1421.73,1770.09,2025-10-20,CANCELLED,1,3.7733
1121,781,253,FAST-20250908-01121,1914.6,4,,2355.27,2025-09-08,CANCELLED,1,
1122,498,1223,FAST-20260324-01122,14594.06,3,14231.5,18319.01,2026-03-24,settled,1,4.4606
1123,159,452,FAST-20251022-01123,-7612.6,1,7420.66,9410.13,2025-10-22,WRITTEN_OFF,1,4.2616
1124,703,6,FAST-20250708-01124,1464.25,3,1412.55,1754.89,2025-07-08,SETTLED,0,4.1398
1125,2656,1926,FAST-20250830-01125,14942.37,2,14902.95,17639.0,2025-08-30,ACTIVE,0,4.0188
1126,1041,1501,FAST-20250206-01126,4985.83,5,4774.21,6084.38,2025-02-06,WRITTEN_OFF,0,3.0182
1127,779,870,FAST-20251009-01127,4853.85,2,4711.4,6113.42,2025-10-09,settled,1,3.3034
1128,2097,1835,FAST-20250223-01128,1948.6,1,1914.92,2452.03,23 Feb 2025,settled,1,3.0264
1129,1423,961,FAST-20260110-01129,7617.01,3,,9395.76,2026-01-10,WRITTEN_OFF,1,
1130,1569,1342,FAST-20250604-01130,976.15,6,960.65,1248.27,2025-06-04,ACTIVE,1,3.0842
1131,1185,1137,FAST-20251216-01131,7654.89,1,7390.14,9215.06,2025-12-16,CANCELLED,1,3.7836
1132,285,337,FAST-20250719-01132,7838.4,4,7514.6,9661.15,19/07/2025,CANCELLED,1,3.1079
1133,1657,1330,FAST-20251005-01133,490.9,4,480.23,626.36,20251005,settled,0,3.1698
1134,2110,1227,FAST-20260516-01134,968.39,5,956.35,1200.28,2026-05-16,active,0,4.4878
1135,2039,427,FAST-20251213-01135,3288.21,5,3173.53,4017.85,2025-12-13,active,1,4.5786
1136,1651,1436,FAST-20250929-01136,1915.83,3,1820.55,2266.34,2025-09-29,ACTIVE,1,4.7029
1137,2378,1322,FAST-20260511-01137,11980.46,2,11709.48,14226.99,2026-05-11,settled,0,4.1481
1138,925,1327,FAST-20250715-01138,14676.89,2,14135.01,18082.93,2025-07-15,settled,1,3.787
1139,2723,400,FAST-20260515-01139,1940.65,2,1844.43,2448.94,2026-05-15,ACTIVE,1,3.7126
1140,3123,175,FAST-20260427-01140,3260.14,6,3181.62,3939.71,2026-04-27,ACTIVE,1,3.2236
1141,980,1399,FAST-20250609-01141,1462.59,2,,1819.62,2025-06-09,SETTLED,0,3.7171
1142,1346,1297,FAST-20251231-01142,1476.6,2,1407.9,1757.39,2025-12-31,ACTIVE,1,4.5313
1143,436,299,FAST-20250209-01143,982.29,5,943.68,1210.73,2025-02-09,SETTLED,0,3.0884
1144,2442,1808,FAST-20250313-01144,-1916.57,4,1846.18,2328.63,2025-03-13,SETTLED,1,4.6397
1145,1901,1565,FAST-20250703-01145,950.02,3,918.54,1127.22,2025-07-03,WRITTEN_OFF,1,4.4209
1146,3053,969,FAST-20250110-01146,7726.34,6,7531.5,9125.34,2025-01-10,Active,1,3.5071
1147,42,1277,FAST-20250107-01147,3198.61,5,3172.2,,2025-01-07,Active,1,4.6119
1148,127,1598,FAST-20250627-01148,14993.42,2,14923.08,18402.41,2025-06-27,CANCELLED,1,3.2451
1149,2054,504,FAST-20251023-01149,7928.01,3,7622.13,9981.46,2025-10-23,active,1,3.4102
1150,2056,1508,FAST-20260506-01150,1480.46,4,1422.55,1793.32,2026-05-06,Active,1,4.4552
1151,780,788,FAST-20250520-01151,4930.29,3,4802.67,6076.69,2025-05-20,WRITTEN_OFF,1,3.608
1152,758,391,FAST-20250308-01152,7808.63,2,7469.26,9324.72,2025-03-08,active,1,4.9027
1153,64,1379,FAST-20260425-01153,3166.44,4,3017.44,3830.89,20260425,Active,1,4.4517
1154,1642,1278,FAST-20251022-01154,14750.3,3,14674.18,17667.06,2025-10-22,ARREARS,0,3.0879
1155,558,333,FAST-20250216-01155,3294.24,4,3268.24,4024.7,2025-02-16,ACTIVE,1,3.3353
1156,3006,1178,FAST-20251003-01156,3169.99,4,3103.28,3948.32,2025-10-03,ACTIVE,0,4.2873
1157,1937,1330,FAST-20250513-01157,11742.29,1,11332.13,14556.14,2025-05-13,settled,1,
1158,2653,394,FAST-20250810-01158,7752.61,4,7543.72,9874.51,10 Aug 2025,active,1,3.5606
1159,1975,1662,FAST-20250117-01159,1912.16,1,1907.64,2403.13,2025-01-17,WRITTEN_OFF,1,3.9013
1160,1557,508,FAST-20260414-01160,14666.46,4,13948.14,17722.44,04-14-2026,WRITTEN_OFF,1,3.7068
1161,2711,1357,FAST-20260102-01161,486.15,2,470.06,585.16,2026-01-02,ARREARS,1,3.4155
1162,1651,796,FAST-20260224-01162,14482.3,3,14162.85,18281.64,2026-02-24,ACTIVE,0,3.1124
1163,2670,1156,FAST-20260114-01163,1438.04,4,1402.59,1750.59,2026-01-14,SETTLED,1,4.712
1164,2626,1809,FAST-20250309-01164,974.57,3,967.62,1226.41,2025-03-09,SETTLED,1,3.3576
1165,1485,1658,FAST-20250912-01165,3152.86,3,3021.13,3897.33,2025-09-12,settled,1,4.3339
1166,128,1090,FAST-20260613-01166,1481.35,3,1480.96,1763.23,2026-06-13,Active,0,3.8733
1167,2406,615,FAST-20251119-01167,1944.35,3,1937.92,2479.68,2025-11-19,Active,1,3.4715
1168,766,1200,FAST-20251027-01168,7735.05,2,7714.47,9592.85,20251027,CANCELLED,1,3.0533
1169,411,1144,FAST-20250425-01169,489.13,3,469.41,599.88,2025-04-25,active,1,4.1859
1170,1551,1711,FAST-20250907-01170,9769.29,2,9324.91,11704.45,2025-09-07,Active,1,3.7346
1171,104,357,FAST-20251018-01171,1992.65,1,1925.55,2372.93,2025-10-18,settled,1,3.2893
1172,2118,357,FAST-20250206-01172,987.55,5,961.45,1250.5,20250206,active,1,3.3183
1173,762,800,FAST-20250430-01173,479.34,2,457.25,574.88,2025-04-30,ARREARS,1,3.0734
1174,1195,539,FAST-20260321-01174,11863.58,5,11293.93,14282.14,2026-03-21,active,1,4.87
1175,841,1075,FAST-20250121-01175,,1,11914.17,14282.25,2025-01-21,ARREARS,1,4.4112
1176,2657,73,FAST-20251115-01176,14289.27,5,14104.66,17030.5,2025-11-15,CANCELLED,1,3.4374
1177,2961,318,FAST-20260320-01177,14255.43,2,13812.66,18220.06,2026-03-20,settled,1,4.3482
1178,515,1449,FAST-20260615-01178,1904.23,5,1876.56,2275.0,2026-06-15,ACTIVE,1,4.0441
1179,2913,1711,FAST-20260418-01179,1445.89,6,1442.28,1741.8,2026-04-18,active,0,3.5677
1180,1279,1876,FAST-20251119-01180,483.56,5,477.83,604.98,2025-11-19,WRITTEN_OFF,0,
1181,2263,595,FAST-20250307-01181,,1,,1161.87,07 Mar 2025,Active,1,3.6105
1182,3167,465,FAST-20260211-01182,1957.66,5,1934.52,2379.02,2026-02-11,WRITTEN_OFF,0,4.064
1183,203,1819,FAST-20250317-01183,14271.23,4,14056.76,17270.89,2025-03-17,Active,0,4.8223
1184,293,1248,FAST-20250624-01184,9742.84,2,9630.64,12182.68,2025-06-24,CANCELLED,1,4.7832
1185,2342,1439,FAST-20251122-01185,11629.97,3,11428.59,14562.03,2025-11-22,active,0,3.0718
1186,2215,523,FAST-20260224-01186,1902.27,3,1864.14,2268.66,2026-02-24,ACTIVE,1,4.804
1187,2224,1259,FAST-20250807-01187,1961.31,6,1950.98,2399.49,2025-08-07,Active,1,3.995
1188,38,1450,FAST-20250604-01188,9690.39,4,9595.88,11785.21,2025-06-04,Active,1,3.7985
1189,2486,280,FAST-20250217-01189,3223.03,5,3161.09,4004.03,2025-02-17,ARREARS,1,3.8061
1190,3021,172,FAST-20260201-01190,3149.49,4,3127.26,3967.63,2026-02-01,CANCELLED,0,3.2672
1191,2024,867,FAST-20251203-01191,492.45,1,490.99,595.0,2025-12-03,SETTLED,1,4.5756
1192,429,435,FAST-20250725-01192,484.6,3,462.03,595.37,2025-07-25,ARREARS,1,3.7936
1193,854,952,FAST-20250709-01193,1453.71,3,1415.01,1850.81,2025-07-09,ARREARS,1,3.9116
1194,256,1146,FAST-20250709-01194,11610.99,3,11233.92,14151.35,2025-07-09,WRITTEN_OFF,1,3.1924
1195,3058,1344,FAST-20260405-01195,1930.66,6,1882.44,2287.6,2026-04-05,Active,1,4.9186
1196,3123,1583,FAST-20250201-01196,9628.52,6,9165.25,11509.57,2025-02-01,SETTLED,0,4.1104
1197,31,1691,FAST-20251102-01197,3284.14,3,3162.68,,2025-11-02,WRITTEN_OFF,1,4.7959
1198,2465,325,FAST-20250609-01198,9652.35,4,9593.93,12278.52,2025-06-09,CANCELLED,1,4.4255
1199,589,104,FAST-20250525-01199,9618.71,4,9226.03,11979.19,2025-05-25,SETTLED,1,3.4005
1200,2087,886,FAST-20260329-01200,1496.68,2,1457.3,1804.49,2026-03-29,active,1,4.9047
1201,1007,1903,FAST-20260418-01201,1498.12,3,1487.15,1839.69,2026-04-18,Active,0,4.0756
1202,1684,906,FAST-20250916-01202,-14821.96,2,14346.1,18477.24,2025-09-16,active,1,3.0152
1203,813,832,FAST-20250316-01203,489.89,1,488.34,581.75,2025-03-16,settled,1,4.0426
1204,816,1976,FAST-20260319-01204,3156.45,5,3145.6,3943.89,2026-03-19,CANCELLED,1,4.8325
1205,3095,479,FAST-20251122-01205,481.56,5,461.67,593.39,2025-11-22,CANCELLED,0,4.9351
1206,1660,1663,FAST-20250403-01206,7992.77,4,7823.3,9828.33,2025-04-03,SETTLED,1,3.7284
1207,2086,989,FAST-20260513-01207,4857.32,1,4689.23,5792.42,2026-05-13,Active,0,3.8557
1208,548,565,FAST-20260205-01208,1490.78,3,1469.59,1769.28,2026-02-05,ACTIVE,1,4.8343
1209,2218,85,FAST-20260410-01209,14256.56,3,13843.8,18091.8,2026-04-10,active,1,4.7228
1210,2975,1736,FAST-20250104-01210,3228.38,2,3217.18,3923.43,2025-01-04,Active,0,3.5227
1211,1610,332,FAST-20250422-01211,4851.19,2,4691.16,6104.11,2025-04-22,active,1,3.0485
1212,2367,108,FAST-20250903-01212,11524.13,4,11013.21,13636.62,2025-09-03,WRITTEN_OFF,0,3.3162
1213,1375,1189,FAST-20250908-01213,14339.23,3,14177.22,17817.14,08 Sep 2025,WRITTEN_OFF,1,4.2333
1214,908,1599,FAST-20250710-01214,1487.56,4,1432.62,1819.63,2025-07-10,active,1,3.8803
1215,2677,1725,FAST-20260228-01215,9730.2,5,9458.86,12258.98,2026-02-28,Active,1,3.441
1216,3041,1449,FAST-20250121-01216,7714.69,5,7585.69,9126.55,2025-01-21,settled,1,4.1026
1217,222,252,FAST-20250212-01217,1938.34,6,1915.44,2375.08,2025-02-12,settled,1,4.9469
1218,185,1891,FAST-20251109-01218,14916.78,6,14401.67,18787.62,2025-11-09,ACTIVE,1,4.5384
1219,337,230,FAST-20250110-01219,7773.24,3,7605.47,9468.84,2025-01-10,SETTLED,0,3.5351
1220,823,109,FAST-20250504-01220,14697.68,5,14138.89,17502.88,2025-05-04,active,1,4.5048
1221,1964,1537,FAST-20250513-01221,3278.6,1,3186.82,4048.41,2025-05-13,settled,1,4.9368
1222,2571,91,FAST-20250521-01222,11462.87,4,11444.54,13557.35,2025-05-21,Active,1,3.382
1223,136,1993,FAST-20251008-01223,4832.23,6,4594.96,5753.74,2025-10-08,SETTLED,1,4.3893
1224,725,838,FAST-20251026-01224,7869.25,6,7710.45,10030.55,2025-10-26,settled,1,4.0245
1225,775,923,FAST-20260131-01225,9557.41,2,9420.43,11796.1,01-31-2026,WRITTEN_OFF,0,4.2066
1226,1231,1860,FAST-20250428-01226,1468.13,5,1464.39,1798.47,2025-04-28,ARREARS,1,3.844
1227,35,1566,FAST-20260424-01227,953.44,2,952.72,1148.71,2026-04-24,active,1,4.8343
1228,1253,1674,FAST-20250128-01228,11608.64,1,11439.43,14396.88,2025-01-28,CANCELLED,1,3.0378
1229,2266,201,FAST-20260125-01229,969.14,1,963.51,1165.36,2026-01-25,Active,0,4.5147
1230,1530,289,FAST-20260101-01230,11512.91,1,11044.82,14621.12,2026-01-01,WRITTEN_OFF,1,4.4453
1231,671,1573,FAST-20250430-01231,1491.26,1,1450.67,1899.4,30 Apr 2025,CANCELLED,1,3.7244
1232,1601,361,FAST-20250912-01232,9609.49,2,9199.6,11410.79,2025-09-12,active,1,3.8073
1233,78,618,FAST-20250106-01233,1492.93,2,1424.42,1857.19,2025-01-06,ARREARS,0,3.5804
1234,87,1144,FAST-20260604-01234,,6,3243.18,3875.09,2026-06-04,WRITTEN_OFF,0,3.8746
1235,1967,1853,FAST-20251127-01235,9622.69,6,9544.34,11935.46,2025-11-27,ACTIVE,1,4.8973
1236,594,411,FAST-20250502-01236,492.73,3,479.84,592.89,2025-05-02,WRITTEN_OFF,1,3.1706
1237,1612,93,FAST-20250820-01237,485.73,6,478.07,617.88,2025-08-20,active,1,4.0419
1238,2435,482,FAST-20260425-01238,9936.41,4,9895.34,12532.89,2026-04-25,active,1,3.1883
1239,2454,295,FAST-20260119-01239,9722.93,3,9344.93,11547.61,2026-01-19,active,1,4.9638
1240,2373,1033,FAST-20260409-01240,14607.82,3,14148.72,17307.68,2026-04-09,SETTLED,1,4.763
1241,905,465,FAST-20260302-01241,3170.52,1,3083.55,3862.88,2026-03-02,ACTIVE,0,3.042
1242,1668,399,FAST-20250121-01242,3230.07,5,3156.35,4039.63,2025-01-21,ACTIVE,1,3.337
1243,2888,1240,FAST-20250307-01243,484.55,6,473.33,615.48,03-07-2025,ARREARS,1,3.5517
1244,1599,1546,FAST-20250516-01244,11769.15,6,11429.37,14213.88,2025-05-16,ACTIVE,1,4.1897
1245,127,93,FAST-20260109-01245,1958.42,6,1878.02,2416.52,2026-01-09,WRITTEN_OFF,0,3.5151
1246,67,273,FAST-20260425-01246,11889.95,2,11617.64,15154.68,2026-04-25,CANCELLED,0,4.1784
1247,2561,1455,FAST-20260115-01247,14719.93,5,14457.63,18143.03,2026-01-15,WRITTEN_OFF,1,3.0581
1248,2021,632,FAST-20250905-01248,9945.9,6,9649.77,12730.23,2025-09-05,settled,1,4.2334
1249,961,488,FAST-20250524-01249,11672.16,3,11594.6,14728.4,2025-05-24,active,0,4.5513
1250,1306,546,FAST-20260227-01250,1484.49,5,1450.83,1827.06,2026-02-27,ARREARS,1,3.8143
1251,2218,1363,FAST-20251031-01251,14862.07,4,14733.02,18833.2,2025-10-31,SETTLED,1,3.0178
1252,2729,1137,FAST-20250924-01252,11877.72,6,11491.29,,2025-09-24,ACTIVE,0,3.921
1253,1840,597,FAST-20250809-01253,-4756.94,5,4696.63,5907.14,2025-08-09,CANCELLED,0,3.2008
1254,3127,233,FAST-20260609-01254,1471.45,6,1441.68,1755.67,2026-06-09,Active,0,
1255,2263,251,FAST-20250111-01255,9858.74,1,9513.08,11799.83,2025-01-11,active,1,3.2203
1256,1441,317,FAST-20250822-01256,14442.89,5,13960.29,17913.94,2025-08-22,active,1,3.4288
1257,2654,559,FAST-20250213-01257,481.49,3,459.1,599.67,2025-02-13,active,1,3.5085
1258,709,1394,FAST-20260204-01258,3269.29,4,3228.19,4074.73,2026-02-04,settled,1,3.8701
1259,1026,770,FAST-20260119-01259,4960.56,2,4910.9,,2026-01-19,SETTLED,1,4.5388
1260,2889,679,FAST-20260114-01260,955.2,4,926.15,1207.32,2026-01-14,WRITTEN_OFF,0,4.13
1261,1669,1107,FAST-20250601-01261,3277.04,3,3118.79,4049.03,2025-06-01,WRITTEN_OFF,1,3.9412
1262,3021,1917,FAST-20260424-01262,7952.66,1,7588.29,9965.56,2026-04-24,active,1,
1263,3077,463,FAST-20250807-01263,7626.46,1,7554.19,9290.64,2025-08-07,ACTIVE,1,
1264,2319,1462,FAST-20260523-01264,7830.43,3,7587.51,9682.88,2026-05-23,settled,1,4.1139
1265,1833,1625,FAST-20250718-01265,1494.21,4,1455.01,1876.89,2025-07-18,WRITTEN_OFF,0,4.4467
1266,1377,1895,FAST-20250422-01266,11673.76,6,11199.77,14656.97,2025-04-22,Active,1,
1267,798,1437,FAST-20250321-01267,9857.16,2,9464.66,11794.72,2025-03-21,CANCELLED,0,
1268,1230,1442,FAST-20251204-01268,11530.36,4,11466.53,14590.38,2025-12-04,SETTLED,1,4.4456
1269,139,1574,FAST-20251216-01269,14961.99,2,14409.4,17660.98,2025-12-16,SETTLED,1,4.3843
1270,891,1210,FAST-20250425-01270,11858.4,6,11570.51,14791.2,2025-04-25,Active,1,3.1239
1271,1593,303,FAST-20251213-01271,11493.35,2,11071.64,13787.0,2025-12-13,ACTIVE,0,4.2121
1272,2341,904,FAST-20260104-01272,11711.5,6,11684.43,14760.34,2026-01-04,WRITTEN_OFF,1,4.8881
1273,1870,161,FAST-20260608-01273,9616.86,6,9364.29,12151.84,2026-06-08,WRITTEN_OFF,1,3.612
1274,1481,1042,FAST-20250119-01274,11998.96,4,11732.59,,2025-01-19,WRITTEN_OFF,0,4.2592
1275,1172,933,FAST-20251105-01275,11426.79,6,11198.56,14331.19,11-05-2025,ACTIVE,1,3.2365
1276,2294,64,FAST-20251210-01276,7923.35,2,7842.13,9531.62,2025-12-10,active,0,3.6778
1277,2762,1421,FAST-20250203-01277,7944.72,4,7875.73,9402.39,2025-02-03,ACTIVE,1,3.3262
1278,964,1698,FAST-20251203-01278,1925.38,5,1848.38,2397.86,03 Dec 2025,WRITTEN_OFF,0,
1279,1799,1112,FAST-20250903-01279,1903.17,5,1839.8,2386.04,2025-09-03,Active,1,4.1725
1280,3003,84,FAST-20251025-01280,7877.97,6,7792.44,9804.04,2025-10-25,settled,1,4.1207
1281,706,1,FAST-20250126-01281,9523.57,4,9152.0,11924.0,2025-01-26,CANCELLED,1,3.0079
1282,1689,1220,FAST-20260530-01282,1924.38,3,1836.39,2323.13,2026-05-30,settled,1,4.2585
1283,2722,469,FAST-20251028-01283,4814.06,6,4573.54,5944.97,2025-10-28,ACTIVE,0,4.2391
1284,128,695,FAST-20260131-01284,492.83,3,,604.07,2026-01-31,CANCELLED,0,3.0502
1285,2392,47,FAST-20250602-01285,-4910.72,3,4751.78,6083.82,2025-06-02,ARREARS,0,4.057
1286,420,744,FAST-20250919-01286,9754.56,3,9458.44,12060.55,2025-09-19,ARREARS,0,4.3383
1287,1695,866,FAST-20250314-01287,14504.88,4,14191.69,17609.81,03-14-2025,WRITTEN_OFF,1,4.1802
