application_id,quote_id,customer_id,application_submitted_at,application_status,sa_id_captured_flag,mobile_captured_flag,online_banking_captured_flag,decline_reason,channel_name,agent_code,processing_minutes
324,2854,1082,2025-04-26 10:24:18,Approved,0,1,1,,unknown,AGT527,141
325,1,1026,2026-01-07 07:38:05,SUBMITTED,1,0,1,,Direct,,21
326,2500,440,2026-03-26 16:17:15,DECLINED,1,0,0,,unknown,,17
327,37,1295,2025-12-13 21:54:34,APPROVED,1,0,1,,,,58
328,3867,1410,2025-09-15 08:07:05,APPROVED,0,1,1,,WhatsApp,AGT584,46
329,1397,1236,2025-04-24 15:36:35,WITHDRAWN,1,0,0,,,,35
330,1146,1172,2025-06-03 12:02:58,APPROVED,0,1,0,,unknown,AGT838,119
331,1223,988,2025-06-20 17:18:34,SUBMITTED,1,1,1,,unknown,,92
332,3959,547,2025-03-22 10:21:52,submitted,1,1,1,,Facebook,AGT215,121
333,2536,523,2025-09-29 17:20:16,submitted,1,1,1,,Facebook,AGT805,83
334,823,1895,2025-07-22 08:29:29,STARTED,1,0,1,,Organic Search,AGT601,35
335,2116,221,2025-01-15 11:54:20,DISBURSED,1,0,1,,Email,,15
336,939,1723,2026-02-09 19:28:22,Approved,1,1,0,,Facebook,,144
337,1690,793,2026-02-19 11:51:45,WITHDRAWN,1,1,1,,Google Sponsored Search,,131
338,742,1911,2026-03-10 17:26:25,Approved,0,1,1,,,,9
339,1015,922,2026-01-20 22:59:19,STARTED,1,0,1,,unknown,,80
340,31,1591,2025-05-25 08:19:01,DISBURSED,1,1,1,,unknown,,134
341,3611,859,2025-01-05 22:58:17,DECLINED,1,1,1,Affordability failed,Google Sponsored Search,AGT342,43
342,3031,1128,2025-05-23 22:45:00,APPROVED,1,0,0,,Direct,,91
343,1448,1341,2026-02-27 09:54:30,STARTED,0,1,1,,Google Sponsored Search,AGT871,20
344,1046,1964,2025-02-02 07:38:35,APPROVED,0,1,1,,,,5
345,435,1950,2025-09-26 10:39:57,WITHDRAWN,1,0,1,,unknown,AGT922,50
346,2683,1167,2025-01-09 22:55:13,Approved,1,1,1,,,,120
347,2526,1093,2025-05-05 17:38:17,STARTED,0,1,0,,Organic Search,,21
348,2976,1624,2025-08-31 09:47:13,WITHDRAWN,1,1,0,,Direct,,18
349,848,1780,2025-07-20 20:26:01,DISBURSED,1,1,0,,unknown,AGT539,95
350,689,1548,2026-02-24 13:02:59,DECLINED,1,1,0,Income verification failed,WhatsApp,,
351,2933,729,2026-01-01 15:40:40,APPROVED,1,1,1,,Email,,
352,944,1885,2025-07-05 22:53:16,WITHDRAWN,1,1,1,,Direct,,143
353,1687,1938,2025-12-20 15:35:41,APPROVED,0,0,0,,unknown,,54
354,2799,622,2026-06-04 13:15:16,Approved,1,1,1,,Email,,146
355,1142,1030,2025-10-17 10:30:56,Approved,1,1,1,,,,155
356,1888,1277,2026-05-02 15:42:30,submitted,1,0,0,,Google Sponsored Search,,
357,1182,808,2026-04-14 22:53:03,submitted,1,1,1,,Facebook,,
358,1688,837,2025-03-17 08:41:20,submitted,0,0,1,,WhatsApp,,164
359,3010,1684,2025-02-24 10:20:36,WITHDRAWN,0,1,1,,,,118
360,3518,530,2026-06-05 17:35:44,DISBURSED,1,1,0,,Email,AGT502,
361,693,1108,2025-05-12 16:18:54,STARTED,1,1,0,,,,95
362,2817,429,2025-06-08 17:02:40,DISBURSED,1,1,1,,Facebook,,178
363,58,1974,2025-05-11 21:14:43,WITHDRAWN,1,0,0,,Google Sponsored Search,AGT950,82
364,3804,655,2025-09-12 07:45:15,APPROVED,1,1,0,,,,12
365,1947,655,2025-07-03 15:54:35,DISBURSED,1,0,1,,unknown,,167
366,1828,1153,2026-01-10 08:24:28,WITHDRAWN,1,1,0,,Google Sponsored Search,,104
367,2041,57,2025-08-27 22:48:13,submitted,0,0,1,,Organic Search,,48
368,800,245,2025-04-06 15:38:08,APPROVED,0,1,1,,Direct,AGT906,100
369,3132,167,2026-05-12 17:05:29,STARTED,1,1,0,,WhatsApp,AGT124,122
370,924,685,2025-03-23 07:03:20,WITHDRAWN,1,1,0,,unknown,AGT134,171
371,1815,1886,2025-07-03 17:44:06,Approved,0,0,0,,Facebook,AGT356,29
372,501,424,2025-02-12 19:31:10,submitted,0,0,1,,,,83
373,1480,1288,2025-06-28 17:07:06,submitted,1,1,1,,,,29
374,264,528,2025-07-16 20:59:57,SUBMITTED,1,1,1,,Email,,
375,1379,1667,2025-07-16 21:08:03,STARTED,1,0,1,,Email,,176
376,921,1668,2025-02-16 16:58:46,DECLINED,0,1,0,Credit score below threshold,Email,AGT810,
377,2754,252,2025-09-27 16:52:15,Approved,1,1,1,,WhatsApp,AGT791,24
378,2393,218,2025-05-07 14:26:31,SUBMITTED,0,1,0,,Organic Search,,167
379,2916,551,2025-11-01 22:14:51,DISBURSED,1,1,1,,WhatsApp,AGT938,
380,80,1513,2026-04-25 17:51:49,DECLINED,1,1,1,Affordability failed,Direct,AGT511,69
381,573,1981,2025-04-11 15:17:09,STARTED,1,0,0,,,AGT117,113
382,1513,1156,2025-09-04 22:42:07,DECLINED,0,1,1,NCA compliance block,Facebook,,
383,3019,444,2025-12-09 17:37:47,STARTED,1,0,1,,Direct,,54
384,1022,1764,2026-04-16 08:05:01,DISBURSED,1,1,0,,WhatsApp,,49
385,3775,1141,2025-01-10 10:59:58,DISBURSED,0,1,0,,Email,AGT510,102
386,2447,443,2025-07-12 07:26:34,DISBURSED,1,1,0,,,,33
387,1056,1028,2025-08-15 15:10:49,APPROVED,1,1,1,,Google Sponsored Search,AGT238,125
388,877,559,2025-12-19 17:08:50,DECLINED,1,1,0,NCA compliance block,Google Sponsored Search,AGT626,58
389,670,1748,2025-08-10 15:40:34,submitted,1,1,1,,Direct,,40
390,1348,1782,2025-08-24 22:44:57,WITHDRAWN,1,0,1,,Organic Search,,43
391,2683,951,2025-05-11 17:11:32,DECLINED,0,0,1,NCA compliance block,Facebook,,88
392,3832,1403,2025-10-29 22:46:39,SUBMITTED,1,1,1,,,,85
393,3853,1430,2025-04-02 18:55:45,submitted,0,0,0,,Facebook,,140
394,2005,1026,2025-12-05 20:13:14,STARTED,1,0,1,,unknown,,161
395,311,1375,2025-04-08 17:57:10,WITHDRAWN,1,1,0,,unknown,,26
396,3982,112,2026-03-15 07:21:50,DISBURSED,1,0,1,,Direct,,108
397,1600,1129,2025-09-05 14:34:14,STARTED,1,1,0,,Google Sponsored Search,,68
398,1620,109,2025-04-08 13:37:20,STARTED,1,1,0,,,,160
399,2581,446,2025-05-17 19:48:39,WITHDRAWN,1,1,1,,unknown,AGT361,39
400,913,889,2026-06-09 11:31:24,SUBMITTED,0,1,1,,Google Sponsored Search,,142
401,3276,1493,2025-08-09 10:32:25,APPROVED,1,0,1,,WhatsApp,,3
402,1681,1650,2025-10-31 19:30:19,APPROVED,1,0,0,,unknown,,168
403,3691,1556,2025-09-19 18:14:42,submitted,1,1,1,,Organic Search,,90
404,2282,1196,2025-06-01 20:37:13,SUBMITTED,1,0,1,,Email,,65
405,1579,1667,2025-12-20 14:49:43,DECLINED,1,1,0,Duplicate application,Google Sponsored Search,AGT534,72
406,2818,53,2026-05-08 10:57:30,APPROVED,1,1,1,,Google Sponsored Search,,66
407,381,571,2026-05-23 11:47:59,WITHDRAWN,1,1,0,,Direct,AGT550,81
408,3373,1988,2026-05-18 20:19:10,DISBURSED,0,0,0,,,,51
409,1932,1832,2025-06-06 15:01:27,Approved,1,0,0,,,,31
410,1384,940,2025-02-21 09:47:20,SUBMITTED,1,1,1,,,,
411,2251,1564,2025-10-21 07:57:30,SUBMITTED,1,0,0,,Facebook,,3
412,1684,368,2025-10-21 16:25:36,Approved,1,1,0,,Direct,,179
413,416,1526,2025-11-19 17:04:33,APPROVED,1,0,1,,unknown,,86
414,3855,505,2025-08-29 20:13:59,DISBURSED,0,1,1,,unknown,,121
415,1555,949,2026-02-23 08:13:15,SUBMITTED,1,0,1,,,AGT816,145
416,3102,1828,2025-03-25 12:42:43,APPROVED,1,1,0,,Direct,,103
417,443,976,2025-03-07 20:49:54,STARTED,0,1,1,,Google Sponsored Search,AGT420,
418,1586,916,2025-10-13 09:38:09,STARTED,1,1,1,,,,44
419,196,1907,2026-04-29 17:18:29,DECLINED,1,1,0,,Facebook,,158
420,2573,443,2025-11-03 10:31:14,SUBMITTED,0,1,1,,,,116
421,2517,759,2025-05-26 11:52:25,Approved,0,1,1,,,AGT137,
422,518,1277,2025-06-02 22:31:26,Approved,1,1,1,,,AGT234,39
423,1602,463,2025-01-19 16:32:12,WITHDRAWN,1,1,0,,Email,AGT295,
424,521,1972,2026-03-05 20:58:55,DISBURSED,1,1,1,,WhatsApp,,8
425,2623,728,2025-09-16 07:04:22,DECLINED,1,0,1,Affordability failed,,AGT959,176
426,3755,1893,2025-03-04 22:27:40,Approved,1,1,1,,,,118
427,2697,781,2025-05-05 10:23:42,DECLINED,1,1,0,Affordability failed,WhatsApp,AGT455,109
428,2979,575,2026-01-20 22:06:59,STARTED,1,1,1,,Email,,151
429,3869,517,2025-02-02 16:35:04,DECLINED,0,1,0,NCA compliance block,,,28
430,1119,1198,2025-11-26 18:01:55,Approved,0,1,0,,,AGT172,19
431,755,472,2025-10-30 08:54:13,Approved,1,0,1,,Organic Search,AGT888,24
432,698,992,2025-02-26 18:01:40,APPROVED,1,0,1,,Google Sponsored Search,,97
433,3480,274,2025-06-29 21:36:25,submitted,0,1,0,,Facebook,,168
434,2597,61,2025-08-02 15:00:10,APPROVED,1,1,1,,WhatsApp,,145
435,1029,1760,2026-02-25 22:22:08,STARTED,1,1,1,,Direct,AGT188,123
436,1917,1189,2025-08-26 17:04:32,WITHDRAWN,1,1,1,,Direct,,176
437,1535,1372,2025-03-31 17:27:52,submitted,0,1,0,,Direct,AGT948,25
438,2670,256,2025-06-18 16:23:43,DECLINED,0,0,0,Adverse credit listing,,,104
439,3081,76,2026-03-20 21:00:38,SUBMITTED,1,0,0,,Facebook,,144
440,3543,394,2025-09-07 17:55:39,WITHDRAWN,1,1,1,,WhatsApp,AGT871,164
441,2817,161,2025-08-05 09:32:51,Approved,1,1,1,,,,147
442,3581,1278,2025-05-31 17:59:18,STARTED,1,1,1,,unknown,,52
443,1490,1373,2025-07-17 14:10:57,DECLINED,1,0,1,Income verification failed,Organic Search,,130
444,2671,836,2025-11-17 14:31:45,WITHDRAWN,0,1,1,,,,110
445,2739,1626,2025-01-12 15:41:44,DISBURSED,1,0,0,,Organic Search,,115
446,3121,674,2026-01-16 21:13:06,SUBMITTED,1,0,0,,unknown,,124
447,2664,1622,2026-03-18 22:06:24,submitted,1,1,1,,WhatsApp,AGT451,
448,2457,669,2025-02-04 12:40:13,DECLINED,0,1,1,Affordability failed,,,11
449,3533,1589,2026-05-25 12:59:04,DISBURSED,1,0,1,,unknown,,96
450,647,1696,2025-10-14 08:54:39,SUBMITTED,1,0,1,,unknown,AGT962,121
451,526,1164,2026-04-19 13:00:09,APPROVED,0,0,1,,WhatsApp,,153
452,2374,850,2025-10-04 20:40:02,submitted,1,1,0,,Facebook,,100
453,1358,225,2026-06-01 08:25:08,DISBURSED,0,0,1,,unknown,,174
454,2503,1080,2026-02-22 08:11:19,submitted,1,0,1,,unknown,AGT486,180
455,3720,1248,2025-01-14 18:02:26,submitted,1,1,0,,,AGT508,76
456,623,329,2025-05-09 21:50:27,DECLINED,1,1,1,Adverse credit listing,Email,,16
457,1499,268,2025-12-10 07:55:35,submitted,1,0,1,,WhatsApp,,143
458,1442,13,2025-04-03 20:27:22,WITHDRAWN,1,1,0,,,,165
459,2386,105,2026-06-11 22:21:09,WITHDRAWN,1,0,1,,Organic Search,,148
460,1264,682,2025-05-17 12:40:43,DISBURSED,1,0,1,,Email,,75
461,2542,900,2026-01-29 12:56:39,DISBURSED,0,1,1,,WhatsApp,,101
462,2661,1351,2026-02-05 12:00:50,DECLINED,1,1,1,Affordability failed,Facebook,,
463,1458,133,2025-07-05 17:27:17,submitted,1,1,0,,,,73
464,2574,691,2025-05-09 18:53:03,DISBURSED,1,1,1,,,AGT322,
465,661,1347,2025-10-12 19:02:48,DISBURSED,1,1,0,,Google Sponsored Search,,39
466,721,287,2025-08-22 08:09:48,DECLINED,1,0,0,Income verification failed,Facebook,,45
467,1763,1048,2025-01-29 17:52:23,submitted,1,1,1,,Direct,,34
468,1255,947,2025-12-14 13:49:21,APPROVED,1,1,1,,,,18
469,1391,237,2025-02-04 17:57:14,APPROVED,1,0,1,,Email,,52
470,3970,313,2026-02-18 17:19:22,Approved,1,0,1,,WhatsApp,,91
471,829,1602,2025-08-10 22:51:29,WITHDRAWN,0,0,1,,Facebook,AGT956,159
472,95,1828,2025-08-07 19:50:15,STARTED,0,0,1,,Google Sponsored Search,AGT241,115
473,493,1291,2025-11-08 17:02:24,SUBMITTED,0,1,1,,,,119
474,65,1792,2025-03-16 15:40:59,STARTED,1,1,1,,,,179
475,1301,1352,2025-06-22 09:31:19,SUBMITTED,1,1,0,,Google Sponsored Search,AGT574,132
476,3272,959,2025-08-23 17:30:24,SUBMITTED,1,1,1,,Google Sponsored Search,,127
477,2701,341,2026-02-17 15:52:47,WITHDRAWN,1,1,0,,Google Sponsored Search,AGT606,29
478,423,1876,2025-06-29 16:40:23,Approved,1,1,1,,Facebook,,87
479,2979,1784,2025-10-21 19:10:48,APPROVED,1,0,0,,,,68
480,3433,1395,2025-12-20 12:48:39,submitted,1,1,0,,,AGT612,179
481,2506,856,2026-06-02 19:59:13,STARTED,1,1,1,,Facebook,,64
482,2218,676,2025-10-23 08:44:33,DECLINED,1,0,0,Duplicate application,Organic Search,,60
483,1696,491,2025-02-03 08:51:42,submitted,1,0,1,,Facebook,,7
484,3406,206,2026-03-18 15:49:06,APPROVED,0,1,0,,Direct,AGT630,
485,3417,1985,2025-04-01 20:37:22,DECLINED,1,0,0,,unknown,,71
486,2548,1705,2026-02-03 21:17:14,STARTED,1,1,1,,,,99
487,2332,1964,2025-10-01 17:41:50,submitted,1,1,1,,Email,AGT617,
488,2631,700,2025-03-18 12:18:39,Approved,1,1,1,,unknown,AGT908,40
489,2804,357,2026-05-14 07:29:43,APPROVED,1,0,1,,unknown,,79
490,1849,866,2025-04-06 18:24:03,DISBURSED,1,1,1,,,AGT112,154
491,3580,380,2025-05-05 07:24:49,submitted,0,0,1,,WhatsApp,AGT153,64
492,3468,296,2025-04-17 11:42:08,WITHDRAWN,1,0,1,,Google Sponsored Search,,57
493,2497,763,2025-01-21 21:15:21,DECLINED,0,1,1,,,,
494,1251,648,2025-05-24 13:27:12,DISBURSED,1,0,1,,Organic Search,AGT433,66
495,628,1152,2026-05-02 12:19:06,submitted,1,1,1,,,,92
496,2316,1768,2025-07-25 16:50:43,WITHDRAWN,0,1,1,,Facebook,,
497,2163,823,2025-07-28 18:50:10,Approved,1,1,0,,Facebook,AGT413,8
498,1104,1903,2026-06-06 13:15:18,Approved,1,1,1,,Email,,163
499,1588,663,2025-03-23 07:01:14,STARTED,1,1,0,,,,121
500,138,1458,2025-01-17 07:12:21,SUBMITTED,1,1,0,,Organic Search,,8
501,3856,1088,2026-04-08 15:46:40,DECLINED,1,0,1,Affordability failed,Direct,,177
502,2203,123,2026-04-30 21:34:58,submitted,1,0,0,,,,141
503,3029,1016,2025-06-05 17:40:14,SUBMITTED,1,1,0,,unknown,AGT281,119
504,1246,1287,2026-01-29 10:04:57,DECLINED,1,1,1,Affordability failed,Facebook,AGT733,152
505,301,1686,2025-12-30 15:18:07,DECLINED,1,1,1,Adverse credit listing,Organic Search,AGT987,19
506,1763,998,2025-11-23 20:00:21,Approved,1,1,1,,Email,,161
507,3737,1774,2025-01-26 11:11:55,SUBMITTED,1,1,1,,Google Sponsored Search,AGT158,167
508,55,980,2025-11-14 07:55:23,STARTED,1,1,1,,Email,AGT410,18
509,1385,1191,2025-02-14 09:27:50,WITHDRAWN,1,1,1,,unknown,,134
510,2933,1635,2026-04-14 20:28:55,WITHDRAWN,1,0,1,,WhatsApp,,159
511,3644,651,2025-02-23 09:05:05,APPROVED,1,1,1,,Google Sponsored Search,,29
512,3352,732,2025-08-18 08:47:08,submitted,1,1,1,,unknown,AGT602,28
513,1306,572,2025-07-15 09:04:10,WITHDRAWN,1,0,1,,WhatsApp,AGT369,114
514,3177,1722,2026-01-18 22:18:35,WITHDRAWN,1,1,0,,Facebook,,173
515,3284,546,2025-02-25 13:07:34,SUBMITTED,1,1,1,,Google Sponsored Search,,82
516,2973,827,2025-05-24 08:34:01,STARTED,1,0,1,,Direct,,74
517,3783,688,2025-06-06 10:16:40,STARTED,1,1,0,,WhatsApp,AGT231,19
518,3607,1633,2026-05-22 13:11:47,DECLINED,1,1,1,Affordability failed,Facebook,,72
519,337,1589,2025-12-11 19:04:04,DISBURSED,1,0,1,,Organic Search,AGT230,30
520,1566,453,2025-09-18 19:22:38,DECLINED,0,1,1,Income verification failed,WhatsApp,AGT576,133
521,3580,385,2025-11-28 21:59:06,DISBURSED,1,1,1,,WhatsApp,,36
522,1716,1353,2025-04-01 08:12:45,WITHDRAWN,0,1,0,,Facebook,AGT486,104
523,3066,813,2026-03-11 09:38:01,Approved,1,1,0,,WhatsApp,AGT769,
524,1775,524,2026-04-19 09:10:21,APPROVED,0,0,0,,Google Sponsored Search,,27
525,947,1234,2025-05-11 08:37:12,APPROVED,1,0,1,,Facebook,AGT560,115
526,1484,1323,2026-05-12 21:51:13,SUBMITTED,1,0,1,,unknown,,75
527,2973,1723,2025-06-26 18:28:47,submitted,1,0,0,,,,83
528,779,1185,2025-10-27 08:30:28,DECLINED,1,1,1,Duplicate application,Organic Search,,3
529,1690,104,2026-03-27 13:15:54,DISBURSED,1,1,0,,,AGT475,140
530,3466,466,2026-03-01 08:11:39,APPROVED,0,0,1,,WhatsApp,,1
531,359,244,2025-10-16 16:07:39,DECLINED,0,1,0,Income verification failed,,AGT615,54
532,3042,912,2025-08-01 12:21:01,Approved,1,1,1,,WhatsApp,,14
533,1438,1111,2025-07-13 22:39:58,WITHDRAWN,1,0,1,,,AGT507,148
534,3617,1403,2025-01-19 15:39:31,WITHDRAWN,1,1,1,,Direct,,147
535,16,1681,2025-11-03 16:07:29,STARTED,1,1,1,,Organic Search,AGT157,31
536,2104,1967,2025-10-12 14:11:32,SUBMITTED,1,1,1,,Organic Search,,171
537,1980,599,2025-03-03 12:08:25,DISBURSED,0,1,1,,WhatsApp,AGT596,
538,2432,170,2025-06-29 17:57:19,STARTED,1,1,1,,Google Sponsored Search,AGT662,
539,1118,1316,2025-09-02 10:17:06,APPROVED,1,1,1,,Facebook,AGT861,10
540,980,169,2025-01-14 10:50:12,WITHDRAWN,0,1,0,,unknown,,174
541,2935,198,2025-03-10 12:37:26,APPROVED,1,1,1,,Facebook,,81
542,1127,1890,2025-07-01 16:21:21,SUBMITTED,0,1,1,,Email,,46
543,563,954,2025-07-23 18:54:23,SUBMITTED,1,1,0,,Google Sponsored Search,,
544,3476,115,2025-07-02 09:20:56,WITHDRAWN,0,1,1,,Organic Search,,156
545,3991,1789,2025-03-13 07:10:37,submitted,0,0,1,,Email,AGT348,18
546,1788,1754,2025-03-04 09:31:28,SUBMITTED,1,1,0,,Facebook,,12
547,3869,142,2025-05-19 22:40:36,SUBMITTED,0,0,1,,,AGT739,73
548,2051,9,2025-09-25 21:38:00,DECLINED,1,1,0,,,,144
549,1422,1156,2025-01-20 19:01:46,WITHDRAWN,0,1,0,,Email,AGT333,171
550,753,1774,2025-10-19 20:20:56,SUBMITTED,1,1,0,,Organic Search,,64
551,2312,1152,2025-02-28 08:46:27,APPROVED,1,0,1,,Facebook,,24
552,956,663,2026-01-10 09:24:28,APPROVED,1,1,0,,WhatsApp,,95
553,3279,106,2025-07-11 21:07:39,APPROVED,1,1,1,,Organic Search,,13
554,1888,1196,2026-05-23 19:52:10,DECLINED,1,0,1,,,AGT493,59
555,2841,1261,2025-10-23 15:22:15,Approved,0,1,1,,,AGT742,42
556,3932,489,2025-09-25 22:05:01,APPROVED,0,1,0,,Google Sponsored Search,AGT516,107
557,2218,740,2025-10-02 10:04:46,submitted,1,0,0,,Facebook,,83
558,633,930,2025-08-20 09:30:49,WITHDRAWN,1,1,0,,Google Sponsored Search,AGT161,19
559,3791,1561,2025-08-17 09:55:11,DECLINED,1,1,0,Income verification failed,Google Sponsored Search,,
560,3455,683,2025-11-17 14:22:07,APPROVED,1,1,1,,Organic Search,,23
561,3964,343,2026-05-30 17:12:59,STARTED,1,1,1,,unknown,AGT480,83
562,1882,1204,2025-02-10 15:04:12,submitted,1,0,1,,,,37
563,3356,1156,2026-02-08 18:30:19,SUBMITTED,1,0,1,,WhatsApp,,153
564,1219,624,2025-07-13 19:03:28,Approved,1,0,1,,,,96
565,1273,123,2025-07-10 17:30:07,submitted,1,1,1,,Google Sponsored Search,,136
566,3228,904,2026-03-15 17:36:40,WITHDRAWN,0,1,1,,,AGT423,94
567,2168,421,2025-02-06 12:15:20,submitted,1,1,0,,Email,,28
568,296,1709,2025-05-27 13:27:31,Approved,1,1,1,,Google Sponsored Search,,22
569,1279,1018,2025-01-21 12:32:59,SUBMITTED,1,1,1,,,AGT336,132
570,353,1450,2026-04-24 11:35:58,APPROVED,1,1,0,,unknown,AGT483,145
571,345,1531,2025-04-26 07:13:36,WITHDRAWN,1,0,0,,Direct,,83
572,931,1434,2026-02-25 21:01:40,DISBURSED,1,1,1,,,,
573,2300,989,2025-02-18 09:15:29,DISBURSED,0,0,1,,Direct,,128
574,7,1280,2025-10-12 09:37:37,WITHDRAWN,1,1,1,,Direct,,129
575,441,1856,2025-12-06 19:04:55,APPROVED,1,1,1,,Organic Search,,178
576,2988,423,2025-01-14 21:16:07,submitted,0,0,0,,,,105
577,3254,952,2026-05-16 13:55:26,DECLINED,0,1,1,NCA compliance block,WhatsApp,,132
578,2153,425,2026-04-21 17:46:34,DISBURSED,0,1,1,,Organic Search,,69
579,1863,746,2025-02-18 14:19:07,submitted,1,1,1,,unknown,,55
580,1835,1930,2025-02-22 07:03:47,STARTED,1,1,1,,,,41
581,1435,1507,2025-05-16 20:18:46,WITHDRAWN,0,1,1,,Facebook,,122
582,3916,1808,2026-02-25 10:50:06,WITHDRAWN,1,1,0,,,,
583,2156,184,2025-03-20 13:20:15,Approved,1,1,0,,Email,,135
584,1214,467,2025-11-22 11:20:15,WITHDRAWN,1,1,1,,,,130
585,2867,781,2025-06-20 10:00:25,SUBMITTED,1,1,1,,,,139
586,3647,445,2026-05-12 22:55:47,submitted,1,1,1,,,AGT107,34
587,2131,272,2025-07-05 20:04:00,Approved,1,1,1,,Facebook,AGT814,130
588,3301,836,2025-12-26 12:39:15,APPROVED,1,0,1,,Direct,,59
589,2977,1774,2025-02-06 16:57:16,WITHDRAWN,1,1,0,,Email,,125
590,236,1232,2025-10-19 22:42:23,submitted,1,1,1,,WhatsApp,AGT192,22
591,3835,1800,2026-04-03 16:48:02,APPROVED,0,1,0,,WhatsApp,,8
592,3359,948,2025-02-19 22:14:19,DISBURSED,1,1,1,,Google Sponsored Search,,132
593,1281,412,2025-08-02 21:57:08,APPROVED,1,1,0,,,,64
594,2550,636,2025-07-13 08:44:31,Approved,0,0,0,,Email,,
595,321,1248,2025-08-16 09:19:24,submitted,0,1,1,,WhatsApp,AGT580,157
596,186,451,2025-03-10 20:02:15,Approved,1,1,1,,WhatsApp,,89
597,2698,494,2025-07-04 22:58:44,STARTED,1,1,1,,,,
598,848,40,2026-01-16 16:43:02,submitted,1,1,1,,Facebook,,144
599,1130,1101,2026-03-24 19:15:09,SUBMITTED,1,1,1,,Direct,,17
600,2395,584,2025-07-09 22:55:18,STARTED,1,1,1,,unknown,,58
601,2466,892,2026-03-28 09:45:13,Approved,1,1,1,,WhatsApp,,132
602,357,1168,2026-01-20 10:24:13,STARTED,0,1,1,,WhatsApp,AGT557,153
603,819,1908,2025-10-24 14:13:50,submitted,1,1,1,,Email,,168
604,790,546,2026-05-09 07:33:23,submitted,1,1,1,,unknown,,128
605,2608,882,2025-05-05 15:44:12,DISBURSED,0,1,1,,WhatsApp,AGT449,24
606,3550,336,2026-01-31 21:00:34,submitted,1,1,1,,Direct,,70
607,2118,903,2025-10-16 09:33:05,STARTED,1,1,0,,Google Sponsored Search,,179
608,2549,240,2025-05-14 21:32:01,Approved,1,0,1,,Organic Search,,59
609,2274,1330,2026-04-09 11:18:36,SUBMITTED,1,1,1,,Facebook,AGT601,
610,3078,758,2025-03-26 11:35:17,DISBURSED,1,0,1,,Email,,149
611,1182,1357,2026-05-28 21:00:38,SUBMITTED,0,0,1,,Email,AGT636,141
612,1040,1869,2026-01-31 15:37:34,STARTED,0,1,1,,,AGT623,173
613,1820,786,2025-03-14 15:06:43,DISBURSED,1,0,0,,Direct,AGT168,107
614,2518,1248,2025-10-19 14:57:53,DISBURSED,1,1,0,,Direct,,39
615,1698,1966,2025-04-15 18:25:31,APPROVED,0,1,0,,Email,,10
616,1958,599,2026-01-02 22:22:30,WITHDRAWN,1,0,1,,Facebook,,153
617,3336,902,2026-02-26 12:28:52,DISBURSED,1,1,1,,,AGT306,84
618,589,1680,2025-07-14 22:47:36,STARTED,1,1,0,,Google Sponsored Search,,154
619,815,890,2025-04-25 07:16:33,APPROVED,1,1,1,,Facebook,,22
620,815,1482,2026-01-15 20:35:09,DISBURSED,1,0,1,,Direct,,42
621,2452,626,2025-02-26 17:20:53,STARTED,0,1,1,,,AGT830,99
622,2707,221,2025-10-21 20:04:24,Approved,1,1,1,,Google Sponsored Search,,39
623,2301,1587,2026-02-04 18:17:56,DECLINED,0,1,1,Duplicate application,,AGT992,115
624,1265,332,2025-05-24 09:42:58,STARTED,1,1,1,,WhatsApp,,42
625,1755,1948,2025-05-06 18:29:22,Approved,1,0,1,,Google Sponsored Search,,124
626,3817,1481,2025-08-24 15:17:28,Approved,1,1,1,,WhatsApp,,103
627,1942,549,2026-01-01 20:58:14,DECLINED,1,1,0,Income verification failed,Google Sponsored Search,,3
628,800,1224,2026-06-14 15:03:51,Approved,1,1,1,,,,37
629,1401,838,2026-04-12 20:57:29,APPROVED,1,1,0,,,,73
630,2705,1476,2025-01-29 11:58:36,WITHDRAWN,1,1,0,,Facebook,,
631,2873,1474,2026-01-12 14:08:53,STARTED,1,0,0,,Organic Search,,1
632,2134,1226,2026-01-14 15:11:38,STARTED,1,1,1,,Organic Search,,49
633,3014,1374,2025-06-01 11:05:32,APPROVED,1,0,0,,WhatsApp,,123
634,3770,1109,2025-04-28 09:51:01,APPROVED,1,1,1,,Organic Search,,153
635,3351,1106,2025-09-03 07:20:17,APPROVED,1,0,0,,unknown,,174
636,1562,1125,2025-07-29 14:43:39,Approved,1,1,1,,unknown,,
637,1498,661,2026-02-16 13:15:40,DISBURSED,1,1,0,,WhatsApp,,145
638,38,1985,2026-02-21 12:23:44,Approved,0,0,1,,Email,,66
639,215,1769,2025-03-26 08:16:15,SUBMITTED,0,0,0,,Email,,65
640,1265,1864,2025-04-12 22:05:22,SUBMITTED,1,0,1,,Email,,126
641,1434,1058,2025-12-01 15:01:21,STARTED,1,1,1,,Direct,,90
642,722,526,2025-10-23 14:33:26,submitted,0,0,0,,,,173
643,3338,1811,2025-03-28 13:34:13,Approved,0,1,1,,unknown,,155
644,1350,312,2026-04-15 14:32:48,DECLINED,0,0,1,Duplicate application,,AGT484,
645,2335,709,2026-01-28 21:53:56,SUBMITTED,1,1,0,,unknown,,27
646,2573,561,2025-05-04 08:22:36,submitted,1,1,1,,Organic Search,,69
647,2600,471,2025-01-24 09:19:20,DISBURSED,1,1,1,,Email,,34
648,3819,1572,2026-03-22 10:24:07,SUBMITTED,0,1,0,,WhatsApp,,
