ticket_id,customer_id,brand_name,channel_name,opened_at,closed_at,topic,priority,ticket_status,first_response_minutes,csat_score,nps_score
230,1937,FASTA,Chat,2025-01-07 10:36:15,2025-01-09 08:03:15,Decline Explanation,Low,CLOSED,22,1.1,5
231,1819,FASTA,Facebook,2026-04-16 16:33:28,2026-04-18 04:02:28,Statement Request,High,open,220,,
232,1341,DebtBusters,Chat,2025-01-05 10:26:08,,Financial Health Query,low,open,149,3.2,
233,1097,JustMoney,Email,2025-10-18 19:56:17,2025-10-21 15:46:17,Application Help,High,PENDING_CUSTOMER,73,1.6,7
234,163,DebtBusters,Facebook,2025-10-13 16:56:32,,Application Help,Critical,Closed,,1.6,
235,709,FASTA,Facebook,2026-05-11 09:27:33,2026-05-11 17:08:33,Application Help,Critical,OPEN,66,,10
236,509,FASTA,Chat,2025-03-08 16:08:17,2025-03-09 22:43:17,Financial Health Query,High,PENDING_CUSTOMER,135,2.5,0
237,1023,FASTA,Facebook,2026-03-25 13:18:51,,Fraud Report,Critical,open,49,,1
238,935,DebtBusters,Chat,2025-12-18 13:08:56,,Fee Dispute,Low,RESOLVED,44,1.4,4
239,1802,DebtBusters,Phone,2026-01-24 11:12:12,2026-01-26 10:08:12,Financial Health Query,Medium,OPEN,6,,3
240,1408,DebtBusters,Chat,2025-04-09 14:14:37,,Fraud Report,High,CLOSED,233,,
241,1723,FASTA,Chat,2025-12-25 08:10:22,,Financial Health Query,Medium,PENDING_CUSTOMER,198,2.6,
242,215,DebtBusters,WhatsApp,2025-11-11 08:55:08,2025-11-12 08:21:08,Payment Query,High,open,111,4.7,
243,1422,JustMoney,Chat,2025-07-28 14:31:36,2025-07-30 01:03:36,Financial Health Query,Medium,open,231,4.9,3
244,586,JustMoney,Facebook,2025-03-18 15:29:10,2025-03-20 20:29:10,Technical Issue,low,open,155,,9
245,1445,FASTA,Chat,2026-05-04 19:05:13,2026-05-05 01:18:13,Payment Query,Low,OPEN,143,,
246,1439,FASTA,Chat,2025-03-23 11:47:26,2025-03-26 00:15:26,Payment Query,HIGH,OPEN,214,,
247,,JustMoney,Chat,2025-04-21 17:16:04,2025-04-22 11:14:04,Financial Health Query,High,OPEN,,,
248,1239,DebtBusters,Email,2026-04-20 16:30:50,,Complaint,HIGH,OPEN,219,,2
249,320,FASTA,Chat,2026-02-03 13:39:47,2026-02-04 22:18:47,Financial Health Query,low,OPEN,171,2.7,0
250,1662,FASTA,Facebook,2026-04-23 21:59:37,2026-04-25 00:33:37,Complaint,low,RESOLVED,231,2.8,
251,1740,FASTA,Email,2026-05-17 17:19:26,2026-05-18 18:51:26,Payment Query,High,RESOLVED,35,4.9,6
252,1525,DebtBusters,WhatsApp,2026-03-07 21:23:39,2026-03-09 08:19:39,Application Help,Low,Closed,155,4.4,
253,525,JustMoney,Email,2026-04-22 18:24:50,2026-04-22 19:37:50,Complaint,High,open,78,2.1,
254,928,JustMoney,Phone,2025-04-26 22:18:23,2025-04-27 08:59:23,Decline Explanation,Medium,CLOSED,42,,3
255,921,DebtBusters,Email,2025-11-25 08:18:17,2025-11-26 04:48:17,Statement Request,High,PENDING_CUSTOMER,130,4.4,
256,947,JustMoney,Chat,2026-04-19 10:02:26,,Decline Explanation,Medium,PENDING_CUSTOMER,178,1.4,
257,1866,JustMoney,Chat,2026-02-26 14:38:06,2026-02-28 10:21:06,Decline Explanation,low,OPEN,35,1.5,8
258,36,FASTA,Facebook,2025-08-10 07:07:57,,Technical Issue,Low,PENDING_CUSTOMER,83,4.2,1
259,228,JustMoney,Chat,2025-09-22 15:32:38,,Decline Explanation,High,open,,,5
260,543,DebtBusters,Email,2025-02-25 11:45:27,,Complaint,High,RESOLVED,130,3.1,3
261,1448,DebtBusters,Facebook,2025-05-19 09:26:26,2025-05-21 04:58:26,Financial Health Query,HIGH,Closed,23,4.7,3
262,170,FASTA,Chat,2025-08-31 20:44:46,2025-09-01 08:44:46,Decline Explanation,low,RESOLVED,180,,10
263,303,JustMoney,Phone,2025-10-09 18:01:04,2025-10-11 01:08:04,Payment Query,Medium,PENDING_CUSTOMER,205,,4
264,578,JustMoney,WhatsApp,2025-03-24 13:35:43,,Application Help,Low,CLOSED,219,2.0,1
265,1513,FASTA,WhatsApp,2025-05-31 21:11:37,2025-06-03 02:45:37,Payment Query,Medium,Closed,194,1.6,4
266,1447,FASTA,Email,2026-05-10 20:49:19,2026-05-11 11:56:19,Complaint,Medium,CLOSED,235,3.3,3
267,88,DebtBusters,Email,2026-03-05 09:14:22,2026-03-06 05:35:22,Statement Request,Critical,open,110,1.5,
268,859,DebtBusters,Phone,2025-05-23 09:51:57,,Decline Explanation,Low,CLOSED,238,2.5,4
269,1722,FASTA,WhatsApp,2025-08-25 07:49:50,2025-08-26 00:21:50,Fee Dispute,Low,CLOSED,126,,3
270,136,JustMoney,Chat,2026-04-13 16:06:10,,Technical Issue,High,RESOLVED,84,,9
271,93,JustMoney,Chat,2025-06-05 09:07:36,2025-06-07 02:38:36,Technical Issue,Low,CLOSED,66,1.8,
272,1025,FASTA,WhatsApp,2025-07-24 12:00:28,,Statement Request,low,Closed,107,2.0,5
273,1534,DebtBusters,Email,2025-12-10 16:03:50,2025-12-10 19:05:50,Complaint,Low,RESOLVED,214,1.8,2
274,607,FASTA,WhatsApp,2025-04-19 21:13:32,2025-04-22 21:10:32,Fee Dispute,Medium,OPEN,,1.8,5
275,1673,JustMoney,Phone,2026-06-10 20:09:58,2026-06-12 10:07:58,Application Help,low,CLOSED,240,,
276,208,JustMoney,Phone,2025-03-06 10:23:44,2025-03-06 12:46:44,Decline Explanation,low,OPEN,130,2.9,3
277,1463,JustMoney,WhatsApp,2025-07-26 12:39:20,2025-07-29 10:03:20,Fraud Report,Medium,RESOLVED,140,,
278,1169,DebtBusters,Email,2025-04-23 09:37:51,2025-04-25 21:00:51,Complaint,High,RESOLVED,147,,
279,722,DebtBusters,Facebook,2025-12-16 08:22:10,2025-12-19 02:36:10,Technical Issue,High,PENDING_CUSTOMER,161,2.7,5
280,1196,FASTA,Phone,2025-06-12 13:30:56,2025-06-14 10:41:56,Decline Explanation,Low,RESOLVED,210,,0
281,1866,FASTA,Email,2025-12-21 18:27:30,2025-12-23 12:24:30,Complaint,HIGH,RESOLVED,51,1.6,
282,1648,JustMoney,Phone,2025-07-05 14:34:04,2025-07-08 05:41:04,Complaint,Critical,OPEN,,,2
283,568,FASTA,Chat,2025-09-15 14:39:10,2025-09-16 16:40:10,Statement Request,HIGH,OPEN,194,,
284,1975,DebtBusters,Facebook,2025-08-28 10:03:59,2025-08-29 11:00:59,Payment Query,Critical,CLOSED,26,3.7,5
285,,FASTA,Email,2025-07-16 17:48:12,2025-07-17 00:35:12,Complaint,low,Closed,61,1.5,7
286,723,FASTA,Facebook,2025-02-20 17:51:03,,Statement Request,HIGH,Closed,109,,
287,895,JustMoney,WhatsApp,2025-07-15 15:40:28,2025-07-17 19:53:28,Technical Issue,Medium,PENDING_CUSTOMER,,1.5,1
288,775,FASTA,Chat,2025-11-14 19:35:48,,Complaint,High,CLOSED,118,1.9,10
289,1150,JustMoney,Chat,2026-06-04 17:59:34,2026-06-06 06:39:34,Fraud Report,HIGH,Closed,223,,
290,1136,JustMoney,Phone,2026-01-13 13:40:09,2026-01-15 14:34:09,Fraud Report,HIGH,Closed,109,4.3,7
291,453,FASTA,Phone,2025-11-23 15:35:35,,Fee Dispute,Critical,Closed,162,,9
292,353,DebtBusters,Phone,2026-05-05 08:14:30,2026-05-08 06:35:30,Fraud Report,HIGH,open,207,4.1,0
293,581,JustMoney,Phone,2025-04-28 20:11:23,2025-04-30 06:17:23,Financial Health Query,HIGH,Closed,220,1.1,3
294,1780,JustMoney,Facebook,2026-04-15 10:22:27,2026-04-16 02:54:27,Fee Dispute,HIGH,PENDING_CUSTOMER,60,4.7,
295,658,JustMoney,Chat,2025-06-14 14:58:48,2025-06-17 06:57:48,Decline Explanation,Low,CLOSED,12,,3
296,1047,DebtBusters,WhatsApp,2025-01-29 20:37:16,2025-01-30 11:55:16,Financial Health Query,Medium,Closed,194,2.9,
297,960,DebtBusters,Facebook,2025-10-25 09:26:01,2025-10-26 19:31:01,Technical Issue,Low,CLOSED,28,3.2,3
298,1478,FASTA,Email,2026-04-25 12:00:49,,Payment Query,HIGH,open,30,,
299,428,FASTA,WhatsApp,2026-05-12 14:26:20,2026-05-13 08:54:20,Technical Issue,Low,RESOLVED,187,1.2,4
300,,FASTA,Email,2025-05-11 10:03:17,2025-05-12 13:59:17,Technical Issue,Critical,RESOLVED,104,2.9,
301,1622,JustMoney,Email,2025-10-13 16:02:06,,Financial Health Query,Critical,RESOLVED,134,,1
302,931,FASTA,Facebook,2026-05-09 15:35:53,,Fee Dispute,Low,OPEN,,4.8,3
303,800,DebtBusters,Facebook,2025-08-20 11:52:24,,Financial Health Query,HIGH,PENDING_CUSTOMER,111,,4
304,1444,DebtBusters,WhatsApp,2025-09-18 15:57:58,,Application Help,High,RESOLVED,29,2.2,10
305,1659,JustMoney,Chat,2025-10-31 21:14:31,,Fee Dispute,Medium,OPEN,87,4.7,
306,469,JustMoney,WhatsApp,2026-04-26 09:39:12,2026-04-26 18:00:12,Fraud Report,Low,Closed,48,,
307,197,FASTA,Phone,2026-05-01 14:15:58,,Complaint,low,CLOSED,46,4.9,1
308,569,DebtBusters,Chat,2025-01-09 22:35:25,,Application Help,Medium,OPEN,151,,
309,803,DebtBusters,Facebook,2025-09-17 10:01:55,2025-09-17 18:07:55,Financial Health Query,Medium,PENDING_CUSTOMER,141,4.1,7
310,1185,FASTA,Facebook,2025-01-18 22:13:10,2025-01-20 10:48:10,Complaint,Medium,RESOLVED,22,,6
311,1573,DebtBusters,Phone,2026-05-25 18:36:22,2026-05-26 05:58:22,Complaint,High,OPEN,141,1.6,3
312,764,DebtBusters,Phone,2025-06-15 09:36:21,,Statement Request,low,open,116,,3
313,146,DebtBusters,Facebook,2025-03-04 08:46:33,,Payment Query,Low,PENDING_CUSTOMER,110,2.1,10
314,1259,JustMoney,Email,2026-04-30 18:38:32,2026-05-03 16:31:32,Technical Issue,High,open,65,,
315,896,JustMoney,Facebook,2025-03-08 15:18:55,2025-03-10 19:12:55,Decline Explanation,HIGH,open,68,1.7,
316,,JustMoney,Facebook,2025-05-16 15:07:31,,Fraud Report,High,RESOLVED,196,3.9,1
317,376,JustMoney,WhatsApp,2026-05-07 09:50:41,2026-05-10 03:50:41,Fee Dispute,High,OPEN,42,3.9,
318,1123,JustMoney,Chat,2025-02-26 14:55:12,2025-02-28 15:31:12,Complaint,low,PENDING_CUSTOMER,100,3.3,
319,1504,JustMoney,WhatsApp,2025-01-08 09:02:48,,Fee Dispute,HIGH,open,71,2.6,
320,1585,FASTA,Chat,2026-05-08 11:28:21,2026-05-10 11:05:21,Technical Issue,Low,CLOSED,121,3.2,4
321,1129,JustMoney,Email,2025-07-21 22:01:57,2025-07-23 20:55:57,Technical Issue,Low,PENDING_CUSTOMER,116,3.0,
322,764,DebtBusters,Email,2025-08-11 11:44:01,2025-08-12 00:18:01,Fraud Report,High,RESOLVED,141,4.9,
323,387,JustMoney,WhatsApp,2025-08-18 17:42:31,2025-08-19 17:58:31,Decline Explanation,low,Closed,150,4.2,9
324,296,DebtBusters,Phone,2025-12-22 10:29:09,2025-12-23 07:27:09,Financial Health Query,Critical,RESOLVED,37,,0
325,770,FASTA,Email,2026-01-16 07:06:35,2026-01-19 04:12:35,Financial Health Query,HIGH,Closed,25,,
326,1228,JustMoney,Chat,2025-02-19 21:23:58,2025-02-22 02:34:58,Fee Dispute,High,OPEN,229,,8
327,1441,JustMoney,Facebook,2025-06-22 19:46:22,,Application Help,low,CLOSED,27,3.5,7
328,423,DebtBusters,WhatsApp,2025-12-31 15:03:33,2026-01-02 20:31:33,Complaint,HIGH,RESOLVED,224,4.2,
329,,JustMoney,Phone,2026-01-10 09:51:14,2026-01-12 22:13:14,Fee Dispute,Medium,open,24,1.8,0
330,1773,DebtBusters,Facebook,2025-03-04 08:05:07,,Statement Request,High,RESOLVED,203,,
331,1006,FASTA,Facebook,2025-08-15 17:29:42,2025-08-16 13:38:42,Decline Explanation,HIGH,Closed,,3.4,
332,996,JustMoney,Phone,2025-01-22 07:19:34,2025-01-24 10:03:34,Financial Health Query,HIGH,PENDING_CUSTOMER,46,1.1,2
333,958,DebtBusters,Phone,2026-04-08 08:28:19,2026-04-08 12:31:19,Application Help,HIGH,Closed,182,3.0,2
334,897,JustMoney,Email,2026-01-29 20:52:59,,Complaint,High,open,199,,
335,1538,DebtBusters,Chat,2025-01-20 21:46:19,2025-01-21 23:05:19,Technical Issue,low,open,152,2.0,0
336,1502,DebtBusters,Phone,2025-04-06 16:14:43,2025-04-09 12:41:43,Decline Explanation,Medium,open,44,1.7,6
337,1720,JustMoney,Chat,2025-04-30 19:31:53,2025-05-02 23:44:53,Fraud Report,Critical,CLOSED,6,2.9,10
338,1341,DebtBusters,Facebook,2026-03-17 12:13:46,2026-03-18 12:29:46,Statement Request,High,Closed,84,4.2,10
339,1840,FASTA,Email,2025-07-18 21:48:52,2025-07-21 09:43:52,Decline Explanation,Medium,CLOSED,117,4.7,7
340,1215,FASTA,WhatsApp,2025-07-28 13:47:34,2025-07-29 14:11:34,Complaint,Low,OPEN,99,4.8,5
341,365,DebtBusters,Chat,2026-02-21 17:32:06,,Fee Dispute,Low,OPEN,204,1.2,9
342,796,JustMoney,Phone,2026-01-28 15:57:13,2026-01-29 19:32:13,Decline Explanation,HIGH,PENDING_CUSTOMER,,,
343,331,JustMoney,Phone,2026-02-10 14:35:04,2026-02-13 12:28:04,Complaint,High,CLOSED,,,5
344,352,DebtBusters,WhatsApp,2025-09-01 09:36:13,2025-09-01 10:44:13,Complaint,low,Closed,69,,
345,640,JustMoney,Chat,2026-05-02 22:54:17,2026-05-05 16:19:17,Complaint,HIGH,PENDING_CUSTOMER,235,5.0,7
346,1268,DebtBusters,WhatsApp,2025-09-22 16:46:49,2025-09-25 11:42:49,Complaint,HIGH,PENDING_CUSTOMER,34,3.8,6
347,1369,JustMoney,Phone,2026-06-11 21:32:58,2026-06-14 00:22:58,Statement Request,Low,PENDING_CUSTOMER,172,,5
348,1058,JustMoney,Phone,2025-07-20 18:10:33,2025-07-23 08:50:33,Fraud Report,Critical,OPEN,152,,2
349,541,DebtBusters,Phone,2025-02-24 14:44:15,2025-02-25 01:58:15,Fraud Report,Low,OPEN,237,5.0,7
350,512,DebtBusters,Chat,2026-03-03 10:46:21,,Payment Query,low,CLOSED,164,1.0,
351,1202,FASTA,Chat,2025-01-20 18:11:25,2025-01-21 23:22:25,Application Help,High,CLOSED,156,,4
352,1285,DebtBusters,Email,2025-08-17 18:31:57,,Payment Query,Medium,open,211,1.3,
353,440,DebtBusters,Phone,2025-07-28 15:13:10,2025-07-31 04:19:10,Decline Explanation,Critical,RESOLVED,94,,4
354,1654,JustMoney,WhatsApp,2025-07-08 08:15:45,2025-07-10 12:03:45,Complaint,Low,CLOSED,206,3.6,9
355,1117,DebtBusters,Facebook,2025-05-15 20:57:44,2025-05-16 12:55:44,Complaint,Low,OPEN,198,2.1,1
356,474,FASTA,Facebook,2025-01-21 21:22:26,2025-01-23 22:28:26,Complaint,HIGH,PENDING_CUSTOMER,57,2.4,8
357,1641,DebtBusters,Email,2025-04-22 17:51:09,2025-04-24 09:10:09,Application Help,Medium,Closed,237,4.8,9
358,1641,JustMoney,Email,2025-05-04 17:21:39,2025-05-05 04:48:39,Statement Request,Medium,OPEN,179,1.8,
359,36,FASTA,Facebook,2025-09-24 22:10:44,2025-09-25 09:07:44,Payment Query,Medium,Closed,,,9
360,351,DebtBusters,Chat,2026-01-04 18:44:02,2026-01-06 22:53:02,Fraud Report,low,Closed,145,3.2,8
361,1423,FASTA,WhatsApp,2026-03-07 09:14:17,,Statement Request,HIGH,RESOLVED,23,,
362,,JustMoney,Facebook,2025-05-22 19:10:44,2025-05-24 06:54:44,Statement Request,Low,CLOSED,,3.9,5
363,1815,DebtBusters,WhatsApp,2025-08-26 18:08:59,,Fraud Report,Medium,CLOSED,106,2.9,6
364,169,FASTA,Chat,2026-01-12 15:14:56,2026-01-15 11:45:56,Fee Dispute,High,open,187,3.1,6
365,422,JustMoney,Phone,2026-05-20 20:16:45,2026-05-22 15:06:45,Fraud Report,Medium,RESOLVED,28,2.4,
366,1718,DebtBusters,Chat,2025-04-21 18:29:40,2025-04-23 20:23:40,Application Help,low,CLOSED,208,,
367,1937,JustMoney,Chat,2025-08-09 14:38:10,2025-08-11 11:40:10,Decline Explanation,low,PENDING_CUSTOMER,129,1.2,
368,1186,FASTA,Facebook,2025-03-28 21:22:40,2025-03-30 03:05:40,Technical Issue,High,Closed,215,1.6,
369,378,FASTA,Phone,2025-04-15 19:53:09,2025-04-16 21:49:09,Application Help,Medium,CLOSED,170,,9
370,358,JustMoney,Facebook,2026-06-14 14:59:15,,Technical Issue,low,open,132,4.3,2
371,1792,FASTA,Facebook,2025-09-10 11:45:53,2025-09-11 09:18:53,Statement Request,Low,Closed,55,2.4,
372,1041,JustMoney,Facebook,2025-01-19 12:20:55,2025-01-21 00:50:55,Decline Explanation,low,PENDING_CUSTOMER,31,,10
373,261,FASTA,Phone,2026-06-01 08:10:58,2026-06-03 21:54:58,Fraud Report,low,Closed,,2.8,
374,1720,FASTA,Facebook,2025-08-14 14:09:00,2025-08-16 02:43:00,Payment Query,low,PENDING_CUSTOMER,,3.0,1
375,215,FASTA,Email,2025-07-03 12:10:42,2025-07-04 17:12:42,Statement Request,Medium,RESOLVED,221,3.5,1
376,1143,DebtBusters,WhatsApp,2025-08-31 13:50:36,,Fraud Report,low,RESOLVED,10,,
377,1797,FASTA,Phone,2026-03-02 16:41:48,,Fraud Report,Critical,Closed,81,2.8,5
378,1441,DebtBusters,Chat,2025-03-08 11:29:30,2025-03-08 19:33:30,Financial Health Query,Medium,CLOSED,226,,1
379,1314,DebtBusters,Phone,2025-07-13 14:04:02,2025-07-15 11:09:02,Financial Health Query,HIGH,RESOLVED,,1.3,2
380,1016,DebtBusters,Chat,2025-11-03 16:40:23,2025-11-04 15:18:23,Fraud Report,High,PENDING_CUSTOMER,,,
381,1820,FASTA,Chat,2025-01-03 19:11:24,2025-01-06 08:26:24,Application Help,Medium,OPEN,205,,
382,1899,FASTA,Facebook,2025-05-16 15:18:28,2025-05-16 16:51:28,Technical Issue,High,OPEN,61,4.7,8
383,189,DebtBusters,Facebook,2025-01-19 19:34:38,,Fee Dispute,Critical,OPEN,50,,
384,1153,FASTA,Phone,2025-09-12 15:42:51,2025-09-14 02:14:51,Complaint,Critical,CLOSED,,3.5,
385,139,DebtBusters,Facebook,2025-07-08 14:20:10,2025-07-10 09:37:10,Statement Request,Medium,open,78,2.4,5
386,424,FASTA,Phone,2026-04-13 18:00:27,2026-04-15 14:55:27,Decline Explanation,low,PENDING_CUSTOMER,47,1.8,6
387,1026,FASTA,Facebook,2026-05-10 20:27:09,2026-05-13 16:52:09,Decline Explanation,Low,OPEN,,,3
388,1595,JustMoney,Phone,2026-04-07 09:59:50,,Fee Dispute,Low,open,199,,10
389,4,DebtBusters,Email,2025-12-16 17:39:32,2025-12-16 20:00:32,Fee Dispute,High,open,206,2.5,
390,924,DebtBusters,Chat,2025-03-24 10:31:38,2025-03-26 14:02:38,Application Help,High,PENDING_CUSTOMER,,2.0,4
391,1828,DebtBusters,Facebook,2026-05-19 10:16:01,2026-05-21 09:27:01,Fee Dispute,HIGH,RESOLVED,160,,3
392,1901,FASTA,Email,2025-03-15 22:07:50,2025-03-16 15:44:50,Technical Issue,Medium,RESOLVED,168,1.5,6
393,1664,DebtBusters,Phone,2025-10-06 15:51:50,,Financial Health Query,low,PENDING_CUSTOMER,1,2.9,1
394,391,JustMoney,Chat,2026-04-21 08:05:47,2026-04-22 17:12:47,Technical Issue,High,open,122,4.8,8
395,1321,DebtBusters,Facebook,2025-03-28 16:54:17,2025-03-30 03:07:17,Technical Issue,Low,OPEN,119,1.7,0
396,1979,JustMoney,Chat,2026-03-12 22:42:04,2026-03-15 16:42:04,Statement Request,Low,Closed,69,,1
397,1459,JustMoney,WhatsApp,2025-01-17 22:51:02,,Complaint,High,OPEN,107,4.2,7
398,860,FASTA,WhatsApp,2026-01-03 10:26:58,,Statement Request,High,PENDING_CUSTOMER,142,2.5,
399,1665,JustMoney,Chat,2025-05-11 21:55:21,,Payment Query,High,open,129,3.8,0
400,431,FASTA,Facebook,2025-12-16 10:43:15,2025-12-18 17:27:15,Application Help,High,Closed,62,,3
401,1721,JustMoney,Phone,2025-06-03 10:39:22,2025-06-04 20:10:22,Fee Dispute,High,CLOSED,58,1.3,7
402,1141,JustMoney,Facebook,2026-04-09 17:58:06,2026-04-10 23:44:06,Application Help,Critical,open,21,4.2,
403,1489,DebtBusters,Chat,2025-06-10 19:08:36,2025-06-13 04:25:36,Application Help,High,PENDING_CUSTOMER,190,,6
404,1561,DebtBusters,Chat,2025-02-19 14:19:49,,Complaint,Medium,PENDING_CUSTOMER,73,,0
405,860,FASTA,Facebook,2025-08-31 17:56:32,2025-09-02 01:48:32,Financial Health Query,Low,CLOSED,199,4.2,9
406,63,FASTA,WhatsApp,2025-01-04 11:53:44,2025-01-04 15:40:44,Decline Explanation,HIGH,Closed,125,4.6,0
407,1405,JustMoney,Facebook,2025-03-20 15:07:44,2025-03-22 06:47:44,Financial Health Query,Medium,OPEN,128,2.3,3
408,1021,FASTA,Chat,2025-09-07 17:42:56,2025-09-07 20:00:56,Decline Explanation,HIGH,open,,3.4,1
409,553,DebtBusters,Email,2025-01-15 07:59:11,2025-01-15 23:31:11,Fee Dispute,Low,Closed,216,3.0,6
410,808,JustMoney,Email,2025-09-27 12:11:25,2025-09-27 22:17:25,Technical Issue,Low,Closed,208,2.6,8
411,1124,JustMoney,Facebook,2025-04-06 08:11:38,2025-04-07 18:36:38,Fee Dispute,Critical,PENDING_CUSTOMER,,3.6,10
412,29,DebtBusters,Chat,2026-01-29 16:01:00,2026-01-30 11:25:00,Financial Health Query,HIGH,PENDING_CUSTOMER,92,,
413,1430,FASTA,WhatsApp,2025-10-11 17:22:38,2025-10-12 22:56:38,Application Help,Critical,RESOLVED,27,3.9,
414,1706,DebtBusters,Phone,2026-01-04 15:08:47,2026-01-06 19:43:47,Fee Dispute,Critical,RESOLVED,16,,1
415,452,JustMoney,Phone,2025-03-05 09:50:32,2025-03-06 17:31:32,Application Help,Low,CLOSED,,,
416,1937,DebtBusters,Facebook,2026-01-25 11:31:32,2026-01-26 16:06:32,Statement Request,Low,CLOSED,26,1.2,10
417,983,DebtBusters,Chat,2026-06-04 13:39:50,,Statement Request,Low,Closed,236,,3
418,63,JustMoney,WhatsApp,2026-03-08 15:34:48,2026-03-09 01:51:48,Application Help,Low,open,153,4.7,10
419,946,FASTA,WhatsApp,2025-08-23 18:55:17,2025-08-24 15:07:17,Application Help,Low,Closed,145,1.5,
420,1886,DebtBusters,Chat,2025-05-25 19:27:18,2025-05-27 04:50:18,Statement Request,High,RESOLVED,226,2.5,7
421,1810,DebtBusters,Phone,2026-06-10 21:23:01,2026-06-12 05:04:01,Fee Dispute,Medium,RESOLVED,190,1.0,7
422,1981,FASTA,Chat,2025-10-21 10:16:10,2025-10-24 05:35:10,Financial Health Query,High,OPEN,209,2.2,8
423,447,JustMoney,Email,2025-08-23 20:05:55,2025-08-25 05:18:55,Statement Request,low,open,,1.8,9
424,1857,DebtBusters,Phone,2025-08-26 18:16:28,,Decline Explanation,Medium,OPEN,173,,5
425,952,JustMoney,Facebook,2025-06-13 18:14:00,2025-06-16 09:37:00,Statement Request,High,OPEN,191,1.2,4
426,1283,DebtBusters,Phone,2025-05-29 21:26:04,2025-06-01 12:17:04,Fee Dispute,HIGH,PENDING_CUSTOMER,147,2.5,
427,1331,FASTA,Facebook,2025-08-31 20:23:55,,Statement Request,Low,PENDING_CUSTOMER,23,,6
428,490,JustMoney,Chat,2025-04-12 22:10:17,2025-04-13 06:54:17,Complaint,HIGH,OPEN,139,2.8,2
429,1622,JustMoney,Phone,2025-06-20 20:19:35,2025-06-22 15:55:35,Complaint,Low,PENDING_CUSTOMER,138,,9
430,175,DebtBusters,Phone,2025-06-28 19:28:20,,Statement Request,Medium,RESOLVED,2,2.6,9
431,1614,FASTA,Facebook,2026-02-26 21:39:10,2026-03-01 09:37:10,Fraud Report,Low,CLOSED,72,2.9,
432,488,FASTA,Email,2025-05-02 10:19:30,2025-05-04 02:19:30,Application Help,HIGH,RESOLVED,125,1.4,
433,169,FASTA,Email,2025-09-17 16:13:03,,Statement Request,Critical,OPEN,120,4.2,
434,,DebtBusters,Chat,2025-05-22 17:42:28,,Statement Request,High,RESOLVED,124,3.9,
435,1930,JustMoney,Phone,2025-08-22 08:34:24,,Technical Issue,HIGH,open,4,,
436,445,FASTA,Phone,2025-05-21 20:02:35,2025-05-22 13:54:35,Complaint,HIGH,open,195,,6
437,114,FASTA,Phone,2025-02-10 16:32:22,,Statement Request,HIGH,CLOSED,,,6
438,1963,JustMoney,WhatsApp,2026-02-11 17:51:57,2026-02-13 22:53:57,Complaint,low,CLOSED,209,,6
439,486,JustMoney,Facebook,2025-03-06 18:27:19,,Payment Query,High,CLOSED,122,2.1,
440,498,DebtBusters,Phone,2025-05-14 22:23:33,2025-05-17 17:34:33,Technical Issue,Low,open,98,1.4,3
441,669,FASTA,WhatsApp,2025-01-15 10:39:31,2025-01-17 18:49:31,Decline Explanation,HIGH,OPEN,101,,8
442,1242,FASTA,Email,2026-01-07 12:27:43,2026-01-09 18:50:43,Complaint,HIGH,OPEN,32,4.8,7
443,999,DebtBusters,WhatsApp,2025-11-24 18:58:45,2025-11-25 01:59:45,Payment Query,low,CLOSED,136,2.9,0
444,1136,JustMoney,Email,2025-04-12 07:10:23,2025-04-14 01:35:23,Complaint,low,Closed,5,3.5,9
445,200,FASTA,Chat,2025-11-29 18:12:56,2025-12-02 11:59:56,Statement Request,low,OPEN,230,3.8,8
446,1351,DebtBusters,Facebook,2025-12-08 09:44:17,,Complaint,Low,PENDING_CUSTOMER,159,,5
447,73,FASTA,Email,2025-06-07 17:41:26,,Decline Explanation,low,Closed,5,3.9,4
448,1029,JustMoney,Facebook,2026-04-22 13:33:29,2026-04-25 12:01:29,Complaint,Critical,CLOSED,69,3.0,
449,1709,DebtBusters,Facebook,2026-02-27 08:31:35,,Payment Query,HIGH,CLOSED,,,
450,76,DebtBusters,Email,2025-07-16 22:17:10,,Application Help,Medium,CLOSED,7,3.6,5
451,1409,DebtBusters,Chat,2026-01-31 12:03:23,2026-02-03 12:02:23,Technical Issue,HIGH,open,95,4.2,4
452,35,JustMoney,Chat,2025-01-31 10:03:19,2025-02-02 18:07:19,Statement Request,Medium,PENDING_CUSTOMER,128,1.8,
453,1496,FASTA,Phone,2026-01-10 20:09:54,2026-01-12 05:54:54,Technical Issue,High,open,98,2.5,
454,1230,JustMoney,Email,2025-12-15 14:54:15,2025-12-16 12:08:15,Statement Request,Critical,CLOSED,196,3.4,
455,706,JustMoney,Email,2025-12-28 16:38:09,2025-12-30 01:05:09,Technical Issue,Critical,OPEN,106,,3
456,856,DebtBusters,Facebook,2026-06-14 18:31:37,2026-06-17 06:38:37,Decline Explanation,HIGH,CLOSED,214,3.0,
457,433,JustMoney,WhatsApp,2025-09-10 12:52:12,2025-09-11 22:56:12,Fraud Report,low,OPEN,66,,4
458,613,FASTA,Facebook,2026-05-08 13:10:41,,Complaint,Critical,open,68,,4
459,1032,JustMoney,Phone,2025-01-03 17:11:40,2025-01-05 04:15:40,Statement Request,HIGH,PENDING_CUSTOMER,127,4.7,
