assessment_id,application_id,net_income_zar,monthly_expenses_zar,existing_debt_zar,affordability_amount_zar,assessment_result,assessed_at,dsr_ratio
307,3145,20219.26,14015.96,3757.52,-2445.78,pass,2025-10-19 07:35:51,0.1858
308,140,22119.67,9217.06,8989.91,,REFER,2025-07-30 13:47:13,0.4064
309,1149,82911.21,71782.98,5783.1,5345.13,FAIL,2026-03-06 13:14:08,0.0698
310,223,20981.74,15836.57,7584.7,-2439.53,FAIL,2026-01-18 21:29:13,0.3615
311,96,10797.92,5175.33,4229.04,1393.55,Fail,2025-01-30 15:06:01,
312,608,80540.46,42924.32,38795.73,-1179.59,FAIL,2026-06-13 07:21:01,0.4817
313,1089,59646.13,45002.79,25150.79,-10507.45,REFER,2025-05-25 07:57:43,0.4217
314,1791,59258.35,42584.46,3540.98,13132.91,FAIL,2026-02-19 10:19:20,0.0598
315,68,71298.28,38959.58,15468.46,16870.24,PASS,2025-04-04 07:11:10,0.217
316,2632,59186.46,40141.16,17829.3,1216.0,PASS,2025-01-05 22:14:02,0.3012
317,1254,10772.81,,1620.97,-611.86,FAIL,2025-01-18 18:26:07,0.1505
318,41,36553.36,,10414.04,2608.67,Fail,2025-09-27 15:06:52,
319,1065,7920.25,6229.21,2049.27,-358.23,PASS,2025-06-08 09:09:32,0.2587
320,3198,65864.25,28783.29,30811.8,6269.16,PASS,2025-05-26 17:11:33,0.4678
321,461,14765.99,9133.87,6999.96,-1367.84,REFER,2025-11-07 14:12:49,0.4741
322,800,6968.31,6184.05,903.02,-118.76,pass,2025-10-06 21:32:43,0.1296
323,185,11368.09,6617.45,2104.59,2646.05,REFER,2025-07-27 18:24:58,0.1851
324,721,65703.79,44800.49,5487.49,15415.81,FAIL,2026-04-11 22:34:19,0.0835
325,2836,52127.23,42289.64,16658.27,-6820.68,REFER,2025-04-08 09:40:44,0.3196
326,2513,18952.04,12185.45,5427.74,1338.85,REFER,2026-05-20 22:30:21,0.2864
327,2606,88368.37,75385.32,19990.69,-7007.64,FAIL,2025-03-23 19:28:01,0.2262
328,2323,75710.43,,6863.93,2263.77,REFER,2025-01-15 12:04:26,0.0907
329,1686,85506.83,43914.62,26569.33,15022.88,Fail,2026-04-27 18:52:20,0.3107
330,1742,15146.84,7636.86,3754.14,3755.84,FAIL,2025-04-10 21:56:11,0.2478
331,2497,78124.38,66866.54,26096.25,-14838.41,PASS,2026-04-09 14:14:56,0.334
332,503,6668.87,3359.24,779.26,2530.37,REFER,2026-03-03 15:46:15,0.1169
333,471,10878.77,5587.05,5217.63,74.09,REFER,2026-05-10 10:36:27,0.4796
334,2660,9740.28,4826.41,666.5,4247.37,,2025-09-16 19:11:21,0.0684
335,512,84516.22,76876.12,1288.41,,Fail,2025-05-29 12:07:14,0.0152
336,3112,40629.64,17896.74,15114.62,7618.28,pass,2025-05-02 08:57:05,0.372
337,2538,,35452.29,19883.25,15186.02,REFER,2025-02-01 15:24:10,0.2819
338,974,76064.3,40434.41,11554.4,24075.49,PASS,2025-03-01 07:27:56,0.1519
339,2097,32149.27,20008.67,2885.55,9255.05,Fail,2025-01-20 18:26:43,0.0898
340,3060,47637.49,30040.92,3315.22,14281.35,pass,2026-04-12 11:37:23,0.0696
341,585,77759.14,37577.27,22616.73,17565.14,PASS,2025-11-04 17:33:46,0.2909
342,2512,82774.7,49451.51,25444.6,7878.59,pass,2026-01-08 13:04:53,0.3074
343,996,36749.78,16786.7,15947.22,4015.86,PASS,2025-12-30 11:02:10,0.4339
344,824,86515.85,,41192.78,10510.71,pass,2025-12-27 10:32:47,
345,2220,75082.03,63696.31,7407.38,3978.34,Fail,2025-10-20 16:38:31,0.0987
346,2342,68585.36,50538.52,15122.65,2924.19,Fail,2025-01-07 18:58:36,0.2205
347,1718,18673.57,17230.21,4768.21,-3324.85,Fail,2025-06-26 17:08:50,0.2553
348,1276,61338.95,57971.66,7796.0,-4428.71,FAIL,2025-05-26 15:26:00,0.1271
349,2360,71934.36,35959.12,33076.43,2898.81,PASS,2025-08-08 11:15:26,0.4598
350,2025,63289.44,,14024.99,-3791.98,PASS,2025-02-04 18:11:17,0.2216
351,2215,33154.92,20054.16,4298.23,8802.53,PASS,2025-06-14 14:12:24,0.1296
352,2924,65189.43,26904.38,7799.88,-30485.17,REFER,2025-11-22 19:03:21,0.1196
353,1580,54304.29,24006.86,5145.27,,PASS,2025-12-15 21:58:04,0.0947
354,926,,46512.32,6323.54,32119.59,FAIL,2025-08-13 17:33:42,0.0744
355,1478,,7789.81,819.18,9175.79,REFER,2025-05-19 09:23:18,0.0461
356,714,18588.99,9828.92,7509.71,1250.36,FAIL,2025-12-05 22:24:04,0.404
357,1296,89499.4,47016.26,32060.32,10422.82,FAIL,2025-04-18 12:38:07,0.3582
358,2562,30255.2,18153.15,,6999.9,PASS,2025-03-13 09:52:30,0.1686
359,2728,42417.82,28676.97,16881.96,-3141.11,pass,2025-12-19 17:31:38,0.398
360,1999,40263.01,31526.28,1507.69,7229.04,REFER,2025-08-01 21:06:25,0.0374
361,297,,35250.17,3146.09,17557.2,pass,2025-03-03 09:36:59,0.0562
362,2340,82312.41,47682.22,17853.92,,pass,2026-04-26 16:29:16,0.2169
363,2687,23481.04,16473.94,6087.72,919.38,pass,2025-08-09 15:17:56,0.2593
364,580,83086.38,61889.43,19009.99,2186.96,PASS,2026-04-07 18:37:08,0.2288
365,2122,84625.27,64964.2,11932.78,7728.29,,2025-06-13 13:01:00,0.141
366,2830,20880.08,15348.59,9320.48,-3788.99,FAIL,2025-04-09 09:18:50,0.4464
367,2178,53686.25,28148.1,19896.58,5641.57,PASS,2025-04-15 19:43:55,0.3706
368,2512,67543.38,54396.92,1244.31,11902.15,REFER,2025-05-31 19:42:48,0.0184
369,1673,17061.39,14763.47,2348.58,-50.66,pass,2025-03-25 11:04:27,0.1377
370,2285,66213.73,53245.02,,-15967.59,REFER,2025-05-07 16:00:24,0.437
371,2616,31190.21,19733.39,15522.05,-4065.23,PASS,2026-05-07 14:57:04,
372,2888,70973.58,48849.73,9045.1,13078.75,Fail,2026-03-05 08:32:40,
373,415,22149.3,16235.97,8585.15,-2671.82,REFER,2026-05-30 21:48:37,0.3876
374,556,19987.02,15124.36,8093.36,-3230.7,Fail,2026-02-12 09:47:10,0.4049
375,1182,39851.78,19105.75,2563.07,18182.96,REFER,2025-08-12 19:01:53,0.0643
376,2493,76039.07,41554.67,16357.11,18127.29,FAIL,2025-12-12 19:35:41,0.2151
377,2031,58143.14,43188.39,21662.56,-6707.81,FAIL,2025-04-13 13:31:41,0.3726
378,1478,78205.89,33596.42,13909.85,30699.62,FAIL,2026-03-29 12:58:03,0.1779
379,1154,43753.79,36076.99,19606.14,,REFER,2025-09-12 10:01:42,0.4481
380,2786,55281.61,36867.56,23900.71,-5486.66,PASS,2025-12-21 12:06:03,0.4323
381,2552,14697.52,13735.55,,-773.04,pass,2025-09-20 21:50:07,0.118
382,3116,74164.67,49051.46,31774.01,-6660.8,pass,2025-05-14 16:06:59,0.4284
383,2616,14708.28,6477.14,6995.98,1235.16,REFER,2026-02-07 19:43:44,0.4756
384,2654,88999.51,49885.22,42340.52,-3226.23,pass,2026-04-28 14:13:31,0.4757
385,918,49213.65,46076.1,,-950.43,,2026-04-11 16:44:24,
386,2596,72692.78,30329.12,33421.22,8942.44,FAIL,2026-04-22 21:05:48,0.4598
387,2361,24016.34,16229.65,10366.6,-2579.91,PASS,2025-06-21 21:04:51,0.4316
388,1362,40638.63,21409.86,18255.66,973.11,Fail,2026-02-17 07:18:51,0.4492
389,1896,-49337.34,41075.68,14465.65,-6203.99,PASS,2025-02-18 10:43:53,0.2932
390,1050,42402.51,22793.03,4039.65,15569.83,FAIL,2025-11-13 08:48:03,0.0953
391,1871,82713.93,77310.14,26870.37,-21466.58,pass,2025-12-08 17:10:27,0.3249
392,1870,59189.12,40931.42,11363.89,-6893.81,pass,2026-02-05 19:01:40,0.192
393,2276,,5894.1,,6421.06,PASS,2025-05-19 17:02:58,0.0393
394,1297,75874.15,37516.34,35357.97,2999.84,Fail,2025-07-20 10:22:35,0.466
395,676,34531.34,20123.78,13810.02,597.54,REFER,2025-07-23 09:54:17,
396,524,45216.62,35382.99,12047.78,-2214.15,PASS,2026-01-14 09:52:28,0.2664
397,955,36794.89,30131.7,,4213.4,,2025-10-26 15:44:00,0.0666
398,1358,22217.5,,1501.74,8182.7,PASS,2025-03-26 09:56:17,0.0676
399,2906,,35837.07,15695.16,22707.97,PASS,2025-03-24 07:32:53,0.2114
400,3170,70686.6,44226.83,6236.35,20223.42,Fail,2026-06-02 07:41:07,0.0882
401,1702,27810.89,20065.02,4793.78,2952.09,Fail,2025-09-25 11:37:43,0.1724
402,584,86271.07,51014.08,21563.52,13693.47,pass,2025-11-30 15:53:18,0.25
403,38,49068.82,41507.08,14154.33,-6592.59,FAIL,2025-06-05 15:54:03,0.2885
404,969,18174.74,15552.76,2667.53,-45.55,Fail,2026-04-29 14:50:27,0.1468
405,1896,26358.94,24677.03,7277.28,-5595.37,,2025-03-07 11:08:27,0.2761
406,1725,34625.93,25821.61,4784.69,4019.63,FAIL,2026-03-28 07:27:22,0.1382
407,160,87857.36,58264.1,15101.36,14491.9,pass,2025-06-06 18:03:43,0.1719
408,2569,70422.11,31526.9,10758.97,28136.24,pass,2025-06-14 20:41:20,0.1528
409,3090,44523.65,23618.51,18717.27,2187.87,FAIL,2025-12-22 07:29:07,0.4204
410,1773,,37392.93,3756.54,18947.82,Fail,2026-02-14 17:56:11,0.0625
411,2419,64710.23,48994.74,25732.99,-10017.5,FAIL,2025-06-29 10:06:52,0.3977
412,2317,65759.47,39858.73,6926.46,18974.28,REFER,2025-05-03 09:40:22,0.1053
413,3000,72548.79,29829.99,26456.92,16261.88,Fail,2025-08-04 13:31:59,0.3647
414,674,40303.43,23474.19,7651.73,9177.51,FAIL,2025-08-05 20:22:21,0.1899
415,2570,63579.38,25878.36,25051.68,12649.34,FAIL,2025-01-15 10:37:51,0.394
416,2382,80461.55,62035.67,35070.59,-16644.71,FAIL,2025-07-01 20:51:34,0.4359
417,1186,69973.14,58769.79,21192.6,-9989.25,FAIL,2025-08-13 07:28:38,0.3029
418,1940,79721.74,,7016.34,26315.8,pass,2026-03-22 11:37:47,0.088
419,73,52480.07,45975.69,6185.18,-319.2,PASS,2025-06-23 10:56:27,0.1179
420,1497,83330.36,69205.44,23935.58,-9810.66,Fail,2025-03-09 13:28:13,0.2872
421,2614,17505.2,15987.22,,896.49,REFER,2025-02-14 14:38:57,0.0355
422,1146,33451.39,28227.7,,,REFER,2025-08-22 15:46:27,0.2245
423,1059,43898.12,25494.08,14138.21,4265.83,PASS,2025-06-29 07:53:08,0.3221
424,1134,30503.24,16272.07,3005.98,11225.19,PASS,2025-07-29 08:55:00,0.0985
425,933,61275.24,29210.44,10417.45,21647.35,pass,2025-09-14 15:46:41,0.17
426,175,67687.93,52335.03,27010.45,-11657.55,PASS,2025-02-28 15:32:51,0.399
427,3148,32161.33,15320.06,15618.26,1223.01,REFER,2025-08-12 20:28:33,0.4856
428,275,49802.45,23398.53,3839.6,22564.32,REFER,2025-05-30 14:28:30,0.0771
429,597,89798.08,68881.04,21964.6,-1047.56,FAIL,2025-09-09 12:26:12,0.2446
430,690,59857.48,41318.34,2456.85,-16082.29,PASS,2026-04-01 22:07:50,0.041
431,2995,48163.34,31465.87,19884.84,-3187.37,Fail,2025-02-06 17:57:06,0.4129
432,1966,55896.41,42916.6,5999.7,6980.11,REFER,2025-10-11 13:52:02,0.1073
433,298,84207.42,53754.59,,-17138.41,PASS,2026-06-16 20:53:29,0.1581
434,2212,32581.35,16418.49,13016.51,3146.35,,2025-05-03 12:02:47,0.3995
435,1871,59927.99,32818.72,9952.12,17157.15,FAIL,2025-05-27 18:54:10,0.1661
436,2864,20048.27,16631.86,9198.24,-5781.83,pass,2025-02-23 20:21:29,0.4588
437,2007,45151.07,41959.45,7338.2,-4146.58,Fail,2025-10-11 15:11:14,0.1625
438,2299,81280.24,48767.53,35846.34,-3333.63,REFER,2025-02-22 16:15:21,0.441
439,2924,9898.33,7699.97,3764.53,,FAIL,2025-09-01 08:40:41,0.3803
440,1376,60982.66,33977.56,24774.31,2230.79,PASS,2025-09-18 14:28:20,0.4063
441,407,44761.12,38484.98,5324.18,951.96,PASS,2025-05-08 15:00:37,0.1189
442,2615,65428.86,57594.6,25622.72,-17788.46,PASS,2025-08-12 19:19:32,0.3916
443,879,68144.04,53943.11,,-3105.32,Fail,2025-09-02 19:12:45,0.254
444,2068,10198.98,6824.45,4037.23,-662.7,REFER,2026-04-30 16:17:11,0.3958
445,2525,26296.75,12589.05,11767.17,-1940.53,Fail,2025-03-29 18:42:57,0.4475
446,1788,16130.64,14944.71,,-1415.49,FAIL,2026-02-11 11:09:15,0.1613
447,1188,39465.69,31221.19,17247.56,-9003.06,Fail,2025-04-07 11:24:21,0.437
448,1769,34274.18,23305.78,9513.42,1454.98,FAIL,2026-03-31 08:20:51,0.2776
449,696,83234.48,36701.12,31789.34,14744.02,FAIL,2026-06-07 22:46:12,0.3819
450,272,50529.14,29347.32,,10180.17,PASS,2026-02-21 12:47:59,0.2177
451,1754,55983.75,23872.41,23473.22,8638.12,FAIL,2025-01-15 13:18:44,0.4193
452,1429,71210.73,37601.05,11087.26,22522.42,FAIL,2025-10-18 11:12:55,0.1557
453,3008,30719.46,21866.91,,-5406.46,PASS,2025-09-17 18:42:23,0.4642
454,3144,,9089.5,2546.31,-1538.65,REFER,2025-06-20 18:16:01,0.2522
455,552,23974.91,18302.99,7152.42,-1480.5,PASS,2026-03-28 21:30:16,
456,533,87063.09,61760.19,30879.67,-5576.77,FAIL,2026-03-30 16:30:12,0.3547
457,2155,46625.82,35975.36,12584.18,-1933.72,PASS,2025-09-03 15:47:32,0.2699
458,3009,42206.47,34466.2,6466.49,1273.78,Fail,2025-03-05 12:03:42,
459,2281,31965.68,19081.16,13696.77,-812.25,pass,2025-08-23 12:34:55,0.4285
460,2555,69048.81,,3053.25,13816.68,PASS,2025-06-05 18:32:23,0.0442
461,1715,48746.41,43561.46,14301.21,-9116.26,Fail,2025-06-16 12:14:28,0.2934
462,1812,62808.87,33090.89,723.37,28994.61,REFER,2025-04-16 09:24:23,0.0115
463,2179,,14213.5,8194.18,483.88,Fail,2025-01-15 10:18:57,0.358
464,1725,85311.2,44551.24,38462.89,,PASS,2025-12-09 18:37:51,
465,1622,47927.83,24370.87,16970.81,6586.15,PASS,2025-08-13 15:56:39,0.3541
466,661,44728.21,26269.55,3024.17,15434.49,REFER,2025-05-31 16:07:14,
467,509,71909.9,31344.95,,20739.73,pass,2025-04-06 20:16:35,0.2757
468,3067,20673.47,16536.72,10219.35,-6082.6,Fail,2025-10-13 17:08:58,0.4943
469,654,48223.93,41590.9,22701.03,-16068.0,FAIL,2026-05-16 14:54:44,
470,1619,72664.25,49812.83,895.88,21955.54,pass,2025-12-14 16:27:51,0.0123
471,2803,63680.23,54068.04,30809.71,-21197.52,Fail,2025-06-21 13:40:47,0.4838
472,268,17364.34,11273.79,6867.69,-777.14,REFER,2025-05-18 15:42:14,0.3955
473,1864,4818.1,2560.93,,1274.96,pass,2025-12-20 12:01:02,0.2039
474,412,70603.81,49158.15,16763.06,4682.6,REFER,2025-12-05 09:13:30,0.2374
475,2620,8092.8,4681.73,3875.76,-464.69,PASS,2026-06-10 09:33:23,0.4789
476,47,14466.14,11572.52,2472.59,421.03,pass,2025-12-14 13:07:55,
477,959,21989.8,9981.7,427.85,11580.25,REFER,2025-01-09 13:06:09,0.0195
478,2475,73694.75,42521.43,6485.6,24687.72,,2025-10-14 08:19:05,0.088
479,1213,61643.97,52151.59,487.86,9004.52,FAIL,2025-10-28 16:24:17,0.0079
480,2677,88560.93,71165.23,3090.77,14304.93,pass,2025-02-02 17:58:29,0.0349
481,1434,,14876.74,436.07,2546.5,FAIL,2025-06-16 22:42:22,0.0244
482,2384,30195.34,19142.7,10942.44,110.2,FAIL,2026-02-23 19:56:55,0.3624
483,2157,52405.47,44194.63,5073.7,3137.14,REFER,2026-01-16 21:03:46,0.0968
484,1110,58184.49,46396.84,20887.22,-9099.57,REFER,2025-08-10 20:05:53,0.359
485,210,88007.85,80218.51,43421.33,-35631.99,PASS,2025-12-22 18:31:11,0.4934
486,2522,52160.49,27803.09,7150.77,17206.63,Fail,2025-10-12 18:12:46,0.1371
487,3012,57023.04,46935.54,16131.19,-6043.69,Fail,2025-09-06 10:37:58,0.2829
488,892,70432.16,59341.03,26026.32,-14935.19,FAIL,2025-03-18 12:38:56,0.3695
489,1462,14112.41,7355.66,175.95,6580.8,REFER,2025-06-03 12:47:47,0.0125
490,2736,64109.4,27912.83,17137.72,19058.85,FAIL,2026-02-24 11:52:38,0.2673
491,1398,40631.76,30650.98,,-5680.73,PASS,2025-06-19 18:53:26,0.3854
492,387,62888.06,,27708.45,-17446.57,pass,2025-12-29 08:52:28,0.4406
493,2985,68209.37,28396.91,27119.03,12693.43,Fail,2025-12-21 14:03:25,0.3976
494,915,27075.73,18849.99,8204.1,21.64,pass,2026-04-03 14:55:24,0.303
495,820,21274.16,,3183.85,-402.94,Fail,2025-08-24 17:16:51,0.1497
496,989,16949.1,15803.81,5496.51,-4351.22,Fail,2025-11-04 14:03:27,
497,1131,37212.32,32986.16,5674.11,-1447.95,REFER,2025-04-30 18:47:21,0.1525
498,1265,38733.34,17006.29,9283.74,12443.31,FAIL,2025-12-18 12:59:37,0.2397
499,1731,27114.69,18575.73,11029.49,-2490.53,pass,2026-04-27 12:11:37,0.4068
500,2871,11017.31,10138.52,2815.24,-1936.45,Fail,2025-11-03 14:12:56,0.2555
501,1612,77600.49,43607.43,33082.78,910.28,FAIL,2025-03-17 20:28:45,0.4263
502,2387,6933.51,,2776.72,-792.38,Fail,2025-07-06 18:08:14,
503,924,,54583.18,34103.13,,FAIL,2025-11-23 15:42:25,0.48
504,503,34057.14,18972.77,5947.52,9136.85,PASS,2025-11-22 17:38:03,0.1746
505,820,29047.96,,3628.65,339.22,FAIL,2026-01-16 20:53:46,0.1249
506,1761,42157.01,22060.53,11202.68,8893.8,Fail,2026-03-07 07:07:01,0.2657
507,542,5564.93,3181.63,1610.98,772.32,pass,2025-02-18 11:30:14,0.2895
508,20,76250.76,66522.06,,-5121.15,FAIL,2025-02-18 22:24:41,0.1948
509,357,56849.93,22862.04,18315.39,15672.5,PASS,2025-05-22 18:20:42,0.3222
510,2243,89761.1,60224.18,32150.84,-2613.92,PASS,2025-10-04 22:31:40,0.3582
511,3047,41943.94,23241.77,8057.22,-10644.95,,2026-02-07 09:45:04,0.1921
512,1196,59838.02,24866.7,29036.58,5934.74,REFER,2025-04-23 09:07:38,0.4853
513,1835,21831.92,15399.23,8305.45,-1872.76,Fail,2025-12-26 15:51:06,0.3804
514,730,26659.05,23898.31,6751.43,-3990.69,pass,2025-08-23 22:45:13,0.2533
515,3192,53693.35,29180.57,,16210.44,Fail,2025-09-02 11:35:04,0.1546
516,3154,-62792.44,35855.2,12847.08,14090.16,PASS,2025-04-27 08:01:33,0.2046
517,67,18535.16,8753.03,8437.74,1344.39,FAIL,2025-11-02 15:29:36,0.4552
518,1278,5884.92,5545.23,671.73,-332.04,pass,2026-02-21 21:25:32,0.1141
519,1760,16537.97,9111.41,5229.15,2197.41,Fail,2025-05-03 22:46:05,0.3162
520,874,65950.14,33594.37,11429.0,20926.77,PASS,2026-01-10 17:54:47,0.1733
521,1073,24382.34,10560.5,2465.53,11356.31,Fail,2026-05-12 12:37:56,0.1011
522,2603,77756.09,53511.55,2320.46,21924.08,Fail,2026-06-09 13:06:30,0.0298
523,837,36194.8,27673.35,12973.76,-4452.31,PASS,2026-01-16 07:31:20,
524,1770,83253.8,60313.32,11045.83,11894.65,REFER,2025-06-26 12:21:32,0.1327
525,2923,45758.01,33592.3,8744.05,3421.66,Fail,2025-10-24 11:04:30,0.1911
526,878,61352.36,34161.17,12585.32,14605.87,pass,2025-05-30 11:22:32,0.2051
527,568,43247.91,39277.32,7720.45,-3749.86,Fail,2025-06-01 10:49:21,0.1785
528,2959,11346.41,8882.37,2683.74,-219.7,FAIL,2025-12-10 14:22:47,0.2365
529,1865,9105.97,4762.71,2333.27,2009.99,PASS,2025-03-13 18:48:54,0.2562
530,183,-86048.6,61523.97,27039.96,-2515.33,FAIL,2026-06-05 18:20:37,0.3142
531,692,-17324.9,11926.0,4460.97,937.93,REFER,2025-07-06 07:17:15,0.2575
532,2268,19763.09,15793.33,6100.35,-2130.59,PASS,2025-12-15 14:30:08,0.3087
533,200,81487.04,57993.92,33144.47,-9651.35,Fail,2025-12-21 12:29:15,0.4067
534,2057,83448.34,63087.52,23885.26,-3524.44,FAIL,2026-04-05 20:51:42,0.2862
535,1135,89082.76,64517.42,4106.32,20459.02,FAIL,2026-03-31 21:17:26,0.0461
536,979,34606.0,15572.68,14919.38,,pass,2025-01-22 21:22:29,0.4311
537,604,59210.74,49126.33,16128.55,-6044.14,Fail,2026-01-02 11:47:52,
538,944,16258.97,8357.01,8033.74,,REFER,2025-12-31 10:44:37,0.4941
539,2255,41045.32,25798.33,17311.74,-2064.75,PASS,2026-05-10 22:48:27,0.4218
540,296,67707.76,44577.29,24354.73,-1224.26,REFER,2025-12-16 21:11:32,0.3597
541,2891,85529.28,58526.63,16295.58,10707.07,Fail,2025-03-12 15:02:41,0.1905
542,918,45125.1,33093.39,18263.5,,PASS,2025-05-29 17:45:13,0.4047
543,1404,,50725.69,14236.72,14010.75,PASS,2026-01-25 20:42:40,0.1803
544,1279,77852.22,69362.27,28922.78,-20432.83,PASS,2026-06-13 15:35:40,0.3715
545,886,55720.03,36149.53,6362.83,13207.67,PASS,2025-02-01 20:11:43,0.1142
546,2756,38950.49,20696.99,14009.63,4243.87,FAIL,2025-06-20 21:50:18,
547,2322,58450.75,28178.11,17180.42,13092.22,FAIL,2026-05-20 10:53:56,0.2939
548,30,9678.63,4325.41,4238.06,1115.16,FAIL,2025-11-12 18:49:25,0.4379
549,3001,14852.07,13860.12,3749.17,,Fail,2025-07-26 21:04:31,0.2524
550,1586,54476.95,30588.67,19247.1,4641.18,FAIL,2025-12-28 13:35:52,
551,1251,35075.61,27104.6,11660.66,-3689.65,REFER,2026-03-19 19:05:21,0.3324
552,1562,15596.36,9283.01,2717.9,3595.45,PASS,2025-04-17 09:41:08,0.1743
553,1619,75097.31,31647.31,30996.53,12453.47,REFER,2026-02-28 18:27:44,0.4128
554,1577,79060.15,52732.79,1995.85,-24331.51,Fail,2026-01-12 07:48:41,0.0252
555,1561,5480.39,2549.5,,1473.36,,2025-01-12 07:01:40,0.266
556,602,31871.3,22779.89,11871.31,-2779.9,FAIL,2025-08-18 07:47:37,0.3725
557,997,81966.63,73523.74,10217.03,-1774.14,Fail,2025-05-14 14:55:14,0.1246
558,1182,55514.32,35717.84,25079.64,-5283.16,FAIL,2025-06-14 09:28:44,0.4518
559,317,18646.59,12118.98,4738.44,1789.17,REFER,2025-11-11 14:19:42,0.2541
560,655,64777.35,60584.15,10455.03,-6261.83,PASS,2025-01-27 11:34:34,0.1614
561,2965,68517.54,28272.07,30061.91,10183.56,PASS,2025-07-05 16:28:47,0.4387
562,1868,10958.12,8477.26,2696.9,-216.04,pass,2025-08-04 09:34:20,0.2461
563,934,48944.45,34798.86,6292.0,7853.59,pass,2025-08-14 13:42:05,0.1286
564,2925,22557.56,17666.61,8982.21,-4091.26,FAIL,2025-07-19 14:41:46,0.3982
565,1364,40639.09,17669.82,16368.58,6600.69,FAIL,2026-02-11 21:08:37,
566,1829,61019.25,39152.39,21175.0,691.86,PASS,2025-01-15 19:31:23,0.347
567,2487,85969.69,43260.79,16910.59,25798.31,FAIL,2026-04-03 17:00:29,0.1967
568,1195,8350.88,4349.68,2237.87,1763.33,REFER,2025-02-03 18:14:19,
569,67,8310.95,7567.02,2377.72,-1633.79,REFER,2025-08-16 20:59:37,0.2861
570,1403,4806.89,2493.64,2271.17,42.08,REFER,2025-12-29 19:27:57,
571,540,46976.69,22232.98,9715.7,15028.01,pass,2025-05-05 11:32:39,0.2068
572,1455,59201.08,51975.4,16479.74,-9254.06,Fail,2025-01-24 22:27:29,0.2784
573,1440,47699.59,36048.1,7421.43,4230.06,Fail,2026-02-21 09:11:56,0.1556
574,589,62211.93,47041.38,20355.65,-5185.1,Fail,2026-03-13 22:14:21,0.3272
575,430,57493.98,34557.38,13735.41,9201.19,Fail,2026-04-21 20:26:21,0.2389
576,1825,35444.51,33209.44,16324.06,-14088.99,REFER,2026-04-13 10:00:53,0.4606
577,1595,47017.53,34077.48,15835.66,-2895.61,PASS,2026-06-16 20:17:25,0.3368
578,1463,14582.01,7172.41,2928.45,-4481.15,REFER,2025-11-27 12:43:04,0.2008
579,760,27199.95,16999.32,271.58,9929.05,PASS,2026-04-26 07:24:44,0.01
580,1351,6156.72,2517.03,1756.08,,REFER,2025-03-29 17:24:43,0.2852
581,1424,45243.28,40423.61,13032.51,-8212.84,REFER,2025-09-26 08:07:54,0.2881
582,2344,-67271.18,42061.78,22989.54,2219.86,PASS,2025-03-12 09:13:12,0.3417
583,2651,71519.13,55426.81,13172.88,,PASS,2026-01-01 14:09:59,0.1842
584,1657,22560.96,19617.61,1340.98,1602.37,PASS,2025-06-07 07:34:14,0.0594
585,3158,6427.81,4738.67,1127.69,561.45,FAIL,2025-05-19 19:43:34,0.1754
586,2571,14335.19,11061.44,6620.84,-3347.09,pass,2025-01-25 22:49:56,0.4619
587,2352,40287.76,22002.83,4269.47,14015.46,pass,2026-03-30 22:50:33,0.106
588,535,44071.12,31196.05,,-7136.56,FAIL,2026-04-15 08:41:29,0.4541
589,3012,42166.98,26239.89,14009.89,1917.2,pass,2025-08-13 11:53:28,0.3322
590,473,39016.17,34162.9,6758.0,-1904.73,Fail,2026-01-21 18:20:56,0.1732
591,542,59028.02,55773.87,29496.65,-26242.5,pass,2026-02-15 22:01:12,0.4997
592,2383,75848.07,70918.12,21933.43,-17003.48,Fail,2026-04-09 21:40:34,0.2892
593,2306,88716.69,44823.69,42986.62,906.38,REFER,2026-01-02 16:47:30,0.4845
594,1217,76210.27,38141.92,18244.08,19824.27,FAIL,2026-04-06 18:43:33,0.2394
595,488,59508.54,29564.7,2771.58,27172.26,PASS,2025-02-28 11:22:28,0.0466
596,830,59011.97,26825.63,,9367.05,PASS,2026-01-21 20:21:25,0.3867
597,691,69042.33,59766.02,16211.71,-6935.4,Fail,2025-06-04 10:41:01,0.2348
598,2497,76825.81,,29966.6,-2481.42,PASS,2025-05-26 17:55:46,0.3901
599,3140,89848.27,84590.85,41608.64,-36351.22,REFER,2025-02-16 22:58:23,0.4631
600,1058,46583.57,19256.34,659.13,26668.1,pass,2025-12-21 20:07:08,0.0141
601,1923,87749.21,63671.86,4623.24,19454.11,PASS,2025-08-14 22:45:24,0.0527
602,1169,35552.98,31776.31,13426.0,-9649.33,Fail,2025-04-29 17:16:02,
603,550,14142.72,10831.1,5322.4,-2010.78,REFER,2026-05-23 07:39:46,
604,2524,,72622.87,35655.55,-20863.96,FAIL,2025-06-05 08:47:48,0.4079
605,1508,63716.82,30179.58,24046.76,9490.48,FAIL,2025-03-15 19:09:08,0.3774
606,3011,33442.48,25252.64,15196.16,-7006.32,REFER,2026-02-08 18:37:14,0.4544
607,212,85387.97,55054.91,35052.38,-4719.32,FAIL,2025-11-23 20:16:35,0.4105
608,2004,10021.47,6853.21,,910.57,Fail,2025-05-26 13:26:16,0.2253
609,3091,7193.28,3596.45,1014.99,2581.84,Fail,2025-05-21 20:37:10,0.1411
610,2431,70080.41,64183.21,3168.53,2728.67,Fail,2025-05-28 07:37:26,0.0452
611,1205,44720.48,39903.91,21643.05,-16826.48,PASS,2025-09-22 22:22:37,
